,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#18,RU:,,BJIADOC,,A,"477,857",98.21%,GB,,,,,,,,,,,,,,#18,KR:,,LATAJACYTUNCZYK,,A,"515,407",98.59%,RU,,,#18,NZ:,,ozbert,,A,"441,668",95.50%,DE,,,,,,,,,,,,,,#18,RU:,,desuqe,,A,"423,956",98.20%,KR,,,,,,,,,,,,,,#18,RU:,,desuqe,,A,"391,309",94.66%,GB,,,#18,CL:,,Hanayume,,A,"417,576",97.72%,DE,,,#18,NZ:,,5aiyku,,A,"457,972",98.55%,DE,,,#18,DE:,,Tim Kackner,,A,"344,094",93.54%,NZ,,,#18,KR:,,[Karcher],,A,"863,546",97.69%,NO,,,#18,GB:,,MALTESER,,A,"470,764",95.71%,RU,,,#18,NZ:,,Saiyku,,B,"491,656",92.35%,CN,,,,,,,,,,,,,,#18,AU:,,Xaver,NM,A,"514,172",97.94%,US,,,,,,,,,,,,,,#18,GB:,,Mahmood,HR,A,"429,503",93.51%,RU,,,,,,,,,,,,,,,,,,,,,,
,,#19,RU:,,Welter,,A,"471,802",98.97%,GB,,,,,,,,,,,,,,#19,CN:,,Crystal,,A,"510,446",96.17%,NZ,,,#19,CL:,,Intercambing,,A,"441,547",98.34%,DE,,,,,,,,,,,,,,#19,NZ:,,ozbert,,A,"422,681",95.30%,CN,,,,,,,,,,,,,,#19,KR:,,Nopekjk,,A,"370,236",95.69%,NO,,,#19,CL:,,alfiu,,A,"414,457",98.02%,DE,,,#19,KR:,,Allegrissimo,,A,"456,748",98.14%,NO,,,#19,NO:,,Melvr,,A,"339,404",94.09%,KR,,,#19,CN:,,lolol233,,A,"852,379",98.28%,NZ,,,#19,RU:,,Lexu2S,,A,"461,017",93.36%,GB,,,#19,CL:,,xXChokgamerXx,,A,"488,258",95.21%,DE,,,,,,,,,,,,,,#19,NZ:,,Saiyku,HR,A,"507,552",99.35%,DE,,,,,,,,,,,,,,#19,CA:,,yip,NM,A,"415,829",98.06%,PL,,,,,,,,,,,,,,,,,,,,,,
,,#20,GB:,,Accolibed,,A,"456,946",99.15%,RU,,,,,,,,,,,,,,#20,RU:,,Welter,,A,"487,968",98.14%,KR,,,#20,PL:,,Kosiarek,,A,"439,319",98.02%,CA,,,,,,,,,,,,,,#20,RU:,,BJIADOC,,A,"417,679",97.87%,KR,,,,,,,,,,,,,,#20,NZ:,,ozbert,,B,"365,075",90.14%,CN,,,#20,CA:,,Zylice,,A,"396,474",97.99%,PL,,,#20,CL:,,siiphs,,A,"454,946",98.43%,DE,,,#20,NO:,,antonyw,,A,"333,944",94.62%,KR,,,#20,CA:,,Zylice,,A,"849,489",96.85%,PL,,,#20,RU:,,Welter,,A,"433,898",94.65%,GB,,,#20,CN:,,Crystal,,B,"439,435",90.91%,NZ,,,,,,,,,,,,,,#20,RU:,,Welter,NM,A,"506,086",99.06%,KR,,,,,,,,,,,,,,#20,RU:,,Welter,HR,A,"394,368",96.56%,GB,,,,,,,,,,,,,,,,,,,,,,
,,#21,NZ:,,Saiyku,,A,"443,210",98.66%,DE,,,,,,,,,,,,,,#21,CN:,,lolol235,,A,"473,043",97.60%,NZ,,,#21,NZ:,,5aiyku,,A,"419,907",97.41%,CN,,,,,,,,,,,,,,#21,PL:,,Kosiarek,,A,"416,063",97.80%,CA,,,,,,,,,,,,,,#21,RU:,,Skrowell,,A,"352,007",95.55%,GB,,,#21,DE:,,Denzel Curry,,A,"380,790",98.39%,NZ,,,#21,KR:,,MYKEYBOARD,,A,"450,285",95.80%,NO,,,#21,RU:,,gamer228666,,B,"294,743",92.40%,KR,,,#21,DE:,,Fleh,,A,"828,212",97.55%,CL,,,#21,GB:,,Bubbleman,,A,"385,940",94.04%,RU,,,#21,CN:,,lolol235,,B,"435,929",92.06%,NZ,,,,,,,,,,,,,,#21,KR:,,LATAJACYTUNCZYK,HD,A,"499,817",98.37%,RU,,,,,,,,,,,,,,#21,AU:,,palr,HD,A,"389,381",97.36%,US,,,,,,,,,,,,,,,,,,,,,,
,,#22,KR:,,MYKEYBOARD,,A,"427,538",97.67%,RU,,,,,,,,,,,,,,#22,KR:,,Nopekjk,,A,"470,279",97.95%,RU,,,#22,DE:,,ZeitFrost,,A,"408,580",97.71%,NZ,,,,,,,,,,,,,,#22,CA:,,Zylice,,A,"408,350",98.29%,PL,,,,,,,,,,,,,,#22,NO:,,NINERIK,,A,"318,357",93.60%,KR,,,#22,NZ:,,5aiyku,,A,"370,414",98.20%,DE,,,#22,KR:,,Suyong_,,A,"442,451",97.77%,RU,,,#22,DE:,,ZeitFrost,,A,"291,585",94.28%,NZ,,,#22,AU:,,cloppit,,A,"821,457",98.17%,US,,,#22,CA:,,nujabes,,B,"359,885",89.95%,PL,,,#22,CL:,,Intercambing,,A,"430,432",94.41%,DE,,,,,,,,,,,,,,#22,RU:,,Welter,NM,A,"497,608",98.55%,GB,,,,,,,,,,,,,,#22,CA:,,Zylice,HD,A,"387,026",96.96%,PL,,,,,,,,,,,,,,,,,,,,,,
,,#23,DE:,,Tim Kackner,,A,"426,120",98.90%,NZ,,,,,,,,,,,,,,#23,CN:,,lolol233,,A,"456,982",97.85%,NZ,,,#23,DE:,,Denzel Curry,,A,"401,060",97.61%,CL,,,,,,,,,,,,,,#23,KR:,,Amamya Kokoro,,A,"402,375",97.91%,NO,,,,,,,,,,,,,,#23,NZ:,,Saiyku,,B,"288,889",91.57%,CN,,,#23,DE:,,Fleh,,A,"362,344",96.34%,NZ,,,#23,RU:,,gamer228666,,A,"432,960",95.98%,KR,,,#23,NZ:,,5aiyku,,A,"267,637",92.52%,DE,,,#23,US:,,WindowLife,,A,"819,949",98.98%,AU,,,#23,CA:,,PinkEyeFan2013,,A,"337,578",95.10%,PL,,,#23,NO:,,HUNDUR,,A,"421,074",93.05%,KR,,,,,,,,,,,,,,#23,RU:,,gamer228666,NM,A,"480,902",99.09%,KR,,,,,,,,,,,,,,#23,CA:,,Wanderio,NM,A,"336,953",96.96%,PL,,,,,,,,,,,,,,,,,,,,,,
,,#24,DE:,,Fleh,,A,"418,576",97.95%,NZ,,,,,,,,,,,,,,#24,AU:,,cloppit,,A,"456,640",97.29%,US,,,#24,PL:,,milosz,,A,"398,699",97.38%,CA,,,,,,,,,,,,,,#24,CA:,,Wanderio,,A,"399,518",97.52%,PL,,,,,,,,,,,,,,#24,NO:,,YokesPai,,B,"263,796",88.99%,KR,,,#24,CA:,,Wanderio,,A,"347,255",97.44%,PL,,,#24,CN:,,Crystal,,A,"432,421",97.52%,NZ,,,#24,NZ:,,ozbert,,B,"225,457",90.16%,DE,,,#24,KR:,,Amamya Kokoro,,A,"805,943",98.09%,NO,,,#24,GB:,,skia1,,B,"167,389",86.96%,RU,,,#24,CL:,,alfiu,,B,"368,206",90.50%,DE,,,,,,,,,,,,,,#24,KR:,,Amamya Kokoro,NM,A,"478,009",99.20%,RU,,,,,,,,,,,,,,#24,RU:,,Lexu2S,NM,A,"323,103",96.00%,GB,,,,,,,,,,,,,,,,,,,,,,
,,#25,CL:,,Intercambing,,A,"415,304",98.40%,DE,,,,,,,,,,,,,,#25,AU:,,mrekk,,A,"451,350",97.68%,US,,,#25,CA:,,xootynator,,A,"390,150",97.28%,PL,,,,,,,,,,,,,,#25,GB:,,lystia,,A,"396,785",98.22%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#25,NO:,,Pinguinzi,,A,"431,695",97.03%,KR,,,,,,,,,,,,,,#25,RU:,,Welter,,A,"771,025",98.62%,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#25,DE:,,okinamo,HD,A,"471,495",98.81%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#26,RU:,,BJIADOC,,A,"406,929",97.90%,KR,,,,,,,,,,,,,,#26,NZ:,,5aiyku,,A,"445,137",96.40%,CN,,,#26,CA:,,Wanderio,,A,"384,894",96.64%,PL,,,,,,,,,,,,,,#26,NO:,,NINERIK,,A,"393,567",98.33%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#26,NZ:,,ozbert,,A,"422,708",95.50%,CN,,,,,,,,,,,,,,#26,NO:,,Pinguinzi,,A,"765,378",98.01%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#26,NZ:,,Kyujin,NM,A,"471,165",99.11%,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#27,RU:,,Lexu2S,,A,"404,468",98.45%,GB,,,,,,,,,,,,,,#27,GB:,,Plasma,,A,"434,924",97.33%,RU,,,#27,CN:,,Moonlit111,,A,"384,220",97.95%,NZ,,,,,,,,,,,,,,#27,NZ:,,5aiyku,,A,"393,272",97.76%,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#27,CN:,,lolol235,,A,"422,003",97.34%,NZ,,,,,,,,,,,,,,#27,NZ:,,Kyujin,,A,"761,646",97.02%,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#27,RU:,,Lexu2S,HR,A,"463,208",98.47%,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#28,CL:,,Hanayume,,A,"403,784",97.80%,DE,,,,,,,,,,,,,,#28,RU:,,Skrowell,,A,"434,886",96.79%,KR,,,#28,CL:,,Gonzah,,A,"362,552",96.63%,DE,,,,,,,,,,,,,,#28,RU:,,desuqe,,A,"389,399",98.17%,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#28,DE:,,Tim Kackner,,A,"411,461",98.43%,NZ,,,,,,,,,,,,,,#28,DE:,,Denzel Curry,,A,"751,416",98.03%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#28,DE:,,Fleh,HR,A,"454,987",97.11%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#29,RU:,,desuqe,,A,"399,226",99.10%,KR,,,,,,,,,,,,,,#29,RU:,,Welter,,A,"426,057",97.74%,GB,,,#29,CL:,,xXChokgamerXx,,A,"360,256",97.15%,DE,,,,,,,,,,,,,,#29,PL:,,milosz,,A,"378,610",98.16%,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#29,KR:,,Suyong_,,A,"408,847",96.98%,NO,,,,,,,,,,,,,,#29,RU:,,gamer228666,,A,"732,410",97.56%,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#29,KR:,,[Karcher],HR,A,"450,860",97.99%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#30,RU:,,desuqe,,A,"395,422",98.66%,GB,,,,,,,,,,,,,,#30,RU:,,BJIADOC,,A,"422,903",96.60%,GB,,,#30,NZ:,,ozbert,,A,"332,721",94.96%,CN,,,,,,,,,,,,,,#30,CN:,,Crystal,,A,"375,887",98.13%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#30,NO:,,papercandle,,A,"407,105",98.23%,KR,,,,,,,,,,,,,,#30,PL:,,milosz,,A,"706,878",98.68%,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#30,RU:,,gamer228666,NM,A,"436,416",98.58%,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#31,DE:,,Tim Kackner,,A,"386,303",93.49%,CL,,,,,,,,,,,,,,#31,GB:,,lystia,,A,"422,233",96.21%,RU,,,#31,DE:,,Tim Kackner,,A,"327,651",95.96%,NZ,,,,,,,,,,,,,,#31,RU:,,gamer228666,,A,"372,605",97.44%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#31,CN:,,z980838928,,A,"406,658",97.50%,NZ,,,,,,,,,,,,,,#31,KR:,,Chipori,,A,"705,351",97.34%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#31,CN:,,Ledeau_Fox,HD,A,"431,039",96.89%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#32,NZ:,,ozbert,,A,"356,041",96.60%,DE,,,,,,,,,,,,,,#32,RU:,,BJIADOC,,A,"418,518",95.69%,KR,,,#32,DE:,,aimbotcone,,A,"301,809",95.95%,CL,,,,,,,,,,,,,,#32,CN:,,lolol235,,A,"371,899",98.27%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#32,DE:,,ZeitFrost,,A,"396,647",95.50%,NZ,,,,,,,,,,,,,,#32,GB:,,MALTESER,,A,"703,693",98.51%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#32,CN:,,Crystal,NM,A,"415,353",98.23%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#33,GB:,,Bubbleman,,A,"415,845",97.20%,RU,,,,,,,,,,,,,,,,,,,,,,,,,#33,RU:,,Welter,,A,"368,636",98.23%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#33,RU:,,Lexu2S,,A,"392,392",97.64%,KR,,,,,,,,,,,,,,#33,GB:,,Bubbleman,,A,"691,585",97.89%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#33,GB:,,Plasma,HD,A,"413,644",98.19%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#34,GB:,,skia1,,A,"408,601",96.79%,RU,,,,,,,,,,,,,,,,,,,,,,,,,#34,GB:,,fudge,,A,"352,005",98.30%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#34,NZ:,,Kyujin,,A,"376,068",97.77%,CN,,,,,,,,,,,,,,#34,GB:,,fudge,,A,"671,728",97.30%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#34,AU:,,aknzx,HR,A,"409,001",97.96%,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#35,KR:,,Allegrissimo,,A,"394,938",97.83%,RU,,,,,,,,,,,,,,,,,,,,,,,,,#35,NO:,,Melvr,,A,"347,869",95.93%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#35,CL:,,xXChokgamerXx,,A,"373,799",96.30%,DE,,,,,,,,,,,,,,#35,CA:,,nujabes,,A,"659,058",97.38%,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#35,GB:,,Accolibed,HR,A,"406,542",97.77%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#36,RU:,,Skrowell,,A,"374,555",97.00%,GB,,,,,,,,,,,,,,,,,,,,,,,,,#36,CA:,,yip,,A,"334,361",97.37%,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#36,CL:,,Intercambing,,A,"361,759",96.84%,DE,,,,,,,,,,,,,,#36,CA:,,xootynator,,A,"657,781",94.44%,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#36,GB:,,Mahmood,NM,A,"374,183",97.67%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#37,NZ:,,5aiyku,,A,"360,433",96.92%,DE,,,,,,,,,,,,,,,,,,,,,,,,,#37,NO:,,papercandle,,A,"321,508",95.46%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#37,DE:,,ZeitFrost,,A,"352,898",95.82%,CL,,,,,,,,,,,,,,#37,CA:,,PinkEyeFan2013,,A,"639,492",98.30%,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#37,NZ:,,ozbert,HD,A,"373,542",96.31%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#38,DE:,,ZeitFrost,,A,"359,467",95.96%,CL,,,,,,,,,,,,,,,,,,,,,,,,,#38,GB:,,skia1,,A,"312,291",96.13%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#38,NZ:,,5aiyku,,A,"347,718",96.84%,CN,,,,,,,,,,,,,,#38,NZ:,,ozbert,,A,"636,435",95.99%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#38,NZ:,,5aiyku,NM,A,"350,417",97.26%,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#39,NZ:,,Saiyku,,A,"353,378",96.25%,DE,,,,,,,,,,,,,,,,,,,,,,,,,#39,NO:,,YokesPai,,A,"305,996",94.96%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#39,NZ:,,ozbert,,A,"330,177",95.98%,DE,,,,,,,,,,,,,,#39,NZ:,,Saiyku,,A,"608,631",95.59%,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#39,RU:,,Lexu2S,HR,A,"340,335",96.36%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#40,DE:,,aimbotcone,,A,"352,959",95.61%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,#40,RU:,,Lexu2S,,A,"276,131",95.99%,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#40,DE:,,Fleh,,A,"300,526",94.07%,CL,,,,,,,,,,,,,,#40,AU:,,aknzx,,A,"605,308",97.34%,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#40,RU:,,desuqe,HD,A,"306,909",96.33%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#41,DE:,,ZeitFrost,,A,"346,539",95.90%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#41,CL:,,Intercambing,,A,"572,317",97.31%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#42,NZ:,,ozbert,,B,"313,444",92.90%,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#42,RU:,,desuqe,,A,"561,138",97.42%,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#43,DE:,,Denzel Curry,,A,"301,418",96.05%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#43,DE:,,Denzel Curry,,A,"541,508",97.00%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#44,CL:,,xXChokgamerXx,,A,"292,545",95.94%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#44,CN:,,pr1mary,,A,"509,086",96.46%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#45,DE:,,aimbotcone,,A,"269,798",94.62%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#45,NZ:,,ozbert,,A,"500,270",94.71%,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#46,CN:,,lolol234,,B,"262,996",92.26%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#46,CN:,,lolol235,,A,"499,656",95.79%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#47,CL:,,Hanayume,,B,"191,721",90.50%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#47,NZ:,,5aiyku,,A,"499,029",96.68%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,#48,NZ:,,ozbert,,B,"177,528",88.36%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#48,PL:,,evil grape,,A,"495,133",96.86%,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#49,DE:,,okinamo,,A,"487,971",95.23%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#50,NZ:,,5aiyku,,A,"483,918",96.29%,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#51,PL:,,Rafis,,A,"482,378",97.17%,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#52,CL:,,xXChokgamerXx,,A,"468,988",95.57%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#53,CL:,,Gonzah,,A,"443,714",96.69%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#54,NO:,,Melvr,,A,"431,713",95.89%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#55,CN:,,z980838928,,A,"423,432",94.81%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#56,CL:,,alfiu,,A,"403,529",94.96%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
