,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#19,FI:,,AllyrD,,A,"726,828",99.85%,RO,,,#19,IT:,,MeOwz,,S,"997,068",99.69%,CL,,,#19,CL:,,Intercambing,,S,"949,429",98.61%,ES,,,#19,JP:,,RafuNa,,S,"939,000",98.45%,HK,,,#19,SG:,,Dawnwing,,S,"941,537",98.45%,GR,,,#19,CN:,,lolol233,, S ,"1,015,529",98.89%,TH,,,#19,CL:,,siiphs,,A,"745,204",98.48%,ES,,,#19,NZ:,,ozbert,,S,"986,704",96.90%,ID,,,#19,MY:,,n0 head,,S,"1,008,345",97.47%,VN,,,#19,UY:,,El Milanga,,S,"1,193,526",99.14%,BE,,,#19,CN:,,lolol233,,S,"1,134,656",98.37%,AT,,,#19,RO:,,origin_,,S,"1,177,664",99.39%,ID,,,#19,RO:,,badeu,NM,S,"959,937",98.85%,NZ,,,#19,TH:,,-Kedama,HD, S ,"1,032,652",99.62%,NO,,,#19,CL:,,siiphs,HDHR, S ,"762,896",99.57%,FR,,,#19,CL:,,alfiu,NM,A,"504,451",99.66%,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#20,FI:,,savilju,,A,"719,417",99.54%,RO,,,#20,IT:,,Toukai Teiou,,S,"995,743",99.76%,FR,,,#20,KZ:,,Kamensh1k,,S,"949,037",98.61%,UA,,,#20,PE:,,[MG]Arnold24x24,,S,"938,292",98.43%,KZ,,,#20,PH:,,Rammu,,S,"940,881",98.26%,SE,,,#20,CN:,,Crystal,, S ,"1,014,986",98.72%,TH,,,#20,ES:,,A L E P H,,A,"744,637",97.91%,CL,,,#20,NZ:,,ozbert,,S,"985,901",96.79%,RO,,,#20,JP:,,shouponpon,,A,"1,007,535",97.86%,HK,,,#20,MY:,,Rampax,,S,"1,193,481",99.40%,DK,,,#20,PH:,,zonelouise,,S,"1,134,000",98.48%,NL,,,#20,CL:,,Intercambing,,S,"1,177,496",99.30%,FR,,,#20,NO:,,YokesPai,HD,A,"946,241",96.89%,AT,,,#20,SG:,,Mekeyo,HR,S,"1,021,775",98.00%,JP,,,#20,IT:,,MeOwz,NM,A,"748,347",99.71%,CL,,,#20,HK:,,Hibiki,HD,A,"502,907",99.24%,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#21,FI:,,Isak-,,A,"713,228",99.54%,RO,,,#21,GR:,,-Puyu,,S,"995,563",99.69%,JP,,,#21,PE:,,[MG]Arnold24x24,,S,"944,587",98.54%,KZ,,,#21,BR:,,Kurumiw,,S,"936,716",98.22%,PH,,,#21,PE:,,SapeSape,,S,"932,946",98.06%,PT,,,#21,KZ:,,Kamensh1k,, S ,"1,013,700",98.87%,PE,,,#21,HK:,,misha awa,,A,"742,801",99.00%,GR,,,#21,IT:,,kusuriya,,A,"979,695",99.25%,FR,,,#21,NL:,,Wind Tales,,S,"1,006,906",97.65%,BR,,,#21,PH:,,LordGabriel,,S,"1,193,187",99.40%,SE,,,#21,CL:,,Gonzah,,S,"1,131,724",98.39%,FR,,,#21,NL:,,John ethken,,S,"1,177,081",99.39%,BR,,,#21,AT:,,fedoragoose,NM,A,"943,310",98.68%,TH,,,#21,NL:,,Wind Tales,HD, S ,"1,018,817",98.97%,BR,,,#21,BR:,,kagiura,HD,A,"739,861",99.55%,PH,,,#21,ES:,,BabyScylla,HD,A,"497,153",98.88%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#22,PH:,,Icarussy,,A,"701,772",99.48%,BR,,,#22,IT:,,Toukai Teiou,,S,"995,530",99.76%,CL,,,#22,TW:,,GAO HAO,,S,"943,509",98.36%,VN,,,#22,SG:,,Eagle5324,,S,"936,164",98.36%,JP,,,#22,AR:,,jackzebra,,S,"900,660",97.39%,BE,,,#22,VN:,,def,, S ,"1,012,226",98.63%,TW,,,#22,FI:,,AllyrD,,A,"730,464",98.98%,ID,,,#22,JP:,,Homutan,,S,"971,219",98.47%,SG,,,#22,SE:,,Andros,,S,"1,006,080",97.56%,PH,,,#22,CN:,,lolol233,,S,"1,190,875",99.40%,NO,,,#22,AR:,,viciobylike,,S,"1,131,136",98.39%,UY,,,#22,CL:,,Hanayume,,S,"1,176,343",99.30%,ES,,,#22,RO:,,badeu,NM,S,"943,080",98.43%,FI,,,#22,NO:,,Melvr,HD, S ,"1,005,246",98.55%,TH,,,#22,CL:,,Intercambing,NM,A,"738,628",99.82%,FR,,,#22,SG:,,Tebi,NM,A,"492,093",98.93%,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#23,RO:,,badeu,,A,"696,860",99.67%,FI,,,#23,PH:,,zonelouise,,S,"994,301",99.63%,BR,,,#23,SE:,,Lightningfox,,S,"943,386",98.44%,PH,,,#23,CN:,,lolol233,,S,"935,210",98.27%,NO,,,#23,SG:,,Mekeyo,,S,"883,043",96.49%,GR,,,#23,DK:,,Sobu-,, S ,"1,010,344",98.55%,TW,,,#23,MY:,,mabayu,,A,"726,909",97.50%,VN,,,#23,VN:,,baoo,,A,"943,054",96.07%,MY,,,#23,NL:,,John ethken,,S,"1,002,144",97.47%,SE,,,#23,PH:,,NathanRam1918,,S,"1,187,490",99.20%,SE,,,#23,AR:,,jackzebra,,S,"1,129,400",98.42%,UY,,,#23,FR:,,Hifkil,,S,"1,173,537",99.30%,ES,,,#23,AT:,,z10a,NM,S,"940,283",98.20%,CN,,,#23,JP:,,RafuNa,HR,A,"1,004,821",99.07%,HK,,,#23,ES:,,BabyScylla,HDHR,A,"738,459",98.23%,IT,,,#23,SG:,,GSBlank,NM,A,"468,446",99.21%,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#24,NZ:,,Saiyku,,A,"693,666",99.85%,ID,,,#24,PT:,,RafaMat,,S,"994,237",99.63%,UA,,,#24,SE:,,Fejlan,,S,"941,911",98.36%,PH,,,#24,PE:,,[MG]Arnold24x24,,S,"934,564",98.27%,UA,,,#24,VN:,,def,,S,"841,127",99.01%,DK,,,#24,PT:,,uatzap,, S ,"1,009,674",98.46%,KZ,,,#24,FI:,,Kalanluu,,A,"717,147",98.30%,NZ,,,#24,TH:,,chests,,S,"942,044",95.39%,CN,,,#24,CN:,,lolol235,,S,"1,001,418",97.39%,NO,,,#24,MY:,,Rampax,,S,"1,185,447",99.20%,VN,,,#24,IT:,,Toukai Teiou,,S,"1,126,844",98.28%,ES,,,#24,UY:,,helvetia,,S,"1,173,523",99.30%,BE,,,#24,CN:,,Crystal,NM,S,"927,977",97.98%,AT,,,#24,NZ:,,Kyujin,NM,SS,"1,001,000",100.00%,FI,,,#24,FR:,,Hifkil,HR,A,"733,083",99.50%,CL,,,#24,UY:,,PLOXARU,NM,A,"465,003",99.58%,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#25,FI:,,Xepei,,A,"692,903",99.67%,RO,,,#25,ES:,,ESCRUPULILLO,,S,"993,545",99.63%,IT,,,#25,KZ:,,Kamensh1k,,S,"941,087",98.41%,PE,,,#25,NZ:,,5aiyku,,S,"930,687",98.08%,RO,,,#25,ES:,,towny1,,S,"834,864",96.78%,CL,,,#25,RO:,,etn,, S ,"1,007,150",98.55%,FI,,,#25,SE:,,Lightningfox,,A,"713,588",97.41%,PH,,,#25,CN:,,Crystal,,S,"919,040",98.96%,TH,,,#25,CN:,,Crystal,,S,"993,720",97.17%,NO,,,#25,NO:,,Melvr,,S,"1,183,340",99.20%,TH,,,#25,PH:,,Jitterish,,S,"1,125,837",98.23%,SE,,,#25,MY:,,Rampax,,S,"1,168,644",99.12%,VN,,,#25,FI:,,Kalanluu,HD,A,"921,205",98.54%,NZ,,,#25,UY:,,helvetia,NM,SS,"1,000,500",100.00%,AR,,,#25,NZ:,,Saiyku,HR,S,"721,565",99.09%,FI,,,#25,UY:,,Rebo,NM,A,"464,930",99.57%,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#26,TH:,,Hinamon,,A,"688,097",99.54%,CN,,,#26,JP:,,hosesan1020,,S,"991,980",99.57%,SG,,,#26,PH:,,NathanRam1918,,S,"939,545",98.36%,SE,,,#26,SE:,,Lightningfox,,S,"929,855",97.99%,NL,,,#26,CL:,,Intercambing,,A,"826,270",99.37%,ES,,,#26,PH:,,Rammu,, S ,"1,006,637",98.51%,NL,,,#26,TH:,,Lesperry,,A,"709,680",97.08%,AT,,,#26,CN:,,lolol234,,A,"911,012",98.62%,TH,,,#26,AR:,,Bomilk,,S,"989,546",97.02%,BE,,,#26,SE:,,scylla,,S,"1,179,699",98.99%,PH,,,#26,PT:,,RafaMat,,S,"1,121,668",98.19%,KZ,,,#26,AT:,,z9a,,S,"1,167,643",99.12%,CN,,,#26,NZ:,,Saiyku,HR,S,"916,106",97.62%,ID,,,#26,UY:,,PLOXARU,HR,S,"999,059",98.12%,TR,,,#26,FI:,,savilju,NM,A,"714,379",99.84%,NZ,,,#26,UY:,,helvetia,NM,A,"464,396",99.38%,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#27,BR:,,Nyash,,A,"673,070",99.54%,PH,,,#27,KZ:,,Kamensh1k,,S,"990,255",99.57%,UA,,,#27,NO:,,YokesPai,,S,"934,377",98.17%,CN,,,#27,NZ:,,5aiyku,,S,"929,497",98.52%,ID,,,#27,CL:,,siiphs,,S,"819,322",98.09%,IT,,,#27,RO:,,badeu,, S ,"1,005,017",98.38%,ID,,,#27,NL:,,G e n g a o z o,,A,"703,097",99.22%,SE,,,#27,TW:,,Shirosora,,A,"910,792",97.61%,VN,,,#27,VN:,,Another Guy,,S,"988,616",96.86%,DK,,,#27,TW:,,Flyer,,A,"1,170,427",99.12%,MY,,,#27,PT:,,RafaMat,,S,"1,119,813",98.11%,PE,,,#27,CN:,,Crystal,,S,"1,166,744",99.04%,AT,,,#27,FI:,,Amasetic,NM,A,"901,284",98.99%,RO,,,#27,PH:,,NathanRam1918,NM,S,"998,105",99.93%,BR,,,#27,FI:,,Isak-,HD,A,"708,350",99.14%,NZ,,,#27,CL:,,Lasseh,NM,A,"444,894",98.18%,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#28,CN:,,Crystal,,A,"663,422",99.77%,TH,,,#28,FI:,,Xepei,,S,"989,361",99.57%,ID,,,#28,TR:,,Orkay,,S,"932,720",98.10%,BE,,,#28,FI:,,Kalanluu,,S,"928,751",98.18%,RO,,,#28,KZ:,,Kamensh1k,,A,"805,228",99.35%,UA,,,#28,UY:,,Melxdy,, S ,"1,004,580",98.46%,BE,,,#28,PH:,,Rammu,,A,"696,137",97.39%,NL,,,#28,DK:,,Sobu-,,A,"881,763",98.49%,MY,,,#28,AT:,,z9a,,S,"987,951",97.10%,CN,,,#28,CN:,,lolol235,,S,"1,168,885",98.94%,NO,,,#28,CN:,,lolol233,,S,"1,119,672",98.11%,NO,,,#28,TR:,,Shinkiro,,S,"1,165,643",99.04%,AR,,,#28,DK:,,Sobu-,NM,A,"896,886",97.78%,VN,,,#28,NO:,,papercandle,HR,A,"996,167",98.90%,TH,,,#28,FR:,,calangi,NM,A,"704,648",99.78%,ES,,,#28,UY:,,helvetia,NM,A,"443,867",99.45%,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#29,NZ:,,Kyujin,,A,"663,013",99.36%,ID,,,#29,CL:,,alfiu,,S,"989,069",99.51%,IT,,,#29,TR:,,Shinkiro,,S,"931,875",98.10%,BE,,,#29,FI:,,Kalanluu,,S,"925,288",98.08%,ID,,,#29,ES:,,marbl,,A,"801,781",98.74%,CL,,,#29,BR:,,-izzy,, S ,"1,001,837",98.38%,NL,,,#29,CL:,,siiphs,,A,"691,969",98.26%,FR,,,#29,TW:,,willy0214,,A,"874,599",97.66%,VN,,,#29,BR:,,shwq,,S,"983,875",96.60%,SE,,,#29,HK:,,misha awa,,A,"1,166,934",99.90%,SG,,,#29,FI:,,Xepei,,S,"1,119,319",98.07%,NZ,,,#29,AR:,,jackzebra,,S,"1,165,213",99.12%,TR,,,#29,TR:,,Shinkiro,HD,A,"885,262",98.85%,BE,,,#29,PH:,,zonelouise,NM,S,"995,641",99.86%,NL,,,#29,IT:,,MeOwz,NM,A,"699,779",99.30%,ES,,,#29,HK:,,ming0328ming,NM,A,"442,861",98.59%,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#30,ID:,,Thatnoobguy,,A,"654,428",99.54%,NZ,,,#30,NO:,,papercandle,,S,"987,058",99.39%,CN,,,#30,KZ:,,Kamensh1k,,S,"929,814",98.02%,PT,,,#30,HK:,,misha awa,,S,"925,073",98.08%,JP,,,#30,NL:,,perthed again,,A,"779,253",98.40%,SE,,,#30,BR:,,Kurumiw,, S ,"1,001,193",98.38%,NL,,,#30,SE:,,Fejlan,,A,"684,540",98.83%,NL,,,#30,UY:,,Melxdy,,A,"866,335",97.83%,BE,,,#30,SG:,,Dawnwing,,S,"982,470",96.86%,JP,,,#30,SG:,,Cymango,,S,"1,155,815",98.47%,GR,,,#30,IT:,,MeOwz,,S,"1,119,194",98.11%,ES,,,#30,RO:,,etn,,S,"1,164,204",99.01%,ID,,,#30,FR:,,Musty,HR,A,"872,237",97.53%,CL,,,#30,RO:,,Kehest,NM,S,"994,796",99.86%,NZ,,,#30,FR:,,Hifkil,HR,A,"684,651",99.62%,ES,,,#30,BE:,,5joshi,HD,A,"425,811",99.23%,UY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#31,NO:,,Melvr,,A,"651,195",99.61%,TH,,,#31,TH:,,ChaiPhukChep,,S,"986,603",99.51%,NO,,,#31,CN:,,Crystal,,S,"925,208",97.82%,AT,,,#31,KZ:,,Kamensh1k,,S,"922,433",97.90%,UA,,,#31,AT:,,fedoragoose,,S,"776,420",98.43%,CN,,,#31,UA:,,baIner,, S ,"999,677",98.29%,PE,,,#31,PH:,,ZaNy_,,A,"683,605",97.35%,NL,,,#31,FR:,,Musty,,S,"840,629",99.54%,IT,,,#31,CN:,,lolol234,,S,"970,753",96.51%,AT,,,#31,MY:,,n0 head,,S,"1,155,809",98.54%,VN,,,#31,PH:,,Jitterish,,S,"1,115,873",97.92%,BR,,,#31,FI:,,Mike Tyson,,S,"1,163,717",99.01%,RO,,,#31,UY:,,Melxdy,HR,A,"867,573",96.58%,AR,,,#31,NL:,,John ethken,NM,S,"994,281",99.86%,BR,,,#31,ES:,,ESCRUPULILLO,NM,A,"666,005",99.76%,IT,,,#31,HK:,,ming0328ming,NM,A,"419,877",98.46%,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#32,TH:,,Arz3,,A,"646,739",99.10%,CN,,,#32,RO:,,etn,,S,"986,263",99.39%,NZ,,,#32,CN:,,Crystal,,S,"920,594",97.84%,NO,,,#32,SG:,,qstronaut,,S,"921,749",97.90%,JP,,,#32,AT:,,tomadoi,,A,"774,533",98.79%,CN,,,#32,RO:,,Kehest,, S ,"998,803",98.29%,ID,,,#32,FR:,,FlasTEH,, S ,"683,568",99.04%,CL,,,#32,BE:,,hexi,,A,"840,080",98.84%,UY,,,#32,FI:,,Xepei,,S,"958,486",95.82%,ID,,,#32,SG:,,hollowknees,,S,"1,152,176",98.54%,HK,,,#32,ES:,,ESCRUPULILLO,,S,"1,115,767",97.86%,IT,,,#32,VN:,,Another Guy,,S,"1,162,153",98.95%,MY,,,#32,NO:,,Melvr,NM,A,"867,202",98.71%,AT,,,#32,CN:,,Crystal,NM,S,"993,064",99.79%,TH,,,#32,IT:,,Toukai Teiou,NM,A,"657,160",99.71%,ES,,,#32,GR:,,-Puyu,NM,A,"417,722",99.41%,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#33,NZ:,,pii,,A,"645,284",99.39%,ID,,,#33,JP:,,hosesan1020,,S,"986,160",99.39%,HK,,,#33,PH:,,NathanRam1918,,S,"920,285",97.71%,BR,,,#33,RO:,,Kehest,,S,"916,760",97.61%,FI,,,#33,AT:,,z10a,,S,"773,933",99.59%,NO,,,#33,ES:,,A L E P H,,A,"996,861",98.51%,CL,,,#33,PE:,,[MG]Arnold24x24,,A,"682,115",98.76%,KZ,,,#33,PE:,,[MG]Arnold24x24,,S,"807,263",99.67%,PT,,,#33,NL:,,Wind Tales,,S,"950,840",95.82%,SE,,,#33,CN:,,Ledeau_Fox,,S,"1,149,084",98.34%,NO,,,#33,SE:,,Grippeh,,S,"1,115,640",97.97%,PH,,,#33,RO:,,origin_,,S,"1,159,953",99.04%,FI,,,#33,GR:,,Nekkid,HDHR,A,"864,463",98.48%,HK,,,#33,NZ:,,Kyujin,NM,S,"993,004",99.79%,RO,,,#33,CL:,,alfiu,HD,A,"648,678",99.67%,FR,,,#33,HK:,,flyond,NM,A,"417,222",98.41%,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#34,UY:,,El Milanga,,A,"635,958",99.42%,TR,,,#34,CL:,,Gonzah,,S,"985,097",99.51%,IT,,,#34,IT:,,kusuriya,,S,"919,423",97.77%,CL,,,#34,KZ:,,Kamensh1k,,S,"916,546",97.72%,PE,,,#34,HK:,,ming0328ming,,S,"748,478",99.30%,JP,,,#34,TW:,,Flyer,, S ,"994,937",98.12%,VN,,,#34,PH:,,ZaNy_,, S ,"677,680",99.43%,SE,,,#34,CN:,,lolol233,,S,"798,302",98.85%,TH,,,#34,UY:,,helvetia,,A,"950,676",98.91%,AR,,,#34,NL:,,Wind Tales,,S,"1,147,477",98.37%,BR,,,#34,KZ:,,ItzZeroIce,,S,"1,115,626",97.86%,PT,,,#34,ID:,,Hakui Koyori,,S,"1,155,233",98.86%,RO,,,#34,BE:,,5joshi,HD,A,"860,465",98.32%,UY,,,#34,TW:,,GAO HAO,NM,S,"992,356",99.78%,MY,,,#34,CL:,,alfiu,HD,A,"647,404",99.68%,IT,,,#34,GR:,,JackPaX,NM,A,"414,431",98.23%,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#35,BR:,,kagiura,,A,"617,422",99.54%,PH,,,#35,NZ:,,Kyujin,,S,"984,898",99.39%,FI,,,#35,PT:,,uatzap,,S,"917,350",97.64%,UA,,,#35,TW:,,GAO HAO,,S,"914,914",97.72%,MY,,,#35,SG:,,Mekeyo,,S,"748,070",96.88%,HK,,,#35,PT:,,uatzap,, S ,"992,744",97.93%,PE,,,#35,PH:,,NathanRam1918,, S ,"672,264",98.83%,SE,,,#35,CN:,,Crystal,,A,"797,046",98.79%,NO,,,#35,PH:,,perhap,,S,"945,119",95.56%,BR,,,#35,SG:,,Dawnwing,,S,"1,137,271",97.79%,GR,,,#35,ES:,,towny1,,S,"1,114,041",97.92%,IT,,,#35,CN:,,lolol235,,A,"1,151,850",98.90%,AT,,,#35,AR:,,Amuro,HR,A,"860,044",98.12%,UY,,,#35,VN:,,def,NM,S,"992,320",99.79%,TW,,,#35,FR:,,calangi,NM,A,"637,073",99.60%,CL,,,#35,CL:,,siiphs,HD,A,"409,454",98.37%,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#36,VN:,,def,,A,"615,881",99.36%,DK,,,#36,AR:,,viciobylike,,S,"984,865",99.45%,BE,,,#36,CL:,,Intercambing,,A,"916,618",98.80%,FR,,,#36,NO:,,Melvr,,S,"912,565",97.54%,CN,,,#36,GR:,,JackPaX,,S,"743,579",99.18%,SG,,,#36,PT:,,uatzap,, S ,"992,443",97.99%,UA,,,#36,VN:,,def,,A,"671,128",98.37%,TW,,,#36,NZ:,,Kyujin,,A,"784,230",99.14%,ID,,,#36,AR:,,jackzebra,,S,"943,221",98.93%,BE,,,#36,BR:,,VitorSkull,,A,"1,103,585",97.91%,NL,,,#36,BR:,,tayko,,S,"1,111,959",97.86%,SE,,,#36,NZ:,,ozbert,,S,"1,150,157",98.60%,RO,,,#36,TH:,,Arz3,NM,S,"832,253",96.60%,AT,,,#36,JP:,,YMD,NM,S,"991,854",99.79%,GR,,,#36,PH:,,ZaNy_,HD,A,"631,073",99.31%,BR,,,#36,UY:,,El Milanga,NM,A,"400,958",98.54%,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#37,RO:,,Kehest,,A,"615,553",99.33%,FI,,,#37,CN:,,lolol233,,S,"983,550",99.45%,NO,,,#37,BE:,,MRB,,S,"898,358",96.95%,AR,,,#37,VN:,,def,,S,"912,012",97.36%,DK,,,#37,CL:,,alfiu,,A,"740,110",99.08%,ES,,,#37,RO:,,badeu,, S ,"992,145",98.12%,FI,,,#37,FI:,,AllyrD,,A,"668,161",99.17%,NZ,,,#37,JP:,,RafuNa,,S,"780,497",99.04%,SG,,,#37,JP:,,YMD,,S,"942,089",95.47%,HK,,,#37,BE:,,Hanori,,A,"1,103,156",98.37%,UY,,,#37,CN:,,lolol233,,S,"1,111,883",97.97%,TH,,,#37,NL:,,Wind Tales,,S,"1,146,423",98.69%,BR,,,#37,NZ:,,5aiyku,NM,A,"828,963",98.63%,FI,,,#37,TH:,,Lesperry,NM,S,"988,105",99.66%,CN,,,#37,ES:,,BabyScylla,HDHR,A,"623,703",98.71%,FR,,,#37,AR:,,viciobylike,NM,A,"400,299",99.14%,UY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#38,TH:,,chests,,A,"610,590",99.18%,CN,,,#38,NL:,,perthed again,,S,"983,270",99.39%,SE,,,#38,AR:,,jackzebra,,S,"893,194",99.59%,UY,,,#38,JP:,,shouponpon,,S,"912,002",97.63%,SG,,,#38,CN:,,lolol235,,A,"737,916",99.06%,AT,,,#38,NZ:,,Kyujin,, S ,"989,808",98.04%,RO,,,#38,ID:,,GNX,,A,"664,827",98.83%,FI,,,#38,CL:,,Lasseh,,A,"774,254",97.33%,FR,,,#38,TH:,,chests,,S,"927,295",95.01%,NO,,,#38,SG:,,GSBlank,,A,"1,069,528",98.81%,GR,,,#38,UY:,,Melxdy,,S,"1,109,795",97.75%,TR,,,#38,FR:,,Musty,,S,"1,142,225",98.51%,IT,,,#38,AT:,,fedoragoose,NM,A,"816,040",96.91%,NO,,,#38,JP:,,shouponpon,NM,S,"987,394",99.66%,SG,,,#38,ES:,,towny1,NM,A,"614,622",99.64%,FR,,,#38,UY:,,Melxdy,NM,A,"398,203",98.88%,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#39,UY:,,Rebo,,A,"596,256",99.50%,TR,,,#39,IT:,,Duke,,S,"983,252",99.33%,CL,,,#39,KZ:,,shiyumi,,A,"891,795",98.40%,UA,,,#39,RO:,,Kehest,,S,"911,998",97.45%,NZ,,,#39,PT:,,Big Yikes,,A,"732,623",99.25%,KZ,,,#39,RO:,,origin_,,A,"989,555",98.51%,ID,,,#39,AT:,,Teppi,,A,"655,796",97.56%,NO,,,#39,PE:,,SapeSape,,S,"774,075",98.35%,PT,,,#39,GR:,,JackPaX,,S,"915,660",98.76%,JP,,,#39,VN:,,baoo,,A,"1,061,434",97.88%,MY,,,#39,CL:,,alfiu,,S,"1,109,571",97.80%,FR,,,#39,RO:,,badeu,,S,"1,138,462",98.51%,ID,,,#39,CL:,,xXChokgamerXx,HR,A,"815,109",97.00%,FR,,,#39,JP:,,YMD,NM,S,"986,047",99.59%,HK,,,#39,IT:,,-NyX,HD,A,"611,342",99.33%,ES,,,#39,GR:,,MyAimPeeps,NM,A,"392,732",98.03%,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#40,DK:,,Sobu-,,A,"591,977",98.95%,VN,,,#40,MY:,,Harumi Ena,,S,"982,428",99.39%,DK,,,#40,AR:,,smashcae,,S,"889,388",96.73%,UY,,,#40,TH:,,Lesperry,,S,"908,079",97.36%,AT,,,#40,PT:,,uatzap,,A,"727,660",99.32%,PE,,,#40,SG:,,Tebi,, S ,"988,302",98.04%,JP,,,#40,ID:,,MejiroMcQueen,,A,"648,534",98.02%,FI,,,#40,FR:,,calangi,,A,"770,043",97.55%,IT,,,#40,SE:,,Grippeh,,A,"908,354",98.78%,PH,,,#40,BE:,,hexi,,A,"1,053,924",99.77%,UY,,,#40,UA:,,POMAH,,S,"1,109,203",97.86%,KZ,,,#40,UA:,,POMAH,,S,"1,136,762",98.34%,PT,,,#40,SG:,,Dawnwing,NM,A,"808,102",95.76%,JP,,,#40,FI:,,Amasetic,NM,S,"985,315",99.59%,NZ,,,#40,CL:,,Lasseh,NM,A,"602,514",99.46%,IT,,,#40,ES:,,marbl,NM,A,"388,691",98.31%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#41,TH:,,Arz3,,A,"583,503",99.82%,AT,,,#41,MY:,,mint breeze,,S,"980,388",99.20%,DK,,,#41,UA:,,baIner,,A,"873,699",98.56%,PT,,,#41,KZ:,,Kamensh1k,,S,"907,115",97.36%,PT,,,#41,IT:,,BELLOFIGO,,S,"721,251",98.60%,CL,,,#41,BR:,,Kurumiw,, S ,"988,189",97.95%,SE,,,#41,ES:,,marbl,,A,"646,749",98.52%,FR,,,#41,NZ:,,Kyujin,,A,"769,698",98.92%,RO,,,#41,TH:,,Lesperry,,S,"908,309",98.06%,NO,,,#41,HK:,,flyond,,A,"1,048,530",98.18%,SG,,,#41,SE:,,trumpatino69,,S,"1,103,819",97.62%,PH,,,#41,SG:,,Dawnwing,,S,"1,135,159",98.31%,HK,,,#41,CN:,,lolol235,HD,A,"805,649",96.38%,AT,,,#41,FI:,,vaadin peukkua,NM,S,"984,674",99.59%,NZ,,,#41,ES:,,[dekori],NM,A,"579,620",99.43%,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
