,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#32,PH:,,NathanRam1918,,A,"683,737",87.22%,ID,,,#32,SE:,,Fejlan,,A,"368,192",97.05%,NZ,,,#32,NO:,,Melvr,,A,"512,324",98.39%,BR,,,#32,RO:,,Kehest,,B,"157,330",86.31%,TW,,,#32,NO:,,YokesPai,,A,"361,506",96.35%,BR,,,,,,,,,,,,,,#32,GB:,,skia1,,A,"565,405",97.32%,US,,,#32,NZ:,,5aiyku,,A,"559,304",98.31%,FR,,,,,,,,,,,,,,#32,RO:,,Kehest,,A,"482,892",91.21%,TW,,,#32,BR:,,-izzy,,S,"754,281",97.29%,NO,,,,,,,,,,,,,,#32,CL:,,Intercambing,,A,"651,400",98.61%,AT,,,#32,AT:,,Teppi,,A,"515,005",97.95%,CL,,,#32,PH:,,ZaNy_,HD,A,"554,872",98.28%,ID,,,#32,NO:,,NINERIK,NM,A,"713,087",99.18%,TR,,,#32,RU:,,BJIADOC,HD,A,"440,782",98.12%,ES,,,#32,BR:,,-izzy,NM,A,"547,263",98.85%,NO,,,,,,,,,,,
,,,,,,,,,,,,,#33,FI:,,Amasetic,,A,"668,991",98.59%,BR,,,#33,FI:,,Amasetic,,A,"366,378",96.87%,BR,,,#33,CA:,,Zylice,,A,"510,012",98.02%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#33,US:,,tekkito,,A,"563,220",97.84%,GB,,,#33,CL:,,alfiu,,A,"557,201",98.23%,TW,,,,,,,,,,,,,,#33,NO:,,antonyw,,S,"481,844",96.27%,TR,,,#33,ES:,,[dekori],,A,"751,137",96.85%,RU,,,,,,,,,,,,,,#33,CL:,,Gonzah,,A,"630,112",98.41%,TW,,,#33,RU:,,gamer228666,,A,"504,312",98.46%,ES,,,#33,RU:,,gamer228666,HR,A,"551,782",98.46%,ES,,,#33,CL:,,siiphs,HDHR,A,"706,039",97.55%,TW,,,#33,FR:,,Hifkil,HR,A,"438,080",97.72%,JP,,,#33,RU:,,maxim,NM,A,"545,573",98.17%,ES,,,,,,,,,,,
,,,,,,,,,,,,,#34,PL:,,Rafis,,A,"663,754",99.08%,CN,,,#34,CL:,,Gonzah,,A,"362,375",96.40%,AT,,,#34,BR:,,Kurumiw,,A,"508,532",98.14%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#34,AU:,,palr,,A,"560,630",97.13%,KR,,,#34,NO:,,Pinguinzi,,A,"552,744",97.73%,TR,,,,,,,,,,,,,,#34,RO:,,etn,,S,"478,786",95.82%,TW,,,#34,US:,,Pezz,,A,"748,765",98.10%,GB,,,,,,,,,,,,,,#34,FR:,,JapWhite,,S,"626,154",97.84%,NZ,,,#34,RU:,,maxim,,A,"477,252",96.33%,ES,,,#34,PH:,,NathanRam1918,NM,A,"535,233",98.24%,RU,,,#34,RU:,,Welter,HR,A,"705,835",98.30%,ES,,,#34,RO:,,etn,HR,A,"434,945",97.80%,TW,,,#34,RU:,,Lexu2S,HD,A,"537,616",98.66%,PH,,,,,,,,,,,
,,,,,,,,,,,,,#35,CL:,,xXChokgamerXx,,A,"655,293",96.35%,AT,,,#35,SE:,,Andros,,A,"353,721",96.27%,NZ,,,#35,NZ:,,5aiyku,,A,"496,846",98.71%,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#35,US:,,[C],,A,"554,537",97.22%,GB,,,#35,NZ:,,ozbert,,A,"543,607",96.65%,SE,,,,,,,,,,,,,,#35,TW:,,Spinesnight,,A,"462,291",91.80%,RO,,,#35,CN:,,Crystal,,A,"731,456",96.99%,PL,,,,,,,,,,,,,,#35,CA:,,SparklyFairy200,,S,"618,171",96.18%,DE,,,#35,NZ:,,ozbert,,A,"444,169",94.77%,FR,,,#35,RU:,,Lexu2S,NM,A,"519,283",98.43%,PH,,,#35,FR:,,calangi,NM,S,"704,625",99.12%,NZ,,,#35,FR:,,calangi,NM,A,"434,827",98.34%,JP,,,#35,AU:,,palr,HD,A,"524,920",97.88%,KR,,,,,,,,,,,
,,,,,,,,,,,,,#36,KR:,,LATAJACYTUNCZYK,,A,"654,328",94.94%,AU,,,#36,CL:,,Hanayume,,A,"348,580",96.78%,AT,,,#36,TR:,,Shinkiro,,A,"489,920",97.88%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#36,CL:,,alfiu,,A,"553,381",96.93%,AT,,,#36,NZ:,,Kyujin,,A,"540,229",98.50%,SE,,,,,,,,,,,,,,#36,JP:,,haga1115,,A,"457,245",95.49%,FR,,,#36,CN:,,lolol235,,A,"729,847",97.90%,PL,,,,,,,,,,,,,,#36,DE:,,Tim Kackner,,A,"606,103",97.41%,CA,,,#36,NZ:,,Saiyku,,A,"442,647",95.22%,FR,,,#36,AU:,,cloppit,NM,A,"517,587",98.21%,KR,,,#36,DE:,,Tim Kackner,HR,S,"702,812",97.23%,CA,,,#36,BR:,,VitorSkull,HD,A,"434,184",96.27%,FI,,,#36,RU:,,Welter,HR,A,"519,111",98.02%,ES,,,,,,,,,,,
,,,,,,,,,,,,,#37,BR:,,Nyash,,S,"652,822",94.99%,FI,,,#37,CL:,,alfiu,,A,"342,241",97.28%,AT,,,#37,BR:,,shwq,,A,"486,896",98.24%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#37,CA:,,Wanderio,,A,"552,466",96.87%,DE,,,#37,NZ:,,5aiyku,,A,"532,933",98.52%,SE,,,,,,,,,,,,,,#37,JP:,,shouponpon,,S,"456,307",94.39%,FR,,,#37,CL:,,Intercambing,,A,"707,189",98.38%,TW,,,,,,,,,,,,,,#37,TW:,,willy0214,,A,"606,066",98.72%,CL,,,#37,TW:,,Shirosora,,A,"404,711",95.82%,CL,,,#37,KR:,,[Karcher],HR,A,"516,706",98.27%,AU,,,#37,NZ:,,ozbert,HDHR,A,"689,236",97.68%,SE,,,#37,JP:,,shouponpon,NM,A,"428,388",96.80%,FR,,,#37,PH:,,ZaNy_,HD,A,"514,288",98.07%,RU,,,,,,,,,,,
,,,,,,,,,,,,,#38,ID:,,lifeline,,A,"633,985",94.72%,PH,,,#38,RO:,,Kehest,,A,"319,890",95.08%,TW,,,#38,FI:,,AllyrD,,A,"486,725",98.55%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#38,US:,,decaten,,A,"543,259",97.94%,GB,,,#38,TW:,,willy0214,,A,"529,439",98.88%,RO,,,,,,,,,,,,,,#38,BR:,,-izzy,,S,"453,590",93.48%,NO,,,#38,CN:,,lolol233,,A,"705,608",98.93%,PL,,,,,,,,,,,,,,#38,AT:,,z10a,,A,"605,315",94.14%,CL,,,#38,NZ:,,5aiyku,,A,"377,731",96.08%,FR,,,#38,FR:,,Musty,HD,A,"500,161",96.27%,NZ,,,#38,NZ:,,Saiyku,HR,A,"688,705",96.69%,SE,,,#38,BR:,,Nyash,NM,A,"426,145",96.60%,FI,,,#38,NO:,,Melvr,HD,A,"510,826",98.00%,BR,,,,,,,,,,,
,,,,,,,,,,,,,#39,BR:,,VitorSkull,,A,"629,224",98.47%,NO,,,#39,NZ:,,5aiyku,,A,"308,725",95.74%,SE,,,#39,FR:,,calangi,,A,"484,597",98.39%,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#39,BR:,,Kurumiw,,A,"540,422",96.46%,FI,,,#39,BR:,,Kurumiw,,A,"524,656",96.63%,NO,,,,,,,,,,,,,,#39,TW:,,Ruyaya,,S,"449,775",93.74%,RO,,,#39,AT:,,fedoragoose,,A,"701,640",96.45%,CL,,,,,,,,,,,,,,#39,RU:,,Welter,,A,"599,315",96.84%,ES,,,#39,ES:,,Palodex,,A,"348,971",94.97%,RU,,,#39,PH:,,LordGabriel,HR,A,"486,634",95.91%,ID,,,#39,RO:,,AlexBelea,HR,A,"687,447",97.12%,TW,,,#39,RO:,,AlexBelea,NM,A,"413,035",96.27%,TW,,,#39,CN:,,z980838928,NM,A,"505,624",98.16%,PL,,,,,,,,,,,
,,,,,,,,,,,,,#40,PL:,,MALISZEWSKI,,A,"629,180",97.72%,CN,,,#40,FI:,,Kalanluu,,A,"306,597",94.95%,BR,,,#40,NO:,,antonyw,,A,"478,104",98.57%,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#40,CL:,,NO37,,A,"533,664",97.55%,TW,,,#40,TR:,,Raikouhou,,A,"524,088",98.37%,NO,,,,,,,,,,,,,,#40,BR:,,Nyash,,A,"438,377",94.55%,FI,,,#40,CL:,,Hanayume,,S,"695,650",96.72%,TW,,,,,,,,,,,,,,#40,CA:,,Zylice,,A,"594,554",98.69%,DE,,,#40,ES:,,[dekori],,A,"331,260",94.43%,RU,,,#40,FR:,,JapWhite,NM,A,"471,894",96.98%,NZ,,,#40,AT:,,Akuma no Tenshi,NM,A,"680,471",98.43%,CL,,,#40,TR:,,spray-,NM,A,"412,878",98.02%,NO,,,#40,CN:,,lolol235,HD,A,"505,108",97.95%,PL,,,,,,,,,,,
,,,,,,,,,,,,,#41,TW:,,willy0214,,A,"616,229",98.91%,CL,,,,,,,,,,,,,,#41,JP:,,RafuNa,,A,"477,670",97.71%,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#41,FR:,,calangi,,A,"526,859",96.62%,NZ,,,#41,CL:,,Intercambing,,A,"523,471",98.27%,TW,,,,,,,,,,,,,,#41,FI:,,Kalanluu,,S,"437,672",94.46%,BR,,,#41,TW:,,willy0214,,A,"690,815",98.89%,CL,,,,,,,,,,,,,,#41,FI:,,Xepei,,A,"581,178",95.43%,BR,,,,,,,,,,,,,,#41,AU:,,aknzx,HR,A,"470,822",98.92%,KR,,,#41,CL:,,Intercambing,HR,A,"679,423",96.91%,AT,,,#41,ID:,,Thatnoobguy,NM,A,"412,335",96.75%,PH,,,#41,ES:,,[dekori],HR,A,"484,022",96.29%,RU,,,,,,,,,,,
,,,,,,,,,,,,,#42,ID:,,MineFrostID,,A,"614,344",98.61%,PH,,,,,,,,,,,,,,#42,BR:,,Kurumiw,,A,"475,555",97.86%,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#42,FI:,,Mike Tyson,,A,"519,628",97.80%,BR,,,#42,KR:,,Allegrissimo,,A,"523,349",97.57%,AU,,,,,,,,,,,,,,#42,TR:,,spray-,,A,"429,880",93.39%,NO,,,#42,TW:,,Flyer,,A,"686,068",97.93%,CL,,,,,,,,,,,,,,#42,SE:,,Grippeh,,A,"580,892",98.77%,NZ,,,,,,,,,,,,,,#42,ES:,,A L E P H,HD,A,"453,601",98.12%,RU,,,#42,PH:,,ZaNy_,HD,A,"674,953",99.31%,RU,,,#42,FI:,,Kalanluu,HD,A,"411,847",97.46%,BR,,,#42,ES:,,BabyScylla,HD,A,"481,959",96.41%,RU,,,,,,,,,,,
,,,,,,,,,,,,,#43,CL:,,alfiu,,A,"613,588",98.61%,TW,,,,,,,,,,,,,,#43,NO:,,papercandle,,A,"460,981",98.20%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#43,FR:,,Musty,,A,"515,389",97.96%,NZ,,,#43,NO:,,Melvr,,A,"522,869",98.22%,TR,,,,,,,,,,,,,,#43,TW:,,Flyer,,A,"409,159",93.71%,RO,,,#43,FR:,,Hifkil,,A,"683,552",98.27%,NZ,,,,,,,,,,,,,,#43,NO:,,Pinguinzi,,A,"569,639",95.89%,BR,,,,,,,,,,,,,,#43,ES:,,BabyScylla,HD,A,"435,635",96.26%,RU,,,#43,RU:,,Welter,HR,A,"672,095",98.13%,PH,,,#43,RO:,,origin_,HD,A,"411,072",97.02%,TW,,,#43,PL:,,gnahus,HD,A,"475,767",97.61%,CN,,,,,,,,,,,
,,,,,,,,,,,,,#44,DE:,,okinamo,,A,"609,034",98.44%,CA,,,,,,,,,,,,,,#44,SE:,,scylla,,A,"446,067",98.28%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#44,PH:,,NathanRam1918,,A,"509,647",98.00%,ID,,,#44,NZ:,,ozbert,,A,"522,096",95.72%,FR,,,,,,,,,,,,,,#44,FI:,,savilju,,S,"388,590",93.97%,BR,,,#44,TW:,,Rizer,,A,"678,239",99.20%,RO,,,,,,,,,,,,,,#44,AT:,,Akuma no Tenshi,,A,"567,613",95.75%,CL,,,,,,,,,,,,,,#44,RU:,,desuqe,HD,A,"420,360",96.11%,ES,,,#44,RO:,,badeu,HD,A,"671,952",96.43%,TW,,,#44,JP:,,haga1115,HD,A,"408,290",98.05%,FR,,,#44,RU:,,desuqe,HR,A,"471,676",97.45%,PH,,,,,,,,,,,
,,,,,,,,,,,,,#45,CL:,,Gonzah,,A,"602,584",98.69%,TW,,,,,,,,,,,,,,#45,TW:,,GAO HAO,,A,"428,038",97.99%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#45,DE:,,yary,,A,"504,315",97.59%,CA,,,#45,TW:,,Spinesnight,,A,"520,544",96.35%,CL,,,,,,,,,,,,,,#45,BR:,,-izzy,,S,"354,651",93.39%,FI,,,#45,PH:,,Icarussy,,A,"675,366",98.38%,ID,,,,,,,,,,,,,,#45,TR:,,LyeRR,,A,"557,558",95.08%,NO,,,,,,,,,,,,,,#45,ID:,,Stixe,NM,A,"415,894",97.02%,PH,,,#45,CL:,,NO37,HD,A,"668,163",99.40%,TW,,,#45,TW:,,Ruyaya,NM,A,"407,919",95.15%,RO,,,#45,CA:,,xootynator,HDHR,A,"467,519",96.07%,DE,,,,,,,,,,,
,,,,,,,,,,,,,#46,PH:,,zonelouise,,A,"601,651",98.13%,RU,,,,,,,,,,,,,,#46,FI:,,Isak-,,A,"419,340",96.90%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#46,JP:,,haga1115,,A,"499,499",96.45%,FR,,,#46,DE:,,Denzel Curry,,A,"519,907",97.61%,CA,,,,,,,,,,,,,,#46,BR:,,shwq,,B,"350,297",91.67%,NO,,,#46,ID:,,lifeline,,A,"663,378",97.80%,PH,,,,,,,,,,,,,,#46,NO:,,HUNDUR,,A,"550,887",97.51%,BR,,,,,,,,,,,,,,#46,ID:,,MejiroMcQueen,NM,A,"414,729",97.24%,PH,,,#46,ID:,,MineFrostID,HR,A,"657,206",96.76%,PH,,,#46,RU:,,gamer228666,HR,A,"406,067",96.06%,ES,,,#46,NO:,,Pinguinzi,NM,A,"397,586",97.56%,BR,,,,,,,,,,,
,,,,,,,,,,,,,#47,RU:,,maxim,,A,"592,827",98.42%,PH,,,,,,,,,,,,,,#47,BR:,,-izzy,,A,"410,925",97.53%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#47,PH:,,Rammu,,A,"495,818",96.13%,ID,,,#47,BR:,,shwq,,A,"518,838",97.26%,NO,,,,,,,,,,,,,,#47,BR:,,Kurumiw,,A,"348,104",92.54%,FI,,,#47,FR:,,FlasTEH,,A,"660,427",97.06%,NZ,,,,,,,,,,,,,,#47,FR:,,Geordie Greep,,A,"519,641",96.39%,NZ,,,,,,,,,,,,,,#47,JP:,,shouponpon,HR,A,"406,364",97.19%,FR,,,#47,AU:,,aknzx,HR,A,"653,434",97.47%,KR,,,#47,ES:,,[dekori],HR,A,"404,568",97.22%,RU,,,#47,PH:,,zonelouise,HR,A,"388,849",95.48%,RU,,,,,,,,,,,
,,,,,,,,,,,,,#48,AT:,,fedoragoose,,B,"591,481",91.32%,CL,,,,,,,,,,,,,,#48,DE:,,ZeitFrost,,A,"408,171",97.97%,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#48,FI:,,Amasetic,,A,"485,767",97.40%,BR,,,#48,PH:,,LordGabriel,,A,"517,531",97.92%,RU,,,,,,,,,,,,,,#48,FR:,,Satsukiiii,,A,"317,718",94.29%,JP,,,#48,AU:,,ASecretBox,,A,"659,374",99.36%,KR,,,,,,,,,,,,,,#48,RU:,,Hober38,,A,"518,552",94.57%,ES,,,,,,,,,,,,,,#48,FR:,,Satsukiiii,NM,A,"404,610",97.86%,JP,,,#48,NO:,,papercandle,HR,A,"644,052",97.74%,TR,,,#48,FI:,,Isak-,NM,A,"401,264",98.16%,BR,,,#48,RU:,,Hober38,NM,A,"351,567",96.92%,ES,,,,,,,,,,,
,,,,,,,,,,,,,#49,JP:,,Aotoleen,,A,"574,022",97.23%,FR,,,,,,,,,,,,,,#49,TW:,,Ruyaya,,A,"407,786",97.92%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#49,DE:,,Denzel Curry,,A,"477,198",97.24%,CA,,,#49,BR:,,-izzy,,A,"502,688",98.44%,NO,,,,,,,,,,,,,,,,,,,,,,,,,#49,CL:,,siiphs,,A,"657,667",96.92%,TW,,,,,,,,,,,,,,#49,NO:,,papercandle,,S,"516,421",97.30%,TR,,,,,,,,,,,,,,#49,JP:,,Furamun,HD,A,"366,048",95.64%,FR,,,#49,DE:,,criller,NM,A,"642,050",99.27%,CA,,,#49,ES:,,A L E P H,HD,A,"396,824",97.81%,RU,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#50,CN:,,Ledeau_Fox,,A,"562,971",95.38%,PL,,,,,,,,,,,,,,#50,FI:,,Amasetic,,A,"401,844",98.09%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#50,PH:,,ZaNy_,,A,"472,949",98.35%,ID,,,#50,AU:,,aknzx,,A,"502,577",97.80%,KR,,,,,,,,,,,,,,,,,,,,,,,,,#50,PH:,,zonelouise,,A,"647,392",97.43%,RU,,,,,,,,,,,,,,#50,CL:,,Gonzah,,A,"510,582",96.54%,AT,,,,,,,,,,,,,,#50,PH:,,ZaNy_,HD,A,"353,048",96.22%,RU,,,#50,KR:,,Amamya Kokoro,NM,A,"637,885",99.36%,AU,,,#50,PH:,,LordGabriel,NM,A,"385,087",97.28%,ID,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#51,RO:,,etn,,A,"551,510",95.72%,TW,,,,,,,,,,,,,,#51,TW:,,Ethan2222,,A,"401,108",97.22%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#51,NZ:,,Kyujin,,A,"460,639",96.45%,FR,,,#51,NO:,,Pinguinzi,,A,"501,981",97.84%,BR,,,,,,,,,,,,,,,,,,,,,,,,,#51,KR:,,LATAJACYTUNCZYK,,A,"644,552",98.10%,AU,,,,,,,,,,,,,,#51,TW:,,Shirosora,,A,"501,158",98.33%,CL,,,,,,,,,,,,,,#51,RO:,,capybaras,NM,A,"330,564",95.56%,TW,,,#51,US:,,BoshyMan741,NM,A,"632,423",98.75%,GB,,,#51,JP:,,Furamun,NM,A,"383,279",96.81%,FR,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#52,JP:,,YMD,,A,"551,221",95.79%,FR,,,,,,,,,,,,,,#52,BR:,,Nyash,,A,"400,608",98.13%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#52,AT:,,Teppi Fangirl,,A,"458,627",94.72%,CL,,,#52,CA:,,nujabes,,A,"494,422",97.84%,DE,,,,,,,,,,,,,,,,,,,,,,,,,#52,CL:,,Intercambing,,A,"644,172",98.41%,AT,,,,,,,,,,,,,,#52,FR:,,Hifkil,,A,"498,225",96.08%,NZ,,,,,,,,,,,,,,#52,ES:,,[dekori],HR,A,"316,899",96.08%,RU,,,#52,PH:,,Icarussy,HR,A,"618,592",96.91%,ID,,,#52,TR:,,Ievi-,NM,A,"373,317",97.38%,NO,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#53,FI:,,Xepei,,A,"550,700",97.15%,BR,,,,,,,,,,,,,,#53,FR:,,Satsukiiii,,A,"398,337",98.11%,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#53,FI:,,Kalanluu,,A,"455,192",97.28%,BR,,,#53,TW:,,GAO HAO,,A,"493,005",98.10%,CL,,,,,,,,,,,,,,,,,,,,,,,,,#53,ES:,,A L E P H,,A,"643,360",97.74%,RU,,,,,,,,,,,,,,#53,BR:,,Kurumiw,,A,"484,231",94.58%,FI,,,,,,,,,,,,,,#53,FR:,,Geordie Greep,HR,A,"291,436",94.30%,JP,,,#53,SE:,,Guyra_,NM,A,"611,583",95.19%,NZ,,,#53,ID:,,Stixe,NM,A,"367,519",96.34%,PH,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#54,NZ:,,Kyujin,,A,"540,047",98.00%,FR,,,,,,,,,,,,,,#54,CN:,,lolol234,,A,"397,492",98.29%,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#54,AT:,,fedoragoose,,A,"451,794",93.88%,CL,,,#54,BR:,,-izzy,,A,"489,599",96.68%,FI,,,,,,,,,,,,,,,,,,,,,,,,,#54,DE:,,criller,,A,"641,720",98.75%,CA,,,,,,,,,,,,,,#54,NZ:,,Saiyku,,B,"480,636",92.23%,SE,,,,,,,,,,,,,,#54,TW:,,Shirosora,HR,B,"287,613",92.24%,RO,,,#54,GB:,,Bubbleman,NM,A,"610,855",97.79%,US,,,#54,BR:,,shwq,HR,A,"366,171",95.33%,FI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#55,CA:,,PinkEyeFan2013,,A,"536,313",98.90%,DE,,,,,,,,,,,,,,#55,TR:,,spray-,,A,"392,346",97.86%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#55,FR:,,Satsukiiii,,A,"449,315",97.20%,JP,,,#55,RU:,,desuqe,,A,"476,630",98.40%,PH,,,,,,,,,,,,,,,,,,,,,,,,,#55,TW:,,willy0214,,A,"638,825",98.69%,RO,,,,,,,,,,,,,,#55,FR:,,FlasTEH,,A,"478,865",94.65%,NZ,,,,,,,,,,,,,,#55,FR:,,Geordie Greep,HR,A,"279,245",93.17%,NZ,,,#55,PH:,,zonelouise,HR,A,"601,158",94.87%,RU,,,#55,JP:,,Homutan,HR,A,"347,921",96.59%,FR,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#56,CN:,,lolol235,,B,"534,143",92.61%,PL,,,,,,,,,,,,,,#56,BR:,,Nyash,,A,"391,346",97.63%,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#56,ID:,,GNX,,A,"448,372",96.48%,PH,,,#56,FR:,,calangi,,A,"476,110",97.09%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,#56,NZ:,,ozbert,,A,"636,764",97.68%,SE,,,,,,,,,,,,,,#56,FI:,,vaadin peukkua,,A,"474,803",95.72%,BR,,,,,,,,,,,,,,#56,ID:,,Hakui Koyori,HD,B,"241,070",89.61%,PH,,,#56,CA:,,xootynator,HDHR,A,"595,039",97.59%,DE,,,#56,ES:,,BabyScylla,HD,A,"344,674",94.90%,RU,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#57,AT:,,z10a,,A,"533,730",97.40%,CL,,,,,,,,,,,,,,#57,NZ:,,Saiyku,,A,"386,648",97.81%,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#57,CL:,,NO37,,A,"444,408",96.95%,AT,,,#57,TW:,,GAO HAO,,A,"474,764",97.88%,RO,,,,,,,,,,,,,,,,,,,,,,,,,#57,PL:,,gnahus,,A,"627,183",97.74%,CN,,,,,,,,,,,,,,#57,AT:,,z9a,,A,"466,890",95.77%,CL,,,,,,,,,,,,,,,,,,,,,,,,,#57,PH:,,LordGabriel,HR,A,"583,590",95.43%,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#58,PH:,,Jitterish,,A,"526,428",97.28%,RU,,,,,,,,,,,,,,#58,PL:,,gnahus,,A,"383,979",97.62%,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#58,RU:,,Skrowell,,A,"439,749",95.47%,PH,,,#58,TW:,,Ruyaya,,A,"472,047",96.79%,CL,,,,,,,,,,,,,,,,,,,,,,,,,#58,DE:,,Fleh,,A,"623,476",97.22%,CA,,,,,,,,,,,,,,#58,ES:,,ESCRUPULILLO,,A,"458,383",94.76%,RU,,,,,,,,,,,,,,,,,,,,,,,,,#58,TW:,,Ruyaya,NM,A,"566,634",96.91%,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#59,CA:,,SparklyFairy200,,A,"523,959",97.60%,DE,,,,,,,,,,,,,,#59,NO:,,antonyw,,A,"381,287",97.77%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#59,CL:,,siiphs,,A,"438,202",96.81%,TW,,,#59,FR:,,Hifkil,,A,"471,476",97.89%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,#59,CL:,,Hanayume,,A,"622,814",96.62%,AT,,,,,,,,,,,,,,#59,BR:,,VitorSkull,,A,"455,036",93.67%,FI,,,,,,,,,,,,,,,,,,,,,,,,,#59,TW:,,Spinesnight,HR,A,"566,597",93.81%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#60,AU:,,aknzx,,A,"516,444",97.08%,KR,,,,,,,,,,,,,,#60,TW:,,willy0214,,A,"378,027",98.79%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#60,CL:,,Gonzah,,A,"437,481",96.46%,AT,,,#60,SE:,,Grippeh,,A,"457,729",98.13%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,#60,CA:,,SparklyFairy200,,A,"616,127",96.16%,DE,,,,,,,,,,,,,,#60,BR:,,-izzy,,B,"450,301",90.18%,NO,,,,,,,,,,,,,,,,,,,,,,,,,#60,NZ:,,5aiyku,NM,A,"564,150",98.43%,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
