,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#22,KR:,,[Karcher],,A,"331,292",93.97%,CA,,,#22,US:,,[C],,A,"434,671",98.84%,PL,,,#22,AU:,,ASecretBox,,A,"434,326",98.53%,CA,,,,,,,,,,,,,,#22,KR:,,Amamya Kokoro,,A,"351,010",95.90%,CA,,,,,,,,,,,,,,,,,,,,,,,,,#22,CA:,,Zylice,,A,"450,317",95.86%,AU,,,#22,PL:,,Rafis,,A,"378,795",97.89%,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#22,KR:,,MYKEYBOARD,NM,A,"382,056",95.12%,CA,,,,,,,,,,,,,,,,,,,,,,,,,#22,DE:,,Fleh,NM,A,"452,750",95.96%,AU,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#23,PL:,,milosz,,A,"330,666",96.30%,US,,,#23,DE:,,criller,,A,"431,540",97.66%,AU,,,#23,DE:,,Tim Kackner,,A,"414,509",97.24%,AU,,,,,,,,,,,,,,#23,DE:,,okinamo,,A,"341,042",95.15%,AU,,,,,,,,,,,,,,,,,,,,,,,,,#23,AU:,,cloppit,,A,"448,023",96.10%,DE,,,#23,KR:,,Chipori,,A,"301,977",94.53%,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#23,CA:,,Zylice,HR,A,"373,178",97.10%,AU,,,,,,,,,,,,,,,,,,,,,,,,,#23,CA:,,Zylice,NM,A,"415,155",98.35%,KR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#24,AU:,,ASecretBox,,A,"313,287",96.63%,DE,,,#24,CA:,,steamhappy,,A,"425,891",98.01%,KR,,,#24,DE:,,Denzel Curry,,A,"413,760",98.06%,AU,,,,,,,,,,,,,,#24,CA:,,Wanderio,,A,"339,487",93.79%,KR,,,,,,,,,,,,,,,,,,,,,,,,,#24,AU:,,cloppit,,A,"447,256",97.71%,CA,,,#24,CA:,,nujabes,,B,"264,299",92.51%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#24,PL:,,gnahus,HD,A,"337,086",95.26%,US,,,,,,,,,,,,,,,,,,,,,,,,,#24,DE:,,yary,HD,A,"414,820",96.85%,AU,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#25,CA:,,Wanderio,,A,"410,762",97.37%,AU,,,#25,PL:,,Kosiarek,,A,"413,504",98.29%,US,,,,,,,,,,,,,,#25,DE:,,yary,,A,"331,855",96.30%,AU,,,,,,,,,,,,,,,,,,,,,,,,,#25,AU:,,aknzx,,A,"440,283",97.71%,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#25,US:,,Pezz,NM,A,"406,336",98.42%,PL,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#26,US:,,Pezz,,A,"389,364",96.09%,PL,,,#26,CA:,,Wanderio,,A,"412,416",98.65%,AU,,,,,,,,,,,,,,#26,CA:,,Zylice,,A,"320,934",94.03%,AU,,,,,,,,,,,,,,,,,,,,,,,,,#26,KR:,,Chipori,,A,"432,833",95.98%,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#26,DE:,,Tim Kackner,HR,A,"390,651",96.92%,AU,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#27,AU:,,Xaver,,A,"375,071",96.59%,CA,,,#27,KR:,,Amamya Kokoro,,A,"411,484",98.78%,CA,,,,,,,,,,,,,,#27,AU:,,aknzx,,B,"298,958",91.63%,CA,,,,,,,,,,,,,,,,,,,,,,,,,#27,US:,,tekkito,,S,"422,710",97.90%,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#27,US:,,EthantrixV3,HD,A,"386,343",97.37%,PL,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#28,DE:,,aimbotcone,,A,"341,553",96.77%,AU,,,#28,CA:,,nujabes,,A,"405,497",98.31%,AU,,,,,,,,,,,,,,#28,AU:,,aknzx,,A,"297,953",93.51%,DE,,,,,,,,,,,,,,,,,,,,,,,,,#28,DE:,,Tim Kackner,,A,"395,244",95.55%,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#28,KR:,,Allegrissimo,HR,A,"356,925",96.44%,CA,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#29,CA:,,Zylice,,A,"333,570",95.74%,KR,,,#29,AU:,,palr,,A,"398,569",98.36%,CA,,,,,,,,,,,,,,#29,AU:,,palr,,A,"297,724",93.29%,CA,,,,,,,,,,,,,,,,,,,,,,,,,#29,DE:,,ZeitFrost,,S,"390,086",96.18%,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#29,KR:,,Chipori,NM,A,"349,528",96.68%,CA,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#30,AU:,,Xaver,,A,"314,594",95.41%,DE,,,#30,US:,,tekkito,,A,"398,334",98.34%,PL,,,,,,,,,,,,,,#30,KR:,,[Karcher],,A,"297,122",94.41%,CA,,,,,,,,,,,,,,,,,,,,,,,,,#30,AU:,,ASecretBox,,A,"368,117",96.20%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#30,AU:,,cloppit,HR,A,"340,237",97.30%,DE,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#31,CA:,,yip,,A,"303,826",96.36%,KR,,,#31,US:,,rektygon,,A,"396,856",97.58%,PL,,,,,,,,,,,,,,#31,DE:,,ZeitFrost,,A,"273,761",93.89%,AU,,,,,,,,,,,,,,,,,,,,,,,,,#31,CA:,,Wanderio,,A,"351,405",95.55%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#31,CA:,,yip,HR,A,"326,803",96.76%,AU,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#32,CA:,,yip,,A,"277,000",94.52%,AU,,,#32,AU:,,aknzx,,A,"356,068",97.46%,CA,,,,,,,,,,,,,,#32,CA:,,Wanderio,,B,"229,228",90.31%,AU,,,,,,,,,,,,,,,,,,,,,,,,,#32,CA:,,Zylice,,A,"339,082",94.86%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#32,AU:,,cloppit,HR,A,"314,088",96.99%,CA,,,,,,,,,,,
