,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Welter,,A,"544,827",99.03%,,,,,,,,baoo,,A,"593,104",98.33%,,,,,,,,LordGabriel,,A,"500,263",97.59%,,,,,,,,thebeastjona,,S,"439,255",96.98%,,,,,,,,GNX,,A,"401,804",97.56%,,,,,,,,Spinesnight,,B,"295,019",91.71%,,,,,,,,Mekeyo,,A,"386,766",94.14%,,,,,,,,Tim Kackner,,A,"477,239",98.64%,,,,,,,,ESCRUPULILLO,,A,"756,320",98.45%,,,,,,,,Amamya Kokoro,,S,"719,274",93.93%,,,,,,,,Spinesnight,,A,"371,520",95.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Lexu2S,,A,"533,714",99.36%,,,,,,,,_Casiofx580vnx,,A,"477,787",97.54%,,,,,,,,Jitterish,,A,"373,490",95.46%,,,,,,,,Polle,,B,"295,273",92.66%,,,,,,,,lifeline,,A,"283,585",95.33%,,,,,,,,Flyer,,B,"232,113",90.11%,,,,,,,,hollowknees,,A,"332,319",94.97%,,,,,,,,Fleh,,A,"426,835",97.44%,,,,,,,,[dekori],,S,"689,836",96.53%,,,,,,,,LATAJACYTUNCZYK,,A,"669,489",96.34%,,,,,,,,Ruyaya,,A,"368,596",96.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#33,,New Zealand,Saiyku,,S,"858,378",99.29%,"2,425,610",2,,,#33,,Slovakia,Drxvmik,,S,"953,116",98.67%,"2,696,346",1,,,#33,,Chile,Intercambing,,A,"811,962",98.88%,"2,500,210",1,,,#33,,Indonesia,GNX,,S,"703,709",93.52%,"2,091,288",2,,,#33,,France,Musty,,A,"699,158",98.14%,"2,022,133",2,,,#33,,Taiwan,GAO HAO,,A,"637,339",97.92%,"1,520,299",1,,,#33,,Vietnam,Another Guy,,A,"591,443",96.21%,"2,055,834",1,,,#33,,South Korea,Allegrissimo,,A,"681,776",99.00%,"2,085,872",2,,,#33,,Netherlands,John ethken,,A,"1,126,955",98.45%,"3,175,737",2,,,#33,,France,FlasTEH,,A,"955,254",97.36%,"2,971,471",1,,,#33,,Portugal,Kuronora,,A,"609,178",98.14%,"2,031,793",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kyujin,,A,"629,319",98.86%,,,,,,,,MarcelSvK,,S,"948,785",98.70%,,,,,,,,alfiu,,A,"664,747",98.38%,,,,,,,,Thatnoobguy,,A,"552,812",97.01%,,,,,,,,FlasTEH,,A,"469,338",97.89%,,,,,,,,Spinesnight,,A,"316,167",94.28%,,,,,,,,def,,A,"539,293",97.03%,,,,,,,,Amamya Kokoro,,A,"565,493",99.14%,,,,,,,,perthed again,,A,"759,131",98.17%,,,,,,,,Satsukiiii,,A,"814,123",98.41%,,,,,,,,uatzap,,A,"592,272",98.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5aiyku,,A,"475,622",99.53%,,,,,,,,RafeuX,,A,"424,230",96.78%,,,,,,,,siiphs,,A,"570,181",98.83%,,,,,,,,MineFrostID,,S,"488,669",95.78%,,,,,,,,Satsukiiii,,A,"458,690",98.36%,,,,,,,,Ruyaya,,A,"290,606",94.83%,,,,,,,,baoo,,A,"501,896",94.84%,,,,,,,,MYKEYBOARD,,A,"425,280",98.33%,,,,,,,,Wind Tales,,A,"677,526",97.57%,,,,,,,,JapWhite,,A,"640,596",98.62%,,,,,,,,RafaMat,,A,"422,733",97.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,pii,,A,"462,291",98.90%,,,,,,,,Seviade,,A,"370,215",97.28%,,,,,,,,xXChokgamerXx,,A,"453,320",97.21%,,,,,,,,Hakui Koyori,,S,"346,098",94.06%,,,,,,,,fiaee,,A,"394,947",98.08%,,,,,,,,Flyer,,B,"276,187",92.22%,,,,,,,,_Casiofx580vnx,,S,"423,202",96.20%,,,,,,,,Chipori,,A,"413,323",97.83%,,,,,,,,G e n g a o z o,,A,"612,125",96.77%,,,,,,,,Geordie Greep,,A,"561,498",97.27%,,,,,,,,Big Yikes,,A,"407,610",98.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#34,,South Korea,Amamya Kokoro,,A,"818,746",99.45%,"2,423,870",2,,,#34,,Argentina,Seiong,,S,"988,590",99.68%,"2,682,659",2,,,#34,,India,ArtoriaMyAngel,,S,"889,931",96.67%,"2,461,200",2,,,#34,,Thailand,Arz3,,S,"844,445",95.52%,"2,054,399",1,,,#34,,Hong Kong,misha awa,,A,"598,634",99.12%,"2,013,661",2,,,#34,,France,FlasTEH,,A,"500,088",97.47%,"1,500,124",2,,,#34,,Japan,Homutan,,A,"596,480",96.65%,"2,052,993",1,,,#34,,Austria,fedoragoose,,A,"596,686",99.06%,"2,080,265",2,,,#34,,United Kingdom,Accolibed,,S,"913,958",98.86%,"3,140,258",1,,,#34,,Taiwan,willy0214,,S,"1,131,300",98.39%,"2,958,658",2,,,#34,,Brazil,shwq,,A,"562,531",97.85%,"2,023,538",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,[Karcher],,A,"626,728",99.53%,,,,,,,,viciobylike,,A,"831,438",98.26%,,,,,,,,_Cyan,,A,"595,343",97.67%,,,,,,,,chests,,B,"478,191",92.92%,,,,,,,,ming0328ming,,A,"488,999",97.26%,,,,,,,,Satsukiiii,,A,"343,865",94.55%,,,,,,,,YMD,,A,"593,638",97.32%,,,,,,,,z9a,,A,"503,223",97.93%,,,,,,,,fudge,,S,"769,423",99.09%,,,,,,,,Rizer,,A,"790,217",96.14%,,,,,,,,Coreanmaluco,,A,"523,352",98.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,LATAJACYTUNCZYK,,A,"522,444",99.10%,,,,,,,,Bomilk,,A,"460,015",97.14%,,,,,,,,zmecha,,A,"559,359",96.44%,,,,,,,,-Kedama,,A,"377,451",94.30%,,,,,,,,Hibiki,,A,"467,713",98.92%,,,,,,,,fiaee,,A,"328,616",96.28%,,,,,,,,RafuNa,,A,"542,405",96.61%,,,,,,,,z10a,,A,"491,193",99.01%,,,,,,,,Bubbleman,,A,"756,176",97.86%,,,,,,,,Flyer,,B,"649,807",93.07%,,,,,,,,-izzy,,A,"517,359",97.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MYKEYBOARD,,A,"455,952",98.33%,,,,,,,,jackzebra,,A,"402,616",96.41%,,,,,,,,Smudgy24,,A,"416,567",98.40%,,,,,,,,Lesperry,,A,"354,312",95.31%,,,,,,,,F2X,,A,"458,315",97.62%,,,,,,,,Musty,,A,"327,555",95.55%,,,,,,,,shouponpon,,A,"320,470",95.43%,,,,,,,,Teppi,,A,"489,163",98.58%,,,,,,,,MALTESER,,A,"700,701",99.15%,,,,,,,,Shirosora,,A,"387,334",95.69%,,,,,,,,Kurumiw,,A,"420,296",97.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#35,,Australia,palr,,A,"615,569",99.48%,"2,414,058",1,,,#35,,Italy,Toukai Teiou,,S,"977,802",99.36%,"2,655,502",2,,,#35,,China,lolol235,,S,"972,040",99.25%,"2,442,690",2,,,#35,,Netherlands,John breathe,,S,"863,615",96.25%,"2,039,722",1,,,#35,,Sweden,scylla,,A,"719,096",99.03%,"1,996,897",1,,,#35,,Türkiye,Shinkiro,,A,"439,572",95.92%,"1,499,005",2,,,#35,,Netherlands,John ethken,,A,"639,288",98.60%,"2,023,878",2,,,#35,,Italy,kusuriya,,A,"542,567",99.03%,"2,032,464",2,,,#35,,Uruguay,Melxdy,,A,"1,148,974",98.91%,"3,133,649",2,,,#35,,Brazil,Kurumiw,,A,"975,693",97.68%,"2,880,459",2,,,#35,,Chile,Intercambing,,A,"566,654",98.29%,"2,016,348",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mrekk,,A,"608,267",99.28%,,,,,,,,MeOwz,,A,"845,226",98.24%,,,,,,,,Crystal,,A,"546,306",98.54%,,,,,,,,Wind Tales,,A,"484,660",94.04%,,,,,,,,Guyra_,,A,"482,203",97.45%,,,,,,,,spray-,,A,"420,064",95.65%,,,,,,,,Wind Tales,,A,"572,052",97.18%,,,,,,,,Toukai Teiou,,A,"533,166",99.24%,,,,,,,,helvetia,,S,"1,073,628",99.71%,,,,,,,,Coreanmaluco,,A,"799,682",95.13%,,,,,,,,alfiu,,A,"551,522",98.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ASecretBox,,A,"606,469",99.38%,,,,,,,,Duke,,A,"426,485",97.63%,,,,,,,,lolol233,,A,"477,760",98.06%,,,,,,,,John ethken,,S,"358,807",95.49%,,,,,,,,Fejlan,,A,"404,557",97.23%,,,,,,,,LyeRR,,A,"334,397",93.28%,,,,,,,,John Zenith,,A,"428,252",97.23%,,,,,,,,BELLOFIGO,,A,"508,105",99.26%,,,,,,,,PLOXARU,,A,"570,781",98.02%,,,,,,,,tayko,,A,"670,402",96.72%,,,,,,,,NO37,,A,"517,331",98.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Xaver,,A,"583,753",99.38%,,,,,,,,Ryuzaki,,A,"405,989",97.21%,,,,,,,,lolol234,,A,"446,584",97.73%,,,,,,,,Burning John,,B,"332,640",92.71%,,,,,,,,Lightningfox,,A,"391,041",95.97%,,,,,,,,Orkay,,A,"304,972",94.85%,,,,,,,,G e n g a o z o,,A,"384,286",96.72%,,,,,,,,MeOwz,,A,"448,626",97.99%,,,,,,,,daanit,,A,"340,266",94.74%,,,,,,,,VitorSkull,,A,"434,682",95.69%,,,,,,,,xXChokgamerXx,,A,"380,841",97.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#36,,Thailand,Lesperry,,A,"699,856",99.36%,"2,400,102",1,,,#36,,Philippines,NathanRam1918,,A,"814,197",99.14%,"2,639,120",2,,,#36,,Romania,Kehest,,A,"709,792",98.21%,"2,438,569",2,,,#36,,Kazakhstan,Kamensh1k,,A,"573,121",96.09%,"2,019,773",2,,,#36,,Philippines,NathanRam1918,,A,"713,563",98.42%,"1,981,548",1,,,#36,,Norway,Melvr,,A,"453,752",94.02%,"1,488,697",1,,,#36,,Italy,Toukai Teiou,,A,"729,028",99.15%,"2,022,779",1,,,#36,,Singapore,Mekeyo,,A,"679,563",99.19%,"2,026,829",1,,,#36,,Philippines,Jitterish,,A,"1,040,614",96.19%,"3,128,254",1,,,#36,,Türkiye,Raikouhou,,A,"899,636",98.22%,"2,821,543",1,,,#36,,Singapore,Dawnwing,,A,"778,037",96.41%,"2,000,116",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Arz3,,A,"668,039",99.28%,,,,,,,,LordGabriel,,A,"721,749",98.49%,,,,,,,,badeu,,A,"593,577",97.96%,,,,,,,,shiyumi,,S,"556,989",97.53%,,,,,,,,Icarussy,,A,"512,156",97.64%,,,,,,,,YokesPai,,A,"397,263",95.73%,,,,,,,,kusuriya,,A,"556,120",96.98%,,,,,,,,GSBlank,,A,"462,294",98.93%,,,,,,,,zonelouise,,A,"790,336",98.52%,,,,,,,,LyeRR,,A,"758,262",93.44%,,,,,,,,Mekeyo,,A,"413,856",96.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Hinamon,,A,"579,598",99.62%,,,,,,,,zonelouise,,A,"690,234",99.29%,,,,,,,,origin_,,A,"590,352",98.25%,,,,,,,,3uma,,S,"515,061",94.87%,,,,,,,,Rammu,,A,"377,949",97.55%,,,,,,,,antonyw,,A,"362,550",95.83%,,,,,,,,BELLOFIGO,,A,"395,546",95.58%,,,,,,,,Dawnwing,,A,"453,655",98.35%,,,,,,,,Icarussy,,A,"757,224",97.58%,,,,,,,,Clutch,,A,"587,130",95.90%,,,,,,,,hollowknees,,A,"412,047",97.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,chests,,A,"452,609",98.05%,,,,,,,,Icarussy,,A,"412,940",97.04%,,,,,,,,etn,,A,"544,848",97.84%,,,,,,,,Ravexi,,A,"374,602",94.90%,,,,,,,,zonelouise,,A,"377,880",97.51%,,,,,,,,NINERIK,,A,"275,132",95.16%,,,,,,,,MeOwz,,A,"342,085",95.43%,,,,,,,,qstronaut,,A,"431,317",97.98%,,,,,,,,NathanRam1918,,A,"540,080",96.60%,,,,,,,,gheanfoil,,A,"576,515",95.84%,,,,,,,,Tebi,,A,"396,176",96.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#37,,Netherlands,Wind Tales,,A,"799,422",99.05%,"2,385,760",2,,,#37,,Thailand,Lesperry,,S,"902,166",97.02%,"2,638,131",1,,,#37,,Indonesia,lifeline,,S,"939,247",98.25%,"2,426,992",1,,,#37,,Romania,badeu,,S,"721,315",96.20%,"2,019,381",2,,,#37,,France,FlasTEH,,A,"691,330",97.89%,"1,974,603",1,,,#37,,Brazil,Kurumiw,,A,"472,666",95.67%,"1,486,511",2,,,#37,,Brazil,Coreanmaluco,,A,"610,489",98.20%,"2,007,757",2,,,#37,,Thailand,Lesperry,,A,"642,808",99.24%,"2,021,812",2,,,#37,,Spain,towny1,,A,"1,001,891",94.86%,"3,097,725",2,,,#37,,Türkiye,Raikouhou,,A,"1,045,087",99.53%,"2,783,515",2,,,#37,,Philippines,Icarussy,,A,"698,446",98.78%,"1,996,104",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,John ethken,,A,"601,325",99.31%,,,,,,,,Arz3,,A,"717,796",99.15%,,,,,,,,GNX,,A,"626,071",97.09%,,,,,,,,origin_,,A,"479,558",98.44%,,,,,,,,fiaee,,A,"432,023",98.42%,,,,,,,,shwq,,A,"412,533",97.34%,,,,,,,,-izzy,,A,"542,338",96.95%,,,,,,,,chests,,A,"507,353",96.62%,,,,,,,,[dekori],,A,"745,694",96.08%,,,,,,,,gheanfoil,,A,"732,083",97.57%,,,,,,,,NathanRam1918,,A,"544,797",98.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,John Zenith,,A,"531,228",99.17%,,,,,,,,-Kedama,,A,"635,142",98.78%,,,,,,,,MineFrostID,,S,"473,105",97.86%,,,,,,,,Kehest,,A,"450,053",96.59%,,,,,,,,Satsukiiii,,A,"426,062",97.73%,,,,,,,,VitorSkull,,A,"317,844",94.91%,,,,,,,,Kurumiw,,A,"461,381",95.95%,,,,,,,,Hinamon,,A,"452,001",98.43%,,,,,,,,ESCRUPULILLO,,A,"692,263",97.96%,,,,,,,,LyeRR,,A,"641,374",95.50%,,,,,,,,perhap,,A,"424,362",96.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Burning John,,A,"453,785",98.62%,,,,,,,,ChaiPhukChep,,A,"383,027",95.23%,,,,,,,,Thatnoobguy,,A,"388,569",95.96%,,,,,,,,etn,,A,"368,455",93.65%,,,,,,,,Musty,,A,"425,188",98.42%,,,,,,,,-izzy,,A,"283,468",92.81%,,,,,,,,Nyash,,A,"393,549",96.43%,,,,,,,,ChaiPhukChep,,A,"419,650",98.25%,,,,,,,,A L E P H,,A,"657,877",97.98%,,,,,,,,Clutch,,A,"364,971",95.72%,,,,,,,,LordGabriel,,A,"328,499",93.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#38,,China,Crystal,,A,"657,364",99.43%,"2,385,216",1,,,#38,,South Korea,[Karcher],,S,"991,163",99.77%,"2,615,666",2,,,#38,,Philippines,Icarussy,,A,"853,680",98.63%,"2,404,569",2,,,#38,,New Zealand,5aiyku,,A,"557,896",96.51%,"2,005,697",2,,,#38,,New Zealand,Kyujin,,A,"609,407",98.73%,"1,967,391",2,,,#38,,Brazil,Kurumiw,,A,"490,416",96.57%,"1,483,784",1,,,#38,,Greece,JackPaX,,A,"637,868",97.41%,"2,002,902",2,,,#38,,Kazakhstan,3uma,,A,"592,417",98.56%,"2,020,122",2,,,#38,,Chile,Intercambing,,S,"1,179,802",99.52%,"3,058,684",2,,,#38,,Netherlands,John ethken,,A,"878,549",98.66%,"2,776,474",1,,,#38,,Sweden,scylla,,A,"700,165",99.05%,"1,992,897",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,lolol233,,A,"613,921",99.66%,,,,,,,,Suyong_,,A,"810,607",98.01%,,,,,,,,NathanRam1918,,A,"540,649",96.92%,,,,,,,,Kyujin,,S,"531,362",97.60%,,,,,,,,ozbert,,A,"534,035",97.31%,,,,,,,,shwq,,A,"429,655",96.06%,,,,,,,,-Puyu,,A,"567,198",96.45%,,,,,,,,Kamensh1k,,A,"525,103",99.11%,,,,,,,,Gonzah,,A,"730,135",97.46%,,,,,,,,G e n g a o z o,,A,"687,944",95.40%,,,,,,,,Guyra_,,A,"529,888",97.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,lolol235,,A,"577,817",99.21%,,,,,,,,Chipori,,A,"461,993",97.52%,,,,,,,,LordGabriel,,A,"532,180",96.55%,,,,,,,,ozbert,,A,"473,505",93.96%,,,,,,,,5aiyku,,A,"458,893",98.61%,,,,,,,,-izzy,,A,"297,036",93.38%,,,,,,,,trushpack,,A,"462,221",93.35%,,,,,,,,shiyumi,,A,"464,434",98.04%,,,,,,,,alfiu,,A,"596,383",95.38%,,,,,,,,John Zenith,,A,"610,560",96.21%,,,,,,,,Fejlan,,A,"431,499",97.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Ledeau_Fox,,A,"536,114",98.05%,,,,,,,,MYKEYBOARD,,A,"351,903",93.81%,,,,,,,,ZaNy_,,A,"478,060",97.42%,,,,,,,,Saiyku,,S,"442,934",94.30%,,,,,,,,pii,,A,"365,056",97.19%,,,,,,,,VitorSkull,,A,"266,677",93.18%,,,,,,,,Nekkid,,A,"335,615",92.98%,,,,,,,,nybia,,A,"438,168",98.03%,,,,,,,,xXChokgamerXx,,A,"552,364",97.72%,,,,,,,,Wind Tales,,A,"599,421",94.84%,,,,,,,,Andros,,A,"331,345",95.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#39,,Chile,siiphs,,A,"775,194",99.16%,"2,360,663",1,,,#39,,Chile,Intercambing,,S,"980,043",99.40%,"2,613,387",1,,,#39,,Denmark,Sobu-,,S,"931,755",98.00%,"2,387,161",2,,,#39,,New Zealand,5aiyku,,S,"817,293",94.90%,"1,993,240",1,,,#39,,Türkiye,Raikouhou,,A,"826,153",98.12%,"1,954,564",2,,,#39,,Austria,Teppi Fangirl,,A,"766,050",98.73%,"1,480,179",2,,,#39,,Chile,Hanayume,,A,"562,843",97.35%,"1,997,218",2,,,#39,,Chile,Hanayume,,A,"618,904",98.74%,"2,018,166",1,,,#39,,Taiwan,willy0214,,S,"1,156,531",98.90%,"3,019,474",1,,,#39,,Greece,-Puyu,,S,"1,117,075",98.03%,"2,736,357",2,,,#39,,Sweden,scylla,,A,"609,911",99.11%,"1,962,248",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Hanayume,,A,"550,475",99.50%,,,,,,,,alfiu,,S,"672,810",99.51%,,,,,,,,autofister,,A,"728,373",97.75%,,,,,,,,Kyujin,,A,"442,857",97.06%,,,,,,,,Shinkiro,,A,"463,135",96.36%,,,,,,,,fruit cup,,A,"248,700",93.38%,,,,,,,,Intercambing,,A,"533,970",97.80%,,,,,,,,alfiu,,A,"478,684",99.08%,,,,,,,,Flyer,,A,"648,092",96.86%,,,,,,,,Nekkid,,A,"871,069",95.74%,,,,,,,,Guyra_,,A,"505,194",96.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Intercambing,,A,"547,307",99.66%,,,,,,,,Hanayume,,A,"560,401",96.93%,,,,,,,,thebeastjona,,A,"408,394",97.59%,,,,,,,,Saiyku,,A,"398,238",93.33%,,,,,,,,Orkay,,A,"334,284",97.59%,,,,,,,,tomadoi,,A,"237,737",92.93%,,,,,,,,xXChokgamerXx,,A,"461,327",97.25%,,,,,,,,Intercambing,,A,"476,789",98.74%,,,,,,,,Rizer,,A,"642,931",97.72%,,,,,,,,JackPaX,,B,"492,235",91.50%,,,,,,,,Fejlan,,A,"432,606",98.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,alfiu,,A,"487,687",99.45%,,,,,,,,Lasseh,,A,"400,133",96.74%,,,,,,,,Cittas,,A,"318,639",95.19%,,,,,,,,ozbert,,A,"334,852",93.70%,,,,,,,,spray-,,A,"330,992",96.87%,,,,,,,,Teppi,,A,"227,692",93.55%,,,,,,,,alfiu,,A,"439,078",97.03%,,,,,,,,siiphs,,A,"443,789",98.30%,,,,,,,,Shirosora,,A,"571,920",98.26%,,,,,,,,MyAimPeeps,,B,"255,978",90.14%,,,,,,,,Andros,,A,"414,537",95.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#40,,Chile,Intercambing,,A,"657,717",99.60%,"2,342,601",2,,,#40,,Singapore,qstronaut,,S,"973,063",99.21%,"2,561,595",2,,,#40,,Kazakhstan,Kamensh1k,,S,"934,601",98.09%,"2,382,049",1,,,#40,,Finland,AllyrD,,S,"610,162",97.86%,"1,966,549",2,,,#40,,Hong Kong,misha awa,,A,"514,390",99.39%,"1,876,554",1,,,#40,,Kazakhstan,Kamensh1k,,A,"452,341",97.45%,"1,472,054",1,,,#40,,Indonesia,MineFrostID,,A,"625,828",98.26%,"1,973,372",2,,,#40,,Japan,YMD,,A,"732,076",99.06%,"2,016,797",2,,,#40,,Netherlands,John ethken,,S,"1,134,679",98.53%,"3,008,559",1,,,#40,,Romania,origin_,,S,"1,005,489",97.11%,"2,709,508",1,,,#40,,Indonesia,GNX,,A,"505,764",97.69%,"1,957,329",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
