,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#6,,Indonesia,Hakui Koyori,,A,"838,224",99.51%,"2,783,272",KZ,,,#6,,Philippines,Icarussy,,S,"926,469",97.24%,"2,998,426",PL,,,#6,,Türkiye,Shinkiro,,A,"574,778",95.75%,"2,053,011",IT,,,#6,,Russian Federation,BJIADOC,,A,"848,469",97.88%,"2,693,619",CN,,,#6,,United States,rektygon,,A,"706,047",93.84%,"1,882,142",FR,,,,,,,,,,,,,,,#6,,Spain,A L E P H,, S ,"1,009,217",98.57%,"3,106,715",AR,,,#6,,Netherlands,Wind Tales,,A,"610,294",96.29%,"2,022,186",TW,,,#6,,Kazakhstan,Kamensh1k,,A,"540,403",98.01%,"1,825,131",ID,,,#6,,Romania,etn,,S,"1,153,632",98.91%,"3,907,223",AU,,,#6,,Spain,ESCRUPULILLO,,S,"1,119,237",97.94%,"3,661,896",AR,,,#6,,Austria,Akuma no Tenshi,,S,"1,121,501",98.11%,"2,918,074",SG,,,#6,,Sweden,Guyra_,NM,A,"608,896",98.37%,"2,149,786",MY,,,#6,,Sweden,scylla,HD,A,"826,776",98.71%,"2,643,087",MY,,,#6,,Peru,[MG]Arnold24x24,HD, S ,"1,001,869",98.56%,"2,851,963",FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Thatnoobguy,,S,"834,553",99.31%,,,,,,,,zonelouise,,A,"806,172",97.96%,,,,,,,,Raikouhou,,A,"573,988",97.91%,,,,,,,,Welter,,A,"692,792",98.42%,,,,,,,,Pezz,,B,"462,455",92.44%,,,,,,,,,,,,,,,,,,,,marbl,,A,"800,576",98.07%,,,,,,,,John Zenith,,A,"584,428",97.64%,,,,,,,,Ternafis,,A,"486,599",97.32%,,,,,,,,Kehest,,S,"1,133,480",98.98%,,,,,,,,A L E P H,,A,"955,500",96.57%,,,,,,,,z9a,,S,"653,830",93.62%,,,,,,,,Fejlan,NM,A,"604,113",98.98%,,,,,,,,Lightningfox,NM,A,"747,120",97.31%,,,,,,,,MiguisXD,NM,S,"749,073",98.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,lifeline,,A,"618,846",98.92%,,,,,,,,Jitterish,,S,"741,445",97.09%,,,,,,,,spray-,,A,"504,642",96.87%,,,,,,,,gamer228666,,A,"584,582",95.41%,,,,,,,,tekkito,,A,"378,678",94.73%,,,,,,,,,,,,,,,,,,,,ESCRUPULILLO,,A,"799,781",98.87%,,,,,,,,perthed again,,A,"436,236",97.42%,,,,,,,,shiyumi,,A,"438,130",97.04%,,,,,,,,origin_,,A,"1,010,059",99.52%,,,,,,,,BabyScylla,,S,"865,003",96.94%,,,,,,,,fedoragoose,,B,"596,200",92.52%,,,,,,,,scylla,HD,A,"488,782",98.14%,,,,,,,,Andros,HR,A,"598,776",99.05%,,,,,,,,SapeSape,HR,A,"570,677",93.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Stixe,,A,"491,649",98.69%,,,,,,,,Rammu,,A,"524,340",95.37%,,,,,,,,LyeRR,,A,"399,603",94.44%,,,,,,,,desuqe,,A,"567,776",97.26%,,,,,,,,EthantrixV3,,B,"334,962",89.14%,,,,,,,,,,,,,,,,,,,,Palodex,,A,"497,141",96.81%,,,,,,,,Burning John,,A,"391,228",97.47%,,,,,,,,MyAngelRasseru,,A,"359,999",96.50%,,,,,,,,robotonic,,A,"610,052",97.87%,,,,,,,,towny1,,A,"722,156",96.23%,,,,,,,,z10a,,A,"546,543",94.96%,,,,,,,,melwem,HR,A,"447,995",97.63%,,,,,,,,Fejlan,NM,A,"470,415",98.26%,,,,,,,,P r a h,NM,A,"530,344",97.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#7,,Austria,z10a,,A,"938,224",99.26%,"2,711,923",SG,,,#7,,United Kingdom,fudge,,S,"947,714",98.11%,"2,920,914",NZ,,,#7,,Italy,Duke,,A,"604,812",96.30%,"2,049,691",TR,,,#7,,United States,WindowLife,,A,"819,533",97.63%,"2,546,563",FR,,,#7,,Russian Federation,BJIADOC,,A,"586,578",94.62%,"1,836,424",CN,,,,,,,,,,,,,,,#7,,China,lolol235,, S ,"1,028,493",99.22%,"2,913,194",RU,,,,,,,,,,,,,,,,,,,,,,,,,,,#7,,Finland,Xepei,,S,"1,173,171",99.33%,"3,807,387",PE,,,#7,,Canada,PinkEyeFan2013,,S,"1,131,709",98.36%,"3,639,281",NO,,,#7,,Türkiye,Raikouhou,,S,"1,089,655",97.22%,"2,896,733",IT,,,#7,,Singapore,Dawnwing,NM,A,"771,419",99.03%,"2,141,267",AT,,,#7,,New Zealand,Kyujin,HD, S ,"939,551",97.48%,"2,405,482",GB,,,#7,,Russian Federation,desuqe,NM,S,"951,351",98.75%,"2,804,579",CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,fedoragoose,,A,"716,465",99.48%,,,,,,,,skia1,,A,"764,113",90.71%,,,,,,,,Toukai Teiou,,A,"500,243",96.43%,,,,,,,,decaten,,A,"672,587",98.42%,,,,,,,,desuqe,,A,"507,488",93.69%,,,,,,,,,,,,,,,,,,,,Ledeau_Fox,,A,"715,751",96.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vaadin peukkua,,S,"1,031,335",98.98%,,,,,,,,SparklyFairy200,,S,"1,035,873",95.68%,,,,,,,,Shinkiro,,S,"661,080",96.30%,,,,,,,,Mekeyo,HR,A,"542,715",96.64%,,,,,,,,ozbert,HDHR,A,"583,857",98.25%,,,,,,,,BJIADOC,HD,A,"754,030",98.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,z9a,,A,"614,293",98.99%,,,,,,,,MALTESER,,A,"611,108",98.32%,,,,,,,,kusuriya,,A,"478,106",97.49%,,,,,,,,tekkito,,S,"589,441",97.97%,,,,,,,,maxim,,A,"378,507",93.66%,,,,,,,,,,,,,,,,,,,,Crystal,,A,"639,693",98.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Tyson,,S,"846,356",97.85%,,,,,,,,Wanderio,,S,"774,787",95.98%,,,,,,,,Clutch,,A,"637,837",94.56%,,,,,,,,Tebi,NM,A,"436,667",98.23%,,,,,,,,Saiyku,HR,A,"511,689",98.46%,,,,,,,,gamer228666,NM,A,"640,707",98.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,fruit cup,,A,"442,941",98.82%,,,,,,,,Bubbleman,,A,"597,979",97.34%,,,,,,,,-NyX,,A,"466,530",94.11%,,,,,,,,[C],,A,"465,002",97.34%,,,,,,,,Skrowell,,B,"363,851",92.08%,,,,,,,,,,,,,,,,,,,,lolol233,,A,"529,257",97.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amasetic,,A,"756,525",99.04%,,,,,,,,Zylice,,A,"696,912",97.43%,,,,,,,,Ievi-,,A,"508,161",96.72%,,,,,,,,Eagle5324,HD,A,"390,466",97.93%,,,,,,,,5aiyku,HR,A,"370,385",97.64%,,,,,,,,Welter,HR,A,"458,491",97.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#8,,Brazil,Coreanmaluco,,A,"937,613",99.45%,"2,667,965",DE,,,#8,,Malaysia,Rampax,,S,"910,707",97.05%,"2,444,009",SE,,,#8,,Japan,Aotoleen,,A,"548,151",93.51%,"1,800,632",TH,,,#8,,Finland,savilju,,S,"791,008",96.35%,"2,169,362",PE,,,#8,,Philippines,NathanRam1918,,S,"657,110",95.70%,"1,735,844",PL,,,,,,,,,,,,,,,#8,,Russian Federation,BJIADOC,, S ,"1,036,564",99.39%,"2,859,784",CN,,,,,,,,,,,,,,,,,,,,,,,,,,,#8,,Spain,A L E P H,,S,"1,151,787",98.68%,"3,800,171",AR,,,#8,,Austria,z10a,,S,"1,144,844",98.63%,"3,610,215",SG,,,#8,,Japan,shouponpon,,S,"704,360",96.97%,"2,771,531",TH,,,#8,,Kazakhstan,Kamensh1k,HR,A,"662,668",98.68%,"2,112,841",ID,,,#8,,France,Hifkil,HR,A,"657,813",99.28%,"2,333,531",US,,,#8,,Sweden,scylla,HD, S ,"1,030,003",99.29%,"2,722,517",MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-izzy,,A,"627,073",99.31%,,,,,,,,Harumi Ena,,A,"813,663",95.52%,,,,,,,,haga1115,,A,"471,279",96.67%,,,,,,,,Kalanluu,,A,"590,417",96.88%,,,,,,,,Icarussy,,A,"422,393",93.66%,,,,,,,,,,,,,,,,,,,,Lexu2S,,A,"910,649",98.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[dekori],,S,"1,118,809",97.83%,,,,,,,,Akuma no Tenshi,,S,"1,131,849",98.25%,,,,,,,,Aotoleen,,A,"700,834",94.26%,,,,,,,,Ternafis,HD,A,"602,570",98.68%,,,,,,,,FlasTEH,HD,A,"614,304",97.55%,,,,,,,,Andros,HR,A,"636,912",96.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kagiura,,A,"605,841",98.59%,,,,,,,,n0 head,,A,"386,282",95.34%,,,,,,,,shouponpon,,A,"410,915",96.32%,,,,,,,,Mike Tyson,,A,"409,677",95.76%,,,,,,,,ZaNy_,,A,"372,410",95.48%,,,,,,,,,,,,,,,,,,,,Skrowell,,A,"459,888",98.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCRUPULILLO,,A,"1,021,241",99.14%,,,,,,,,fedoragoose,,A,"719,616",95.88%,,,,,,,,Homutan,,A,"688,975",97.17%,,,,,,,,shiyumi,NM,A,"435,307",99.13%,,,,,,,,fiaee,NM,A,"596,012",97.92%,,,,,,,,Lightningfox,NM,A,"603,734",98.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kurumiw,,A,"497,438",98.84%,,,,,,,,mabayu,,A,"333,357",94.47%,,,,,,,,hosesan1020,,A,"370,287",94.82%,,,,,,,,AllyrD,,A,"378,260",95.89%,,,,,,,,zonelouise,,B,"283,931",89.64%,,,,,,,,,,,,,,,,,,,,gamer228666,,A,"452,683",97.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junamat,,A,"508,334",97.43%,,,,,,,,z9a,,A,"613,906",97.93%,,,,,,,,haga1115,,A,"677,362",97.09%,,,,,,,,3uma,NM,A,"412,296",97.38%,,,,,,,,calangi,NM,A,"465,402",97.96%,,,,,,,,Guyra_,NM,A,"451,868",97.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#9,,Poland,MALISZEWSKI,,S,"999,611",99.69%,"2,652,903",PH,,,#9,,Peru,[MG]Arnold24x24,,S,"967,016",98.47%,"2,327,889",FI,,,,,,,,,,,,,,,#9,,Italy,kusuriya,,A,"690,203",96.20%,"2,117,479",TR,,,#9,,Romania,etn,,B,"560,763",91.18%,"1,722,765",AU,,,,,,,,,,,,,,,#9,,Norway,antonyw,,A,"987,086",99.00%,"2,824,778",CA,,,,,,,,,,,,,,,,,,,,,,,,,,,#9,,Thailand,-Kedama,,S,"1,167,266",99.10%,"3,553,733",JP,,,#9,,Russian Federation,maxim,,S,"1,179,840",99.42%,"3,501,074",CN,,,#9,,Philippines,perhap,,S,"914,150",95.90%,"2,681,941",PL,,,,,,,,,,,,,,,#9,,Finland,Xepei,HR,A,"662,237",97.39%,"2,238,790",PE,,,#9,,United Kingdom,Bubbleman,NM,S,"774,908",98.72%,"2,639,640",NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,milosz,,A,"677,531",98.78%,,,,,,,,Fo_Ka,,B,"478,236",86.84%,,,,,,,,,,,,,,,,,,,,Toukai Teiou,,A,"543,549",98.21%,,,,,,,,badeu,,A,"540,097",94.77%,,,,,,,,,,,,,,,,,,,,NINERIK,,A,"698,752",99.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChaiPhukChep,,A,"1,074,178",98.54%,,,,,,,,gamer228666,,A,"797,321",97.85%,,,,,,,,NathanRam1918,,S,"698,739",97.39%,,,,,,,,,,,,,,,,,,,,AllyrD,NM,A,"593,726",99.00%,,,,,,,,Plasma,HD,A,"707,264",98.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kosiarek,,A,"557,080",98.95%,,,,,,,,[MG]-iky-,,S,"451,824",97.47%,,,,,,,,,,,,,,,,,,,,-NyX,,A,"523,555",95.20%,,,,,,,,origin_,,B,"394,717",92.51%,,,,,,,,,,,,,,,,,,,,YokesPai,,A,"605,408",98.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hinamon,,A,"740,587",96.09%,,,,,,,,Welter,,A,"793,459",98.57%,,,,,,,,Rammu,,A,"648,886",93.54%,,,,,,,,,,,,,,,,,,,,Kalanluu,HD,A,"525,739",98.66%,,,,,,,,skia1,HD,A,"613,437",97.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,gnahus,,A,"418,681",99.00%,,,,,,,,-Gardevoir-,,A,"430,813",93.61%,,,,,,,,,,,,,,,,,,,,Duke,,A,"360,172",95.58%,,,,,,,,AlexBelea,,B,"227,188",88.46%,,,,,,,,,,,,,,,,,,,,Melvr,,A,"533,532",97.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chests,,A,"571,702",96.57%,,,,,,,,Hober38,,A,"730,454",97.60%,,,,,,,,Icarussy,,A,"420,166",93.52%,,,,,,,,,,,,,,,,,,,,savilju,NM,A,"457,088",96.49%,,,,,,,,fudge,HDHR,A,"544,031",97.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#10,,New Zealand,ozbert,,S,"927,931",97.82%,"2,635,674",GB,,,#10,,Romania,etn,,A,"682,454",97.52%,"2,295,904",AU,,,,,,,,,,,,,,,#10,,Thailand,Arz3,,S,"697,356",96.89%,"2,014,948",JP,,,#10,,Norway,Melvr,,A,"724,388",93.30%,"1,702,558",CA,,,,,,,,,,,,,,,#10,,Taiwan,Flyer,,A,"951,130",98.31%,"2,602,547",NL,,,,,,,,,,,,,,,,,,,,,,,,,,,#10,,Germany,Fleh,,S,"1,166,095",99.08%,"3,547,204",BR,,,#10,,Türkiye,LyeRR,,A,"969,946",97.35%,"3,310,444",IT,,,#10,,Thailand,Lesperry,,S,"1,022,595",95.43%,"2,583,795",JP,,,,,,,,,,,,,,,#10,,Peru,[MG]Arnold24x24,HD,A,"627,870",98.84%,"2,068,636",FI,,,#10,,Brazil,-izzy,NM,S,"829,010",98.01%,"2,418,965",DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Saiyku,,A,"733,248",99.56%,,,,,,,,origin_,,S,"642,596",97.47%,,,,,,,,,,,,,,,,,,,,-Kedama,,A,"485,904",95.97%,,,,,,,,antonyw,,A,"457,733",96.77%,,,,,,,,,,,,,,,,,,,,GAO HAO,,A,"570,374",97.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yary,,S,"1,163,290",99.48%,,,,,,,,Raikouhou,,A,"944,245",99.28%,,,,,,,,-Kedama,,A,"731,674",96.55%,,,,,,,,,,,,,,,,,,,,P r a h,NM,A,"624,538",96.85%,,,,,,,,Nyash,NM,A,"650,181",98.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kyujin,,A,"547,606",99.08%,,,,,,,,Kehest,,A,"485,512",95.71%,,,,,,,,,,,,,,,,,,,,chests,,A,"437,971",94.48%,,,,,,,,YokesPai,,B,"335,790",92.87%,,,,,,,,,,,,,,,,,,,,Ruyaya,,A,"559,812",95.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aimbotcone,,A,"691,491",99.04%,,,,,,,,Clutch,,A,"787,505",96.40%,,,,,,,,chests,,A,"543,642",94.36%,,,,,,,,,,,,,,,,,,,,SapeSape,HR,A,"437,883",95.60%,,,,,,,,VitorSkull,HD,A,"477,036",98.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,pii,,A,"426,889",98.14%,,,,,,,,AlexBelea,,A,"485,342",93.99%,,,,,,,,,,,,,,,,,,,,Lesperry,,A,"393,717",94.48%,,,,,,,,FRODO,,B,"184,647",87.60%,,,,,,,,,,,,,,,,,,,,Spinesnight,,A,"521,231",96.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denzel Curry,,A,"526,328",98.18%,,,,,,,,gheanfoil,,A,"608,748",96.29%,,,,,,,,TzArtifactz,,B,"285,884",91.63%,,,,,,,,,,,,,,,,,,,,MiguisXD,NM,A,"378,345",95.09%,,,,,,,,Coreanmaluco,HR,A,"462,738",96.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#11,,Canada,yip,,S,"809,857",98.69%,"2,595,636",NO,,,#11,,Singapore,Cymango,,S,"929,483",97.41%,"2,294,160",AT,,,,,,,,,,,,,,,#11,,Peru,[MG]Arnold24x24,,S,"615,938",97.03%,"1,886,928",FI,,,#11,,Kazakhstan,Kamensh1k,,B,"752,015",92.90%,"1,698,692",ID,,,,,,,,,,,,,,,#11,,Italy,kusuriya,,A,"841,250",99.22%,"2,558,498",TR,,,,,,,,,,,,,,,,,,,,,,,,,,,#11,,Indonesia,lifeline,,S,"1,180,956",99.50%,"3,517,916",KZ,,,#11,,Kazakhstan,Kamensh1k,,S,"1,166,734",99.13%,"3,305,715",ID,,,#11,,Germany,criller,,S,"723,633",98.09%,"2,524,853",BR,,,,,,,,,,,,,,,#11,,Italy,kusuriya,NM,S,"635,966",97.58%,"1,974,558",TR,,,#11,,Austria,fedoragoose,HD, S ,"1,003,509",98.58%,"2,342,986",SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,xootynator,,A,"664,747",99.61%,,,,,,,,GSBlank,,A,"613,319",97.03%,,,,,,,,,,,,,,,,,,,,MiguisXD,,A,"481,676",94.95%,,,,,,,,Ternafis,,B,"380,589",92.33%,,,,,,,,,,,,,,,,,,,,Toukai Teiou,,A,"665,875",96.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stixe,,S,"883,486",99.46%,,,,,,,,ItzZeroIce,,A,"861,781",96.54%,,,,,,,,Tim Kackner,,A,"714,261",97.94%,,,,,,,,,,,,,,,,,,,,-NyX,HD,A,"509,645",97.76%,,,,,,,,z9a,HR,A,"583,673",95.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Zylice,,A,"566,559",98.44%,,,,,,,,hollowknees,,A,"499,197",94.89%,,,,,,,,,,,,,,,,,,,,P r a h,,A,"454,314",95.79%,,,,,,,,3uma,,B,"350,954",91.04%,,,,,,,,,,,,,,,,,,,,MeOwz,,A,"622,419",96.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MineFrostID,,A,"815,426",99.19%,,,,,,,,nybia,,B,"665,718",91.88%,,,,,,,,yary,,A,"559,066",95.78%,,,,,,,,,,,,,,,,,,,,Toukai Teiou,HR,A,"464,692",97.35%,,,,,,,,z10a,NM,A,"449,558",97.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Wanderio,,A,"554,473",98.33%,,,,,,,,qstronaut,,B,"252,161",89.48%,,,,,,,,,,,,,,,,,,,,SapeSape,,B,"335,000",93.00%,,,,,,,,nybia,,C,"215,134",85.84%,,,,,,,,,,,,,,,,,,,,-NyX,,A,"428,954",97.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hakui Koyori,,A,"638,048",98.02%,,,,,,,,Ternafis,,A,"611,482",95.42%,,,,,,,,ZeitFrost,,A,"527,893",95.85%,,,,,,,,,,,,,,,,,,,,Duke,NM,A,"364,255",96.12%,,,,,,,,tomadoi,HD,A,"306,246",95.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#12,,Thailand,Lesperry,,S,"670,690",99.31%,"2,416,274",JP,,,#12,,Sweden,trumpatino69,,A,"761,307",98.15%,"1,807,645",MY,,,,,,,,,,,,,,,#12,,Japan,Aotoleen,,A,"559,612",94.89%,"1,822,636",TH,,,#12,,Sweden,Lightningfox,,B,"587,684",92.83%,"1,621,341",MY,,,,,,,,,,,,,,,#12,,France,calangi,,A,"876,732",96.12%,"2,508,626",US,,,,,,,,,,,,,,,,,,,,,,,,,,,#12,,China,lolol233,,S,"1,186,442",99.58%,"3,500,927",RU,,,#12,,Taiwan,Flyer,,S,"1,107,491",97.65%,"3,302,033",NL,,,#12,,Singapore,Dawnwing,,A,"719,335",95.88%,"2,362,204",AT,,,,,,,,,,,,,,,#12,,Spain,A L E P H,HD,A,"593,027",99.03%,"1,897,280",AR,,,#12,,Chile,Intercambing,NM,A,"664,435",97.76%,"2,216,091",KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,chests,,A,"658,985",98.92%,,,,,,,,Grippeh,,A,"411,284",96.57%,,,,,,,,,,,,,,,,,,,,shouponpon,,A,"466,496",97.65%,,,,,,,,scylla,,B,"507,004",92.94%,,,,,,,,,,,,,,,,,,,,FlasTEH,,A,"662,458",98.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lolol235,,A,"842,317",97.33%,,,,,,,,willy0214,,A,"773,588",99.41%,,,,,,,,GSBlank,,A,"681,801",94.96%,,,,,,,,,,,,,,,,,,,,BabyScylla,HDHR,A,"482,886",98.10%,,,,,,,,NO37,HD,A,"583,745",98.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Hinamon,,A,"592,308",99.79%,,,,,,,,scylla,,B,"322,583",92.20%,,,,,,,,,,,,,,,,,,,,Furamun,,A,"404,351",94.75%,,,,,,,,Fejlan,,B,"303,403",92.65%,,,,,,,,,,,,,,,,,,,,Musty,,A,"592,264",99.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z980838928,,A,"765,884",98.87%,,,,,,,,Shirosora,,A,"731,902",96.23%,,,,,,,,hollowknees,,A,"601,777",97.54%,,,,,,,,,,,,,,,,,,,,marbl,NM,A,"441,979",95.92%,,,,,,,,alfiu,NM,A,"490,817",97.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Arz3,,A,"494,291",99.22%,,,,,,,,Andros,,A,"312,471",93.38%,,,,,,,,,,,,,,,,,,,,hosesan1020,,A,"392,177",95.37%,,,,,,,,Grippeh,,B,"223,250",90.04%,,,,,,,,,,,,,,,,,,,,fiaee,,A,"377,172",95.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ledeau_Fox,,A,"706,284",99.44%,,,,,,,,Rizer,,A,"689,052",96.55%,,,,,,,,Mekeyo,,B,"359,291",91.01%,,,,,,,,,,,,,,,,,,,,towny1,NM,A,"379,388",95.35%,,,,,,,,Hanayume,HR,S,"477,094",97.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#13,,Kazakhstan,Kamensh1k,,S,"834,790",99.31%,"2,266,660",ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#13,,Germany,yary,,A,"429,246",93.73%,"1,533,761",BR,,,,,,,,,,,,,,,#13,,Türkiye,spray-,,A,"816,652",98.16%,"2,337,074",IT,,,,,,,,,,,,,,,,,,,,,,,,,,,#13,,New Zealand,Saiyku,,S,"1,078,749",96.66%,"3,495,655",GB,,,#13,,Norway,NINERIK,,S,"1,184,374",99.50%,"3,223,919",CA,,,#13,,Sweden,Andros,,A,"641,987",95.65%,"2,109,501",MY,,,,,,,,,,,,,,,#13,,Malaysia,mabayu,NM,A,"506,942",95.09%,"1,698,019",SE,,,#13,,Spain,Palodex,NM,A,"714,004",95.86%,"2,214,847",AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,shiyumi,,A,"546,045",99.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,criller,,A,"389,713",94.95%,,,,,,,,,,,,,,,,,,,,Orkay,,A,"590,667",97.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ozbert,,S,"829,654",97.89%,,,,,,,,Pinguinzi,,S,"1,124,695",98.13%,,,,,,,,scylla,,A,"539,986",96.10%,,,,,,,,,,,,,,,,,,,,Rampax,HR,A,"422,971",97.53%,,,,,,,,A L E P H,HD,A,"588,770",99.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
