,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,okinamo,,A,"609,034",98.44%,,,,,,,,ozbert,,A,"418,864",96.19%,,,,,,,,papercandle,,A,"582,148",97.62%,,,,,,,,Musty,,A,"369,749",95.56%,,,,,,,,shwq,,A,"606,556",99.10%,,,,,,,,gamer228666,,A,"374,197",95.79%,,,,,,,,[C],,A,"554,537",97.22%,,,,,,,,Pinguinzi,,A,"552,744",97.73%,,,,,,,,,,,,,,,,,,,,Kehest,,A,"482,892",91.21%,,,,,,,,ozbert,,A,"636,764",97.68%,,,,,,,,fudge,,A,"476,164",94.75%,,,,,,,,Welter,,A,"599,315",96.84%,,,,,,,,Accolibed,,A,"591,829",97.84%,,,,,,,,desuqe,HD,A,"598,748",97.40%,,,,,,,,Amamya Kokoro,NM,A,"637,885",99.36%,,,,,,,,Icarussy,HR,A,"456,563",96.58%,,,,,,,,VitorSkull,HD,A,"575,325",98.05%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,yary,,A,"507,219",96.98%,,,,,,,,5aiyku,,A,"308,725",95.74%,,,,,,,,antonyw,,A,"478,104",98.57%,,,,,,,,calangi,,A,"352,327",95.83%,,,,,,,,kagiura,,A,"493,720",99.17%,,,,,,,,desuqe,,A,"297,448",95.95%,,,,,,,,decaten,,A,"543,259",97.94%,,,,,,,,Melvr,,A,"522,869",98.22%,,,,,,,,,,,,,,,,,,,,etn,,S,"478,786",95.82%,,,,,,,,5aiyku,,A,"537,518",98.93%,,,,,,,,Bubbleman,,A,"403,520",93.99%,,,,,,,,Hober38,,A,"518,552",94.57%,,,,,,,,Bubbleman,,A,"561,437",96.93%,,,,,,,,Lexu2S,NM,A,"519,283",98.43%,,,,,,,,LATAJACYTUNCZYK,HD,A,"545,071",97.34%,,,,,,,,LordGabriel,NM,A,"385,087",97.28%,,,,,,,,-izzy,NM,A,"547,263",98.85%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#6,,Philippines,zonelouise,,A,"826,674",97.66%,"2,783,303",ID,,,#6,,Romania,badeu,,A,"601,541",95.73%,"1,854,043",TW,,,#6,,Australia,aknzx,,S,"613,899",99.04%,"2,257,222",KR,,,#6,,Norway,NINERIK,,A,"475,109",97.26%,"1,617,756",TR,,,#6,,Brazil,Kurumiw,,A,"694,349",99.56%,"2,269,238",FI,,,#6,,Taiwan,GAO HAO,,A,"440,259",97.14%,"1,419,734",RO,,,#6,,Chile,alfiu,, S ,"1,007,722",98.68%,"2,409,992",TW,,,#6,,Canada,xootynator,,A,"767,732",98.92%,"2,431,415",DE,,,,,,,,,,,,,,,#6,,Türkiye,Raikouhou,,S,"975,296",96.37%,"2,510,454",NO,,,#6,,Australia,mrekk,,S,"1,180,157",99.03%,"3,203,459",KR,,,#6,,China,lolol233,,A,"520,976",96.93%,"1,786,987",PL,,,#6,,Germany,Fleh,,S,"765,783",96.23%,"2,852,346",CA,,,#6,,Taiwan,Flyer,,A,"858,816",97.33%,"2,520,635",CL,,,#6,,Romania,AlexBelea,NM,A,"743,663",97.52%,"2,418,552",TW,,,#6,,United Kingdom,Accolibed,HR,S,"1,017,674",97.68%,"2,862,279",US,,,#6,,Finland,Mike Tyson,HR,A,"628,858",98.81%,"2,057,674",BR,,,#6,,China,Crystal,NM,S,"964,995",98.92%,"2,610,236",PL,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Jitterish,,A,"775,750",98.22%,,,,,,,,AlexBelea,,A,"469,289",97.26%,,,,,,,,palr,,A,"564,705",97.64%,,,,,,,,Melvr,,B,"436,508",92.67%,,,,,,,,shwq,,A,"595,458",98.38%,,,,,,,,Flyer,,A,"358,967",96.35%,,,,,,,,NO37,,A,"533,664",97.55%,,,,,,,,Wanderio,,A,"603,378",98.37%,,,,,,,,,,,,,,,,,,,,Shinkiro,,A,"605,029",97.08%,,,,,,,,aknzx,,A,"762,197",98.41%,,,,,,,,lolol235,,B,"465,523",92.17%,,,,,,,,aimbotcone,,A,"763,859",96.27%,,,,,,,,GAO HAO,,A,"720,027",98.72%,,,,,,,,origin_,HD,A,"718,426",97.97%,,,,,,,,Plasma,HD,A,"780,478",98.88%,,,,,,,,Amasetic,NM,A,"615,705",98.31%,,,,,,,,lolol233,HR,A,"634,509",98.00%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,NathanRam1918,,A,"683,737",87.22%,,,,,,,,origin_,,A,"463,323",96.80%,,,,,,,,ASecretBox,,A,"539,939",99.43%,,,,,,,,YokesPai,,A,"428,362",96.79%,,,,,,,,kagiura,,A,"500,843",98.80%,,,,,,,,Spinesnight,,A,"315,119",94.30%,,,,,,,,siiphs,,A,"438,202",96.81%,,,,,,,,yip,,A,"565,883",98.90%,,,,,,,,,,,,,,,,,,,,Orkay,,S,"500,249",95.17%,,,,,,,,ASecretBox,,A,"659,374",99.36%,,,,,,,,pr1mary,,A,"441,187",95.05%,,,,,,,,yary,,A,"716,601",97.83%,,,,,,,,willy0214,,A,"537,081",98.78%,,,,,,,,etn,HR,A,"625,899",97.91%,,,,,,,,Bubbleman,NM,A,"610,855",97.79%,,,,,,,,Kalanluu,HD,A,"411,847",97.46%,,,,,,,,z980838928,NM,A,"505,624",98.16%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Icarussy,,A,"497,142",94.21%,,,,,,,,Kehest,,A,"319,890",95.08%,,,,,,,,mrekk,,A,"538,679",98.81%,,,,,,,,antonyw,,A,"277,777",94.96%,,,,,,,,-izzy,,A,"478,588",98.72%,,,,,,,,Ruyaya,,A,"305,389",94.12%,,,,,,,,Gonzah,,A,"430,404",96.99%,,,,,,,,nujabes,,A,"494,422",97.84%,,,,,,,,,,,,,,,,,,,,spray-,,A,"429,880",93.39%,,,,,,,,cloppit,,A,"601,731",98.22%,,,,,,,,z980838928,,B,"359,301",91.45%,,,,,,,,Tim Kackner,,A,"606,103",97.41%,,,,,,,,Shirosora,,A,"404,711",95.82%,,,,,,,,capybaras,NM,A,"330,564",95.56%,,,,,,,,lystia,NM,A,"453,272",97.10%,,,,,,,,Isak-,NM,A,"401,264",98.16%,,,,,,,,lolol235,HD,A,"505,108",97.95%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#7,,Chile,Intercambing,,S,"761,136",96.99%,"2,672,855",AT,,,#7,,Chile,Intercambing,,A,"622,742",98.54%,"1,675,938",AT,,,#7,,China,lolol233,,S,"680,834",99.10%,"2,222,971",PL,,,#7,,Taiwan,willy0214,,A,"435,127",97.49%,"1,593,837",RO,,,#7,,Finland,AllyrD,,A,"927,600",99.69%,"2,226,615",BR,,,,,,,,,,,,,,,#7,,France,calangi,,A,"862,978",97.53%,"2,361,736",JP,,,#7,,Russian Federation,Welter,,A,"759,810",98.67%,"2,323,830",PH,,,,,,,,,,,,,,,#7,,France,Musty,,S,"949,524",95.72%,"2,427,202",JP,,,#7,,New Zealand,ozbert,,A,"913,959",97.20%,"3,061,026",FR,,,,,,,,,,,,,,,#7,,New Zealand,HaSappy,,A,"760,122",99.00%,"2,695,941",SE,,,#7,,Russian Federation,Welter,,A,"921,309",98.18%,"2,488,514",ES,,,#7,,Russian Federation,Welter,NM,A,"771,418",98.30%,"2,366,998",ES,,,#7,,Canada,yip,NM,A,"918,790",97.98%,"2,809,093",DE,,,#7,,Taiwan,Ethan2222,NM,A,"618,656",98.56%,"2,012,187",RO,,,#7,,Russian Federation,gamer228666,NM,S,"924,120",97.88%,"2,598,183",PH,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,alfiu,,A,"754,724",97.66%,,,,,,,,Gonzah,,A,"362,375",96.40%,,,,,,,,Crystal,,A,"580,525",98.50%,,,,,,,,Ruyaya,,A,"404,955",95.17%,,,,,,,,savilju,,A,"461,859",98.22%,,,,,,,,,,,,,,,,,,,,fiaee,,A,"650,477",98.50%,,,,,,,,Lexu2S,,A,"637,522",98.51%,,,,,,,,,,,,,,,,,,,,Hifkil,,S,"660,760",95.20%,,,,,,,,Kyujin,,A,"851,677",98.12%,,,,,,,,,,,,,,,,,,,,ozbert,,A,"733,871",96.85%,,,,,,,,desuqe,,A,"585,641",98.24%,,,,,,,,Hober38,NM,A,"623,438",96.66%,,,,,,,,Wanderio,NM,A,"837,451",97.51%,,,,,,,,GAO HAO,HD,A,"507,368",98.43%,,,,,,,,Welter,NM,A,"664,771",99.36%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,xXChokgamerXx,,A,"655,293",96.35%,,,,,,,,Hanayume,,A,"348,580",96.78%,,,,,,,,lolol235,,A,"564,120",98.41%,,,,,,,,GAO HAO,,A,"403,765",98.36%,,,,,,,,Mike Tyson,,A,"421,076",97.95%,,,,,,,,,,,,,,,,,,,,Satsukiiii,,A,"449,315",97.20%,,,,,,,,desuqe,,A,"476,630",98.40%,,,,,,,,,,,,,,,,,,,,calangi,,S,"499,200",93.81%,,,,,,,,Saiyku,,A,"787,981",97.95%,,,,,,,,,,,,,,,,,,,,Kyujin,,A,"721,312",98.14%,,,,,,,,gamer228666,,A,"504,312",98.46%,,,,,,,,gamer228666,HR,A,"551,782",98.46%,,,,,,,,xootynator,HDHR,A,"595,039",97.59%,,,,,,,,willy0214,HR,A,"478,244",97.78%,,,,,,,,Lexu2S,HD,A,"537,616",98.66%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Gonzah,,A,"501,702",96.08%,,,,,,,,alfiu,,A,"342,241",97.28%,,,,,,,,lolol234,,A,"397,492",98.29%,,,,,,,,Flyer,,A,"349,990",93.39%,,,,,,,,Kalanluu,,A,"416,080",98.61%,,,,,,,,,,,,,,,,,,,,Musty,,A,"398,966",96.31%,,,,,,,,Skrowell,,A,"449,868",96.32%,,,,,,,,,,,,,,,,,,,,Satsukiiii,,A,"317,718",94.29%,,,,,,,,5aiyku,,A,"507,409",98.35%,,,,,,,,,,,,,,,,,,,,Saiyku,,B,"480,636",92.23%,,,,,,,,maxim,,A,"477,252",96.33%,,,,,,,,desuqe,HD,A,"420,360",96.11%,,,,,,,,steamhappy,HD,A,"457,813",98.50%,,,,,,,,Ruyaya,NM,A,"407,919",95.15%,,,,,,,,desuqe,HR,A,"471,676",97.45%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#8,,China,z980838928,,A,"779,088",96.99%,"2,642,923",PL,,,#8,,Austria,Akuma no Tenshi,,A,"448,355",97.54%,"1,651,559",CL,,,#8,,Türkiye,Raikouhou,,S,"957,154",98.92%,"2,142,221",NO,,,#8,,Japan,hosesan1020,,B,"289,978",92.05%,"969,689",FR,,,#8,,Norway,Melvr,,A,"613,428",98.34%,"2,005,702",BR,,,,,,,,,,,,,,,#8,,Philippines,ZaNy_,,A,"695,480",99.49%,"2,336,323",RU,,,#8,,New Zealand,Saiyku,,A,"640,563",98.17%,"2,257,332",SE,,,,,,,,,,,,,,,#8,,Brazil,kagiura,,S,"908,138",94.42%,"2,231,760",NO,,,#8,,Chile,alfiu,,S,"1,139,678",98.12%,"3,017,285",AT,,,,,,,,,,,,,,,#8,,Chile,alfiu,,A,"910,140",95.93%,"2,625,920",TW,,,#8,,Austria,fedoragoose,,A,"691,678",98.12%,"2,265,842",CL,,,#8,,South Korea,LATAJACYTUNCZYK,HD,A,"658,634",96.27%,"2,361,346",AU,,,#8,,Norway,Melvr,NM,S,"951,078",98.45%,"2,804,448",TR,,,#8,,Norway,antonyw,NM,A,"521,676",98.35%,"1,941,499",TR,,,#8,,Canada,nujabes,NM,S,"956,215",98.78%,"2,552,523",DE,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,lolol233,,A,"766,721",98.34%,,,,,,,,z10a,,A,"432,961",97.73%,,,,,,,,Shinkiro,,A,"489,920",97.88%,,,,,,,,Furamun,,B,"242,381",91.90%,,,,,,,,papercandle,,A,"532,342",99.54%,,,,,,,,,,,,,,,,,,,,Icarussy,,A,"654,759",97.92%,,,,,,,,ozbert,,A,"543,607",96.65%,,,,,,,,,,,,,,,,,,,,Nyash,,S,"519,735",95.91%,,,,,,,,Intercambing,,A,"644,172",98.41%,,,,,,,,,,,,,,,,,,,,Intercambing,,A,"723,772",97.96%,,,,,,,,z10a,,A,"534,393",96.53%,,,,,,,,Amamya Kokoro,NM,A,"615,252",98.26%,,,,,,,,NINERIK,NM,A,"713,087",99.18%,,,,,,,,NINERIK,HD,A,"511,594",98.09%,,,,,,,,Wanderio,NM,A,"579,958",98.09%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Ledeau_Fox,,A,"562,971",95.38%,,,,,,,,z9a,,A,"394,998",96.74%,,,,,,,,spray-,,A,"392,346",97.86%,,,,,,,,Aotoleen,,A,"240,278",93.45%,,,,,,,,NINERIK,,A,"498,426",99.51%,,,,,,,,,,,,,,,,,,,,NathanRam1918,,A,"643,423",98.19%,,,,,,,,Kyujin,,A,"540,229",98.50%,,,,,,,,,,,,,,,,,,,,-izzy,,S,"453,590",93.48%,,,,,,,,Hanayume,,A,"622,814",96.62%,,,,,,,,,,,,,,,,,,,,Gonzah,,A,"630,112",98.41%,,,,,,,,z9a,,A,"524,766",98.44%,,,,,,,,Chipori,NM,A,"570,754",99.05%,,,,,,,,papercandle,HR,A,"644,052",97.74%,,,,,,,,Pinguinzi,HR,A,"457,758",97.63%,,,,,,,,Zylice,HD,A,"548,831",98.66%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,lolol235,,B,"534,143",92.61%,,,,,,,,fedoragoose,,A,"375,245",95.43%,,,,,,,,Ievi-,,A,"302,801",95.72%,,,,,,,,shouponpon,,A,"197,052",91.84%,,,,,,,,YokesPai,,A,"361,506",96.35%,,,,,,,,,,,,,,,,,,,,Rammu,,A,"342,661",95.55%,,,,,,,,5aiyku,,A,"532,933",98.52%,,,,,,,,,,,,,,,,,,,,shwq,,B,"350,297",91.67%,,,,,,,,siiphs,,A,"610,621",98.08%,,,,,,,,,,,,,,,,,,,,xXChokgamerXx,,A,"361,896",94.71%,,,,,,,,Teppi,,A,"515,005",97.95%,,,,,,,,[Karcher],HR,A,"516,706",98.27%,,,,,,,,YokesPai,HD,A,"496,231",96.35%,,,,,,,,Melvr,NM,A,"450,471",97.91%,,,,,,,,xootynator,HDHR,A,"467,519",96.07%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#9,,Canada,nujabes,,S,"800,562",96.38%,"2,545,357",DE,,,#9,,Sweden,Lightningfox,,A,"499,119",94.85%,"1,603,998",NZ,,,#9,,Brazil,shwq,,A,"680,740",97.54%,"2,141,614",FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#9,,France,fiaee,,A,"873,305",99.24%,"2,295,693",NZ,,,#9,,Philippines,Icarussy,,S,"656,040",98.02%,"2,242,487",RU,,,,,,,,,,,,,,,#9,,Japan,Homutan,,A,"589,578",92.61%,"2,079,998",FR,,,#9,,Germany,Denzel Curry,,A,"948,273",99.37%,"2,977,903",CA,,,,,,,,,,,,,,,#9,,Türkiye,Raikouhou,,S,"838,597",98.84%,"2,498,397",NO,,,#9,,New Zealand,Kyujin,,A,"705,581",97.38%,"1,970,128",FR,,,#9,,France,Hifkil,NM,S,"991,116",99.76%,"2,359,380",JP,,,#9,,Chile,NO37,HD,A,"870,024",99.12%,"2,729,441",AT,,,#9,,Romania,badeu,NM,A,"672,432",97.62%,"1,931,484",TW,,,#9,,Norway,papercandle,NM,S,"966,751",99.05%,"2,521,721",BR,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Zylice,,A,"684,523",97.88%,,,,,,,,scylla,,A,"382,966",96.84%,,,,,,,,-izzy,,A,"593,973",97.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calangi,,A,"526,859",96.62%,,,,,,,,NathanRam1918,,A,"632,563",98.42%,,,,,,,,,,,,,,,,,,,,RafuNa,,A,"576,868",95.91%,,,,,,,,Tim Kackner,,A,"764,434",99.13%,,,,,,,,,,,,,,,,,,,,gheanfoil,,A,"726,041",95.29%,,,,,,,,ozbert,,A,"444,169",94.77%,,,,,,,,Musty,HD,A,"672,218",96.63%,,,,,,,,Hanayume,HR,A,"826,757",96.95%,,,,,,,,etn,HR,A,"434,945",97.80%,,,,,,,,NINERIK,HR,A,"646,558",98.73%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,PinkEyeFan2013,,A,"536,313",98.90%,,,,,,,,Fejlan,,A,"368,192",97.05%,,,,,,,,Kurumiw,,A,"475,555",97.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musty,,A,"515,389",97.96%,,,,,,,,LordGabriel,,A,"517,531",97.92%,,,,,,,,,,,,,,,,,,,,haga1115,,A,"457,245",95.49%,,,,,,,,criller,,A,"641,720",98.75%,,,,,,,,,,,,,,,,,,,,LyeRR,,A,"557,558",95.08%,,,,,,,,Saiyku,,A,"442,647",95.22%,,,,,,,,Satsukiiii,NM,A,"404,610",97.86%,,,,,,,,Intercambing,HR,A,"679,423",96.91%,,,,,,,,AlexBelea,NM,A,"413,035",96.27%,,,,,,,,Melvr,HD,A,"510,826",98.00%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,SparklyFairy200,,A,"523,959",97.60%,,,,,,,,Andros,,A,"353,721",96.27%,,,,,,,,Nyash,,A,"391,346",97.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satsukiiii,,A,"380,140",96.29%,,,,,,,,perhap,,A,"436,353",96.15%,,,,,,,,,,,,,,,,,,,,shouponpon,,S,"456,307",94.39%,,,,,,,,Fleh,,A,"623,476",97.22%,,,,,,,,,,,,,,,,,,,,Clutch,,A,"376,201",94.84%,,,,,,,,5aiyku,,A,"377,731",96.08%,,,,,,,,Geordie Greep,HR,A,"291,436",94.30%,,,,,,,,Lasseh,HR,A,"353,237",94.12%,,,,,,,,origin_,HD,A,"411,072",97.02%,,,,,,,,Pinguinzi,NM,A,"397,586",97.56%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#10,,Russian Federation,Welter,,S,"968,033",99.18%,"2,454,041",PH,,,#10,,Finland,Mike Tyson,,A,"446,956",97.93%,"1,548,457",BR,,,#10,,Norway,NINERIK,,A,"771,364",98.97%,"2,125,956",BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#10,,Germany,criller,,A,"683,650",98.72%,"2,239,881",CA,,,#10,,Brazil,Nyash,,A,"621,887",97.99%,"2,168,069",NO,,,,,,,,,,,,,,,#10,,Finland,AllyrD,,A,"604,234",97.08%,"1,975,964",BR,,,#10,,Chile,alfiu,,A,"874,437",98.37%,"2,934,943",TW,,,,,,,,,,,,,,,#10,,Taiwan,Flyer,,A,"680,250",93.29%,"2,451,148",CL,,,#10,,Spain,A L E P H,,A,"721,732",98.75%,"1,949,395",RU,,,#10,,Philippines,zonelouise,NM,A,"775,450",98.86%,"2,318,980",RU,,,#10,,Romania,origin_,NM,A,"810,400",98.84%,"2,715,577",TW,,,#10,,Brazil,-izzy,NM,A,"676,427",97.96%,"1,902,927",FI,,,#10,,Philippines,NathanRam1918,NM,S,"952,398",98.58%,"2,465,494",RU,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,maxim,,A,"592,827",98.42%,,,,,,,,Isak-,,A,"428,526",97.27%,,,,,,,,Melvr,,A,"512,324",98.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,okinamo,,A,"574,718",98.99%,,,,,,,,Kurumiw,,A,"524,656",96.63%,,,,,,,,,,,,,,,,,,,,Xepei,,A,"545,468",92.38%,,,,,,,,Intercambing,,A,"707,189",98.38%,,,,,,,,,,,,,,,,,,,,Rizer,,A,"663,674",96.15%,,,,,,,,junamat,,A,"547,432",97.07%,,,,,,,,LordGabriel,HR,A,"655,249",98.11%,,,,,,,,AlexBelea,HR,A,"687,447",97.12%,,,,,,,,VitorSkull,HD,A,"434,184",96.27%,,,,,,,,Icarussy,NM,A,"609,959",98.60%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Lexu2S,,A,"475,095",94.21%,,,,,,,,Amasetic,,A,"366,378",96.87%,,,,,,,,papercandle,,A,"460,981",98.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yary,,A,"504,315",97.59%,,,,,,,,shwq,,A,"518,838",97.26%,,,,,,,,,,,,,,,,,,,,Kalanluu,,S,"437,672",94.46%,,,,,,,,Hanayume,,S,"695,650",96.72%,,,,,,,,,,,,,,,,,,,,willy0214,,A,"606,066",98.72%,,,,,,,,Palodex,,A,"348,971",94.97%,,,,,,,,NathanRam1918,NM,A,"535,233",98.24%,,,,,,,,badeu,HD,A,"671,952",96.43%,,,,,,,,Nyash,NM,A,"426,145",96.60%,,,,,,,,ZaNy_,HD,A,"514,288",98.07%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Hober38,,A,"418,086",96.84%,,,,,,,,Kalanluu,,A,"306,597",94.95%,,,,,,,,antonyw,,A,"381,287",97.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denzel Curry,,A,"477,198",97.24%,,,,,,,,-izzy,,A,"502,688",98.44%,,,,,,,,,,,,,,,,,,,,savilju,,S,"388,590",93.97%,,,,,,,,siiphs,,A,"657,667",96.92%,,,,,,,,,,,,,,,,,,,,Shirosora,,A,"501,158",98.33%,,,,,,,,[dekori],,A,"331,260",94.43%,,,,,,,,ZaNy_,HD,A,"353,048",96.22%,,,,,,,,etn,HR,A,"545,778",97.42%,,,,,,,,shwq,HR,A,"366,171",95.33%,,,,,,,,zonelouise,HR,A,"388,849",95.48%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#11,,France,FlasTEH,,S,"814,639",93.95%,"2,357,517",NZ,,,,,,,,,,,,,,,#11,,New Zealand,ozbert,,A,"630,002",97.58%,"2,038,061",SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#11,,New Zealand,ozbert,, S ,"959,466",97.26%,"2,098,732",FR,,,#11,,Taiwan,willy0214,,A,"658,203",99.19%,"2,143,799",CL,,,,,,,,,,,,,,,#11,,Brazil,kagiura,,S,"702,307",94.36%,"1,843,439",FI,,,#11,,United States,rektygon,,A,"966,820",98.79%,"2,747,146",GB,,,,,,,,,,,,,,,#11,,Sweden,trumpatino69,,S,"1,127,054",98.28%,"2,235,678",NZ,,,,,,,,,,,,,,,#11,,France,Hifkil,NM,S,"983,769",99.55%,"2,235,069",NZ,,,#11,,New Zealand,Saiyku,HR,S,"1,021,368",97.77%,"2,694,659",FR,,,#11,,France,Satsukiiii,NM,A,"490,659",98.56%,"1,852,012",JP,,,#11,,Germany,criller,NM,A,"679,490",99.09%,"2,460,408",CA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Hifkil,,S,"703,240",96.62%,,,,,,,,,,,,,,,,,,,,Kyujin,,A,"524,565",97.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyujin,,A,"460,639",96.45%,,,,,,,,Spinesnight,,A,"520,544",96.35%,,,,,,,,,,,,,,,,,,,,Nyash,,A,"438,377",94.55%,,,,,,,,Pezz,,A,"748,765",98.10%,,,,,,,,,,,,,,,,,,,,Grippeh,,A,"580,892",98.77%,,,,,,,,,,,,,,,,,,,,Musty,HD,A,"500,161",96.27%,,,,,,,,ozbert,HDHR,A,"862,313",96.41%,,,,,,,,Musty,HD,A,"488,446",98.91%,,,,,,,,okinamo,HD, S ,"655,613",98.76%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Geordie Greep,,A,"440,001",95.46%,,,,,,,,,,,,,,,,,,,,5aiyku,,A,"496,846",98.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5aiyku,,A,"403,031",96.08%,,,,,,,,GAO HAO,,A,"493,005",98.10%,,,,,,,,,,,,,,,,,,,,-izzy,,S,"354,651",93.39%,,,,,,,,decaten,,A,"578,146",99.02%,,,,,,,,,,,,,,,,,,,,scylla,,A,"340,072",94.84%,,,,,,,,,,,,,,,,,,,,JapWhite,NM,A,"471,894",96.98%,,,,,,,,5aiyku,HR,A,"537,507",97.94%,,,,,,,,Hifkil,HR,A,"438,080",97.72%,,,,,,,,ZeitFrost,NM,A,"568,555",98.32%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,JapWhite,,A,"399,637",93.66%,,,,,,,,,,,,,,,,,,,,Saiyku,,A,"386,648",97.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pii,,B,"275,596",91.10%,,,,,,,,Ruyaya,,A,"472,047",96.79%,,,,,,,,,,,,,,,,,,,,Kurumiw,,A,"348,104",92.54%,,,,,,,,WindowLife,,A,"453,415",97.06%,,,,,,,,,,,,,,,,,,,,Andros,,B,"187,660",89.25%,,,,,,,,,,,,,,,,,,,,Geordie Greep,HR,A,"279,245",93.17%,,,,,,,,Kyujin,HD,A,"273,471",93.96%,,,,,,,,calangi,NM,A,"434,827",98.34%,,,,,,,,Tim Kackner,HR,A,"556,750",97.80%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#12,,Japan,Furamun,,A,"704,043",98.34%,"2,320,496",FR,,,,,,,,,,,,,,,#12,,France,Musty,,S,"596,425",98.41%,"1,816,306",JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#12,,New Zealand,ozbert,,A,"752,095",97.44%,"2,040,091",SE,,,#12,,Chile,xXChokgamerXx,,A,"569,663",97.76%,"2,091,776",TW,,,,,,,,,,,,,,,#12,,Taiwan,willy0214,,A,"517,774",95.65%,"1,838,999",RO,,,#12,,Taiwan,Flyer,,A,"906,008",97.56%,"2,741,751",RO,,,,,,,,,,,,,,,#12,,Chile,alfiu,,A,"661,820",96.04%,"2,181,605",AT,,,,,,,,,,,,,,,#12,,Japan,RafuNa,NM,S,"646,977",99.78%,"2,042,094",FR,,,#12,,France,fiaee,HD,A,"913,031",98.13%,"2,668,199",NZ,,,#12,,Indonesia,Hakui Koyori,HD,A,"595,145",98.82%,"1,842,717",PH,,,#12,,Russian Federation,Lexu2S,HD, S ,"1,006,361",98.48%,"2,422,612",ES,,,,,,,,,,,,
