,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#133,NL:,,John ethken,,A,"601,325",99.31%,2,,,#133,DE:,,criller,,A,"646,089",99.20%,1,,,#133,FI:,,AllyrD,,A,"626,289",99.19%,2,,,#133,SG:,,hollowknees,,S,"522,225",95.70%,1,,,#133,IT:,,kusuriya,,A,"509,071",97.94%,2,,,#133,KZ:,,Ternafis,,A,"375,912",95.53%,2,,,#133,NZ:,,ozbert,,S,"521,789",96.45%,1,,,#133,MY:,,Rampax,,A,"537,570",98.87%,1,,,#133,DE:,,aimbotcone,,A,"812,102",98.96%,2,,,#133,RO:,,etn,,A,"786,826",97.91%,2,,,#133,SG:,,Dawnwing,,A,"511,682",95.53%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#134,HU:,,defii,,A,"594,407",98.90%,1,,,#134,LV:,,waywern2012,,A,"645,358",97.92%,2,,,#134,ID:,,GNX,,A,"626,071",97.09%,1,,,#134,BY:,,khaurege12,,S,"520,785",96.61%,2,,,#134,FI:,,Isak-,,A,"508,654",98.89%,2,,,#134,ID:,,GNX,,A,"374,898",94.87%,1,,,#134,NO:,,Melvr,,A,"518,257",97.80%,2,,,#134,HU:,,defii,,A,"536,213",99.06%,1,,,#134,GB:,,fudge,,A,"811,881",98.50%,2,,,#134,US:,,WindowLife,,A,"786,102",98.95%,1,,,#134,RU:,,Skrowell,,A,"511,105",97.85%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#135,KR:,,MYKEYBOARD,,A,"592,477",98.66%,1,,,#135,US:,,decaten,,A,"645,334",98.70%,1,,,#135,PL:,,gnahus,,S,"622,964",98.56%,1,,,#135,UY:,,El Milanga,,B,"518,860",92.94%,2,,,#135,HK:,,F2X,,A,"508,306",98.11%,1,,,#135,RO:,,origin_,,A,"371,903",96.24%,1,,,#135,RO:,,etn,,A,"517,497",97.49%,2,,,#135,JP:,,Homutan,,A,"534,800",99.06%,2,,,#135,SG:,,qstronaut,,S,"808,694",98.22%,2,,,#135,BE:,,hexi,,A,"783,085",97.20%,2,,,#135,CN:,,lolol233,,A,"511,067",98.36%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#136,TW:,,Spinesnight,,A,"591,743",99.38%,2,,,#136,IT:,,Toukai Teiou,,A,"644,708",98.04%,1,,,#136,FR:,,fiaee,,A,"622,111",98.88%,1,,,#136,NO:,,antonyw,,S,"518,219",98.70%,2,,,#136,AT:,,fedoragoose,,A,"508,090",98.14%,1,,,#136,FR:,,FlasTEH,,A,"370,529",95.73%,1,,,#136,TH:,,Lesperry,,A,"517,197",97.26%,2,,,#136,BE:,,hexi,,A,"534,729",98.50%,1,,,#136,IL:,,cihp,,A,"804,994",97.31%,1,,,#136,UY:,,helvetia,,A,"772,724",98.43%,2,,,#136,FR:,,calangi,,A,"511,052",98.32%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#137,KZ:,,shiyumi,,A,"590,729",99.10%,1,,,#137,ID:,,MejiroMcQueen,,A,"643,703",97.58%,1,,,#137,PL:,,evil grape,,A,"619,872",97.54%,1,,,#137,GB:,,Accolibed,,S,"517,936",94.64%,2,,,#137,IT:,,Toukai Teiou,,A,"507,984",98.59%,2,,,#137,JP:,,Aotoleen,,B,"369,834",91.46%,1,,,#137,IL:,,cihp,,A,"516,732",97.21%,2,,,#137,KR:,,LATAJACYTUNCZYK,,A,"534,439",98.98%,1,,,#137,JP:,,haga1115,,A,"799,992",98.91%,1,,,#137,PT:,,PeterPen,,B,"772,353",91.29%,1,,,#137,UA:,,nooneloves,,A,"507,563",97.59%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#138,MX:,,Alfrah,,A,"590,337",99.31%,2,,,#138,UA:,,nooneloves,,A,"642,431",98.15%,1,,,#138,RO:,,etn,,A,"619,475",97.88%,1,,,#138,IT:,,kusuriya,,S,"516,237",94.87%,1,,,#138,TW:,,GAO HAO,,A,"504,860",97.90%,2,,,#138,UY:,,Melxdy,,A,"364,945",93.34%,1,,,#138,BE:,,Mornis,,A,"515,552",97.52%,2,,,#138,IT:,,Toukai Teiou,,A,"533,166",99.24%,2,,,#138,FR:,,JapWhite,,A,"796,099",99.38%,1,,,#138,ES:,,A L E P H,,A,"760,719",95.74%,1,,,#138,ID:,,GNX,,A,"505,764",97.69%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#139,AT:,,z9a,,A,"590,056",98.64%,2,,,#139,NO:,,NINERIK,,A,"638,209",99.36%,2,,,#139,NZ:,,5aiyku,,A,"618,826",98.09%,1,,,#139,KZ:,,3uma,,S,"515,061",94.87%,2,,,#139,GB:,,fudge,,A,"504,592",99.12%,2,,,#139,DE:,,Denzel Curry,,A,"364,653",96.75%,1,,,#139,PH:,,Icarussy,,A,"514,690",98.09%,2,,,#139,IL:,,MrPotato,,A,"532,753",98.74%,1,,,#139,CA:,,SparklyFairy200,,A,"790,804",97.69%,1,,,#139,TW:,,willy0214,,A,"759,793",98.25%,1,,,#139,SE:,,Guyra_,,A,"505,194",96.53%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#140,RO:,,Kehest,,A,"588,799",99.52%,2,,,#140,RU:,,Lexu2S,,A,"637,046",98.94%,2,,,#140,RU:,,desuqe,,A,"618,717",97.94%,1,,,#140,PE:,,[MG]Arnold24x24,,S,"514,738",94.51%,1,,,#140,IL:,,PaintedKoala,,A,"503,801",96.83%,1,,,#140,BY:,,ITheQwertyI,,A,"364,471",95.06%,1,,,#140,CN:,,lolol233,,A,"511,384",98.37%,2,,,#140,PT:,,Meower,,A,"531,084",98.66%,2,,,#140,PH:,,zonelouise,,A,"790,336",98.52%,1,,,#140,TR:,,LyeRR,,A,"758,262",93.44%,1,,,#140,FR:,,calangi,,A,"503,338",98.95%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#141,NZ:,,5aiyku,,A,"588,266",99.47%,1,,,#141,FR:,,Musty,,A,"636,125",98.04%,1,,,#141,LV:,,hihihaha142,,A,"618,515",98.77%,2,,,#141,CO:,,Carlosflow,,S,"512,300",95.23%,1,,,#141,GB:,,Bubbleman,,A,"503,494",98.61%,2,,,#141,NO:,,antonyw,,A,"362,550",95.83%,1,,,#141,GB:,,Mahmood,,A,"510,535",97.25%,2,,,#141,FI:,,savilju,,A,"528,098",98.38%,2,,,#141,IT:,,BELLOFIGO,,A,"788,240",96.91%,2,,,#141,KZ:,,Ternafis,,S,"755,813",95.04%,1,,,#141,LV:,,hihihaha142,,A,"500,191",98.36%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#142,HK:,,RevengeWolf,,A,"587,424",99.36%,2,,,#142,TW:,,willy0214,,S,"635,732",98.89%,2,,,#142,UY:,,helvetia,,A,"614,582",98.71%,2,,,#142,PH:,,NathanRam1918,,S,"510,461",97.27%,2,,,#142,AE:,,sylriu,,A,"503,162",97.61%,2,,,#142,KZ:,,Ternafis,,A,"362,242",95.36%,1,,,#142,HK:,,misha awa,,A,"509,748",98.05%,1,,,#142,KZ:,,Kamensh1k,,A,"525,103",99.11%,2,,,#142,BE:,,Mornis,,A,"785,764",97.07%,2,,,#142,PL:,,milosz,,A,"754,482",98.97%,2,,,#142,RO:,,etn,,A,"500,120",98.65%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#143,CH:,,Skellers,,A,"587,199",98.64%,1,,,#143,TH:,,-Kedama,,A,"635,142",98.78%,1,,,#143,VN:,,def,,A,"613,030",98.21%,2,,,#143,IN:,,ArtoriaMyAngel,,B,"510,122",91.98%,1,,,#143,RU:,,Lexu2S,,A,"501,460",98.28%,2,,,#143,AU:,,Xaver,,A,"361,195",96.59%,2,,,#143,GB:,,Bubbleman,,A,"509,476",97.15%,1,,,#143,PT:,,Meower,,A,"520,629",98.20%,1,,,#143,TR:,,Clutch,,A,"785,199",98.45%,1,,,#143,UY:,,Rebo,,A,"749,412",93.85%,2,,,#143,FI:,,Amasetic,,A,"499,792",98.07%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#144,HU:,,defii,,A,"585,369",99.31%,2,,,#144,PL:,,Rafis,,A,"634,538",99.52%,2,,,#144,ES:,,ESCRUPULILLO,,A,"610,729",97.92%,1,,,#144,FI:,,savilju,,A,"509,961",95.42%,2,,,#144,SK:,,Drxvmik,,A,"500,962",97.22%,2,,,#144,ID:,,GNX,,A,"360,928",94.93%,2,,,#144,AR:,,Amuro,,A,"508,674",97.35%,1,,,#144,JP:,,Homutan,,A,"520,195",98.50%,1,,,#144,PE:,,[MG]Arnold24x24,,A,"784,073",98.79%,1,,,#144,HU:,,defii,,S,"743,039",94.24%,2,,,#144,FR:,,Musty,,A,"498,914",98.67%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#145,BR:,,Kurumiw,,A,"584,588",99.38%,1,,,#145,GB:,,skia1,,A,"634,450",98.24%,2,,,#145,MY:,,mint breeze,,A,"610,370",96.46%,1,,,#145,PH:,,perhap,,S,"509,474",94.92%,1,,,#145,KR:,,Nopekjk,,A,"500,001",98.44%,1,,,#145,TR:,,spray-,,A,"357,191",96.34%,1,,,#145,BE:,,Mornis,,A,"507,013",97.45%,1,,,#145,IL:,,PaintedKoala,,A,"519,135",98.88%,2,,,#145,BE:,,hexi,,S,"783,847",98.43%,1,,,#145,BE:,,Mornis,,A,"742,351",98.23%,2,,,#145,UA:,,dench,,A,"496,026",97.84%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#146,BE:,,Hanori,,A,"584,163",98.72%,1,,,#146,SG:,,Mekeyo,,A,"633,798",98.91%,2,,,#146,KZ:,,Ternafis,,A,"608,871",98.83%,1,,,#146,UA:,,nooneloves,,S,"508,683",94.84%,1,,,#146,DE:,,criller,,A,"499,866",99.16%,2,,,#146,KR:,,Allegrissimo,,A,"355,923",95.75%,1,,,#146,US:,,tekkito,,A,"504,660",98.08%,1,,,#146,MY:,,mint breeze,,A,"518,850",98.53%,2,,,#146,NL:,,Wind Tales,,A,"782,456",97.43%,1,,,#146,CA:,,PinkEyeFan2013,,A,"741,329",98.59%,2,,,#146,JP:,,shouponpon,,A,"495,670",97.66%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#147,AU:,,Xaver,,A,"583,753",99.38%,1,,,#147,VN:,,def,,S,"633,761",99.60%,1,,,#147,ID:,,lifeline,,A,"608,058",97.75%,2,,,#147,CA:,,xootynator,,A,"506,698",96.17%,1,,,#147,RO:,,origin_,,A,"498,840",98.98%,2,,,#147,CN:,,lolol235,,A,"353,211",95.98%,1,,,#147,TW:,,Ruyaya,,A,"504,082",95.03%,2,,,#147,LT:,,Azerite8,,A,"517,082",97.31%,2,,,#147,VN:,,def,,A,"781,143",98.86%,2,,,#147,KR:,,Chipori,,A,"741,216",96.30%,1,,,#147,IL:,,PaintedKoala,,A,"494,672",98.03%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#148,TH:,,Hinamon,,A,"579,598",99.62%,1,,,#148,NL:,,John Zenith,,S,"633,327",99.48%,1,,,#148,BE:,,hexi,,A,"605,184",97.23%,2,,,#148,CZ:,,Jan Klin,,A,"505,211",94.24%,2,,,#148,UA:,,dench,,A,"498,158",97.34%,2,,,#148,PH:,,Rammu,,A,"352,961",94.44%,1,,,#148,NO:,,Melvr,,A,"503,711",97.35%,1,,,#148,SE:,,scylla,,A,"516,467",98.72%,1,,,#148,UA:,,POMAH,,A,"779,922",98.55%,1,,,#148,TH:,,Arz3,,A,"737,748",94.77%,2,,,#148,DE:,,yary,,A,"493,323",98.50%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#149,ES:,,towny1,,A,"578,187",99.09%,2,,,#149,PH:,,NathanRam1918,,A,"632,666",99.38%,1,,,#149,GB:,,Mahmood,,A,"603,019",98.13%,1,,,#149,SA:,,Riquiria,,A,"503,547",91.09%,1,,,#149,DE:,,Denzel Curry,,A,"495,691",99.06%,1,,,#149,DK:,,thebeastjona,,A,"352,243",95.45%,2,,,#149,TH:,,Arz3,,A,"502,961",96.75%,2,,,#149,BA:,,dax420,,A,"515,695",98.28%,1,,,#149,PL:,,milosz,,A,"775,702",99.41%,2,,,#149,UA:,,POMAH,,A,"736,443",98.63%,2,,,#149,GB:,,Plasma,,A,"492,759",98.69%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#150,CN:,,lolol235,,A,"577,817",99.21%,1,,,#150,VN:,,Another Guy,,A,"631,421",98.89%,2,,,#150,GB:,,skia1,,A,"602,159",98.00%,1,,,#150,PH:,,perhap,,A,"502,036",95.31%,2,,,#150,RU:,,Lexu2S,,A,"494,958",98.62%,1,,,#150,CA:,,xootynator,,A,"352,042",95.57%,1,,,#150,VN:,,baoo,,A,"501,896",94.84%,1,,,#150,TW:,,Flyer,,A,"515,227",99.11%,2,,,#150,DE:,,Fleh,,A,"772,417",97.55%,2,,,#150,TR:,,gheanfoil,,A,"732,083",97.57%,2,,,#150,AR:,,Bomilk,,A,"492,214",97.20%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#151,ES:,,towny1,,A,"574,994",99.05%,1,,,#151,CN:,,lolol235,,A,"631,371",97.85%,2,,,#151,IL:,,PaintedKoala,,A,"601,937",97.34%,1,,,#151,RO:,,etn,,A,"501,457",94.82%,1,,,#151,ID:,,MineFrostID,,A,"493,334",97.61%,2,,,#151,ES:,,marbl,,A,"350,678",95.65%,1,,,#151,ES:,,[dekori],,A,"500,934",97.12%,1,,,#151,JP:,,RafuNa,,A,"513,792",98.40%,1,,,#151,GB:,,fudge,,S,"769,423",99.09%,1,,,#151,NO:,,papercandle,,A,"731,537",98.01%,2,,,#151,CA:,,Wanderio,,A,"490,380",98.16%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#152,NL:,,John Zenith,,A,"574,994",98.78%,1,,,#152,SG:,,Mekeyo,,A,"630,269",98.78%,1,,,#152,NO:,,FRODO,,S,"601,523",97.46%,1,,,#152,KR:,,Nopekjk,,A,"500,925",97.01%,1,,,#152,KZ:,,Ternafis,,A,"492,698",97.44%,2,,,#152,BE:,,5joshi,,A,"350,148",94.36%,1,,,#152,CA:,,Zylice,,A,"496,803",97.20%,1,,,#152,DE:,,Denzel Curry,,A,"513,725",99.26%,2,,,#152,HK:,,misha awa,,A,"767,782",98.19%,2,,,#152,CL:,,Gonzah,,A,"729,351",98.34%,2,,,#152,BE:,,hexi,,A,"488,041",97.46%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#153,TR:,,Orkay,,A,"574,225",99.22%,2,,,#153,BA:,,Quiligru,,A,"628,905",97.52%,1,,,#153,IN:,,_Cyan,,A,"596,562",98.11%,1,,,#153,AU:,,palr,,S,"498,853",94.04%,2,,,#153,PH:,,NathanRam1918,,A,"492,683",98.91%,2,,,#153,RU:,,Skrowell,,A,"349,727",96.38%,1,,,#153,CL:,,xXChokgamerXx,,A,"495,340",97.17%,1,,,#153,ID:,,lifeline,,A,"512,494",98.82%,2,,,#153,SG:,,Cymango,,A,"765,396",96.62%,2,,,#153,PT:,,uatzap,,A,"728,490",96.53%,1,,,#153,MY:,,mabayu,,A,"487,713",96.70%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#154,US:,,Pezz,,A,"572,707",99.55%,1,,,#154,SE:,,scylla,,A,"628,129",99.02%,1,,,#154,IN:,,_Cyan,,A,"595,343",97.67%,2,,,#154,AU:,,ASecretBox,,S,"497,220",97.32%,1,,,#154,US:,,[C],,A,"492,433",98.58%,2,,,#154,PT:,,uatzap,,A,"347,893",95.65%,2,,,#154,HU:,,defii,,A,"493,660",96.21%,1,,,#154,PH:,,NathanRam1918,,A,"510,019",98.72%,1,,,#154,BR:,,Coreanmaluco,,S,"764,603",97.77%,2,,,#154,BY:,,khaurege12,,A,"726,831",96.52%,1,,,#154,CA:,,Zylice,,A,"486,511",98.45%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#155,FR:,,Musty,,S,"572,297",99.83%,1,,,#155,TW:,,willy0214,,A,"627,164",99.26%,1,,,#155,NO:,,NINERIK,,A,"594,379",98.23%,1,,,#155,BR:,,kagiura,,A,"497,033",95.39%,1,,,#155,AR:,,jackzebra,,A,"490,830",97.67%,2,,,#155,VN:,,def,,A,"347,737",94.73%,1,,,#155,NL:,,John Zenith,,A,"493,205",98.03%,1,,,#155,AU:,,Xaver,,A,"509,696",98.41%,1,,,#155,MY:,,Rampax,,A,"764,009",98.26%,2,,,#155,HK:,,F2X,,A,"721,150",97.73%,2,,,#155,ID:,,MejiroMcQueen,,A,"486,291",98.28%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#156,UA:,,dench,,A,"571,210",99.02%,1,,,#156,CN:,,pr1mary,,A,"626,088",98.49%,1,,,#156,RO:,,badeu,,A,"593,577",97.96%,2,,,#156,LT:,,Hera_,,S,"494,333",93.36%,1,,,#156,HU:,,defii,,A,"490,107",97.97%,1,,,#156,FR:,,Satsukiiii,,A,"343,865",94.55%,2,,,#156,PT:,,RafaMat,,A,"492,861",96.86%,2,,,#156,NL:,,John ethken,,A,"508,654",98.79%,1,,,#156,AR:,,jackzebra,,A,"763,867",99.07%,2,,,#156,SE:,,trumpatino69,,A,"719,838",98.17%,1,,,#156,DE:,,Fleh,,A,"485,215",96.34%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#157,AR:,,Seiong,,A,"568,308",99.28%,1,,,#157,TR:,,spray-,,A,"625,636",97.70%,2,,,#157,KR:,,Amamya Kokoro,,A,"591,986",97.96%,1,,,#157,GR:,,Nekkid,,A,"491,311",94.82%,2,,,#157,VN:,,def,,A,"489,963",99.05%,1,,,#157,AU:,,palr,,A,"342,910",94.91%,1,,,#157,RO:,,Kehest,,A,"492,251",97.01%,2,,,#157,DK:,,thebeastjona,,A,"508,543",98.90%,2,,,#157,KR:,,LATAJACYTUNCZYK,,A,"762,874",99.14%,1,,,#157,KR:,,Amamya Kokoro,,S,"719,274",93.93%,1,,,#157,CN:,,lolol235,,A,"484,796",98.42%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#158,ES:,,[dekori],,A,"568,243",99.50%,2,,,#158,RO:,,Kehest,,S,"625,502",99.21%,1,,,#158,RO:,,origin_,,A,"590,352",98.25%,2,,,#158,SE:,,Fejlan,,A,"490,979",94.87%,2,,,#158,BE:,,5joshi,,A,"489,929",97.53%,2,,,#158,TR:,,Orkay,,A,"342,493",96.83%,1,,,#158,SE:,,Andros,,A,"491,300",97.20%,2,,,#158,AU:,,ASecretBox,,A,"508,301",99.27%,1,,,#158,NL:,,perthed again,,A,"759,131",98.17%,2,,,#158,HU:,,defii,,A,"714,181",93.15%,1,,,#158,NZ:,,5aiyku,,A,"484,697",99.12%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#159,TH:,,Arz3,,A,"567,226",98.21%,2,,,#159,SE:,,Andros,,A,"625,368",99.20%,2,,,#159,NO:,,Melvr,,A,"590,025",96.61%,2,,,#159,GB:,,skia1,,S,"489,905",95.99%,2,,,#159,CA:,,Zylice,,A,"489,696",98.19%,2,,,#159,RO:,,etn,,A,"341,186",95.94%,1,,,#159,NO:,,NINERIK,,A,"490,078",99.23%,2,,,#159,IT:,,BELLOFIGO,,A,"508,105",99.26%,2,,,#159,PH:,,Icarussy,,A,"757,224",97.58%,1,,,#159,CH:,,flopper727,,B,"709,878",91.69%,2,,,#159,TH:,,Lesperry,,A,"484,451",96.80%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#160,HK:,,F2X,,A,"566,963",99.14%,1,,,#160,UA:,,POMAH,,A,"625,270",98.21%,2,,,#160,CA:,,Wanderio,,A,"589,632",98.27%,1,,,#160,KR:,,Allegrissimo,,S,"489,675",96.41%,2,,,#160,HK:,,ming0328ming,,A,"488,999",97.26%,2,,,#160,BE:,,hexi,,A,"340,569",95.69%,2,,,#160,NO:,,Pinguinzi,,A,"488,827",96.85%,1,,,#160,HK:,,misha awa,,A,"507,970",98.87%,2,,,#160,FI:,,Amasetic,,A,"756,858",98.52%,1,,,#160,BR:,,VitorSkull,,A,"699,771",96.33%,1,,,#160,NO:,,Melvr,,A,"483,292",97.55%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#161,CZ:,,RiceShower,,A,"565,835",98.09%,2,,,#161,FI:,,Amasetic,,A,"624,873",98.29%,1,,,#161,PE:,,SapeSape,,A,"589,466",94.96%,1,,,#161,CL:,,siiphs,,S,"489,369",94.84%,1,,,#161,FI:,,Isak-,, S ,"488,871",98.56%,1,,,#161,TW:,,Ruyaya,,A,"340,450",96.61%,2,,,#161,KZ:,,Ravexi,,A,"488,620",93.38%,2,,,#161,TH:,,chests,,A,"507,353",96.62%,2,,,#161,ES:,,ESCRUPULILLO,,A,"756,320",98.45%,1,,,#161,PL:,,evil grape,,A,"696,204",97.44%,2,,,#161,ID:,,MineFrostID,,A,"482,833",97.42%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#162,US:,,rektygon,,A,"563,664",99.41%,2,,,#162,TW:,,Ruyaya,,A,"622,872",98.43%,2,,,#162,HU:,,defii,,A,"588,753",98.29%,1,,,#162,BR:,,-izzy,,S,"489,073",94.32%,1,,,#162,BR:,,VitorSkull,,A,"487,571",98.36%,1,,,#162,FI:,,AllyrD,,A,"340,013",95.83%,1,,,#162,DK:,,Sobu-,,A,"488,560",97.46%,1,,,#162,TR:,,Ievi-,,A,"506,740",98.83%,2,,,#162,GB:,,Bubbleman,,A,"756,176",97.86%,1,,,#162,SE:,,Grippeh,,A,"694,753",96.05%,2,,,#162,ID:,,Thatnoobguy,,A,"482,441",95.07%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#163,DE:,,criller,,A,"563,062",99.79%,1,,,#163,FI:,,Isak-,,A,"620,800",97.55%,1,,,#163,KZ:,,shiyumi,,A,"588,081",98.13%,2,,,#163,ID:,,MineFrostID,,S,"488,669",95.78%,2,,,#163,ID:,,Hakui Koyori,,A,"486,992",98.36%,2,,,#163,CN:,,Crystal,,A,"335,784",94.49%,1,,,#163,LV:,,waywern2012,,A,"487,532",93.91%,2,,,#163,HU:,,defii,,A,"505,449",98.62%,2,,,#163,CO:,,Pabloniichan,,A,"754,966",97.55%,2,,,#163,GB:,,skia1,,A,"692,243",97.13%,1,,,#163,CN:,,lolol235,,A,"481,437",98.69%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
