,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#20,GB:,,fudge,,A,"737,467",99.45%,NZ,,,#20,AT:,,Akuma no Tenshi,,A,"807,999",96.89%,SG,,,#20,IT:,,Toukai Teiou,,A,"500,243",96.43%,TR,,,#20,US:,,decaten,,A,"672,587",98.42%,FR,,,#20,PL:,,Kosiarek,,A,"515,719",92.90%,PH,,,,,,,,,,,,,,#20,TR:,,spray-,,A,"816,652",98.16%,IT,,,#20,KR:,,[Karcher],,A,"454,761",98.48%,CL,,,#20,JP:,,hosesan1020,,A,"435,157",95.58%,TH,,,#20,AU:,,mrekk,,S,"1,164,882",99.12%,RO,,,#20,NO:,,Pinguinzi,,S,"1,124,695",98.13%,CA,,,#20,DE:,,Tim Kackner,,A,"714,261",97.94%,BR,,,#20,SG:,,Mekeyo,HR,A,"542,715",96.64%,AT,,,#20,PE:,,[MG]Arnold24x24,HD,A,"627,870",98.84%,FI,,,#20,RU:,,BJIADOC,HD,A,"754,030",98.93%,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#21,NZ:,,Saiyku,,A,"733,248",99.56%,GB,,,#21,PH:,,zonelouise,,A,"806,172",97.96%,PL,,,#21,TH:,,-Kedama,,A,"499,955",94.94%,JP,,,#21,CL:,,Intercambing,,A,"648,356",98.03%,KR,,,#21,RU:,,desuqe,,A,"507,488",93.69%,CN,,,,,,,,,,,,,,#21,ES:,,marbl,,A,"800,576",98.07%,AR,,,#21,NL:,,perthed again,,A,"436,236",97.42%,TW,,,#21,TH:,,-Kedama,,A,"428,037",96.17%,JP,,,#21,DE:,,yary,,S,"1,163,290",99.48%,BR,,,#21,ES:,,ESCRUPULILLO,,S,"1,119,237",97.94%,AR,,,#21,JP:,,shouponpon,,S,"704,360",96.97%,TH,,,#21,MY:,,Rampax,HR,A,"542,118",97.84%,SE,,,#21,PE:,,P r a h,NM,A,"624,538",96.85%,FI,,,#21,PE:,,MiguisXD,NM,S,"749,073",98.09%,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#22,AT:,,fedoragoose,,A,"716,465",99.48%,SG,,,#22,AT:,,z9a,,A,"785,514",98.49%,SG,,,#22,IT:,,kusuriya,,A,"478,106",97.49%,TR,,,#22,PE:,,[MG]Arnold24x24,,S,"615,938",97.03%,FI,,,#22,SE:,,scylla,,B,"507,004",92.94%,MY,,,,,,,,,,,,,,#22,ES:,,ESCRUPULILLO,,A,"799,781",98.87%,AR,,,#22,FR:,,calangi,,A,"431,587",96.33%,US,,,#22,FR:,,calangi,,A,"372,958",96.07%,US,,,#22,RO:,,etn,,S,"1,153,632",98.91%,AU,,,#22,MY:,,n0 head,,S,"1,119,157",98.18%,SE,,,#22,JP:,,Aotoleen,,A,"700,834",94.26%,TH,,,#22,MY:,,mabayu,HD,A,"516,102",97.74%,SE,,,#22,FR:,,FlasTEH,HD,A,"614,304",97.55%,US,,,#22,MY:,,AHotDawg,HD,A,"720,468",95.74%,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#23,PH:,,Rammu,,A,"692,831",99.43%,PL,,,#23,GB:,,skia1,,A,"764,113",90.71%,NZ,,,#23,JP:,,haga1115,,A,"471,279",96.67%,TH,,,#23,FI:,,Kalanluu,,A,"590,417",96.88%,PE,,,#23,CA:,,yip,,S,"496,058",94.05%,NO,,,,,,,,,,,,,,#23,US:,,[C],,A,"787,635",99.05%,FR,,,#23,NL:,,Burning John,,A,"391,228",97.47%,TW,,,#23,KZ:,,MyAngelRasseru,,A,"359,999",96.50%,ID,,,#23,ES:,,A L E P H,,S,"1,151,787",98.68%,AR,,,#23,SG:,,Cymango,,S,"1,117,478",97.93%,AT,,,#23,PH:,,NathanRam1918,,S,"698,739",97.39%,PL,,,#23,SE:,,scylla,HD,A,"488,782",98.14%,MY,,,#23,GB:,,lystia,NM,A,"606,217",97.10%,NZ,,,#23,ES:,,Palodex,NM,A,"714,004",95.86%,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#24,PL:,,milosz,,A,"677,531",98.78%,PH,,,#24,SE:,,trumpatino69,,A,"761,307",98.15%,MY,,,#24,IT:,,-NyX,,A,"466,530",94.11%,TR,,,#24,KR:,,Amamya Kokoro,,A,"589,766",98.94%,CL,,,#24,GB:,,lystia,,A,"464,298",95.34%,NZ,,,,,,,,,,,,,,#24,KZ:,,shiyumi,,A,"770,412",98.07%,ID,,,#24,TW:,,Ethan2222,,A,"388,257",96.89%,NL,,,#24,TH:,,Lesperry,,A,"358,324",95.07%,JP,,,#24,RO:,,Kehest,,S,"1,133,480",98.98%,AU,,,#24,CN:,,lolol235,,S,"1,112,419",97.69%,RU,,,#24,JP:,,Homutan,,A,"688,975",97.17%,TH,,,#24,RO:,,Kehest,HR,A,"477,074",97.87%,AU,,,#24,US:,,Pezz,HR,A,"606,140",99.19%,FR,,,#24,GB:,,Plasma,HD,A,"707,264",98.19%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#25,SE:,,melwem,,A,"674,763",99.81%,MY,,,#25,PH:,,Jitterish,,S,"741,445",97.09%,PL,,,#25,CL:,,alfiu,,A,"465,371",97.17%,KR,,,#25,US:,,tekkito,,S,"589,441",97.97%,FR,,,#25,IT:,,kusuriya,,B,"463,435",89.93%,TR,,,,,,,,,,,,,,#25,PL:,,milosz,,A,"763,794",99.24%,PH,,,,,,,,,,,,,,,,,,,,,,,,,#25,GB:,,Mahmood,,S,"1,126,022",98.08%,NZ,,,#25,KR:,,LATAJACYTUNCZYK,,S,"1,109,316",97.75%,CL,,,#25,SG:,,GSBlank,,A,"681,801",94.96%,AT,,,#25,SE:,,melwem,HR,A,"447,995",97.63%,MY,,,#25,US:,,EthantrixV3,HD,A,"599,565",96.96%,FR,,,#25,DE:,,ZeitFrost,HR,A,"695,491",97.70%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#26,TH:,,Lesperry,,S,"670,690",99.31%,JP,,,#26,RO:,,etn,,A,"682,454",97.52%,AU,,,#26,CL:,,xXChokgamerXx,,A,"443,459",96.68%,KR,,,#26,RU:,,gamer228666,,A,"584,582",95.41%,CN,,,#26,US:,,Pezz,,B,"462,455",92.44%,FR,,,,,,,,,,,,,,#26,PH:,,Icarussy,,A,"763,656",96.81%,PL,,,,,,,,,,,,,,,,,,,,,,,,,#26,ES:,,[dekori],,S,"1,118,809",97.83%,AR,,,#26,TW:,,Flyer,,S,"1,107,491",97.65%,NL,,,#26,RU:,,desuqe,,A,"681,360",95.40%,CN,,,#26,ID:,,GNX,HD,A,"440,930",95.06%,KZ,,,#26,SE:,,Andros,HR,A,"598,776",99.05%,MY,,,#26,DE:,,yary,NM,A,"670,316",98.96%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#27,JP:,,YMD,,A,"669,524",98.69%,TH,,,#27,NZ:,,ozbert,,S,"659,960",96.39%,GB,,,#27,JP:,,shouponpon,,A,"410,915",96.32%,TH,,,#27,KR:,,Allegrissimo,,S,"571,012",97.20%,CL,,,#27,NO:,,antonyw,,A,"457,733",96.77%,CA,,,,,,,,,,,,,,#27,CN:,,Ledeau_Fox,,A,"715,751",96.35%,RU,,,,,,,,,,,,,,,,,,,,,,,,,#27,KZ:,,Kamensh1k,,S,"1,108,668",99.90%,ID,,,#27,NZ:,,ozbert,,S,"1,106,428",97.79%,GB,,,#27,JP:,,haga1115,,A,"677,362",97.09%,TH,,,#27,SG:,,Tebi,NM,A,"436,667",98.23%,AT,,,#27,FR:,,fiaee,NM,A,"596,012",97.92%,US,,,#27,CL:,,Intercambing,NM,A,"664,435",97.76%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#28,CA:,,xootynator,,A,"664,747",99.61%,NO,,,#28,RO:,,origin_,,S,"642,596",97.47%,AU,,,#28,GB:,,Mahmood,,A,"405,946",95.80%,NZ,,,#28,RU:,,desuqe,,A,"567,776",97.26%,CN,,,#28,IT:,,Toukai Teiou,,A,"454,755",93.73%,TR,,,,,,,,,,,,,,#28,NO:,,NINERIK,,A,"698,752",99.18%,CA,,,,,,,,,,,,,,,,,,,,,,,,,#28,NZ:,,Saiyku,,S,"1,078,749",96.66%,GB,,,#28,TH:,,ChaiPhukChep,,S,"1,072,152",98.10%,JP,,,#28,TR:,,Shinkiro,,S,"661,080",96.30%,IT,,,#28,KZ:,,shiyumi,NM,A,"435,307",99.13%,ID,,,#28,FI:,,AllyrD,NM,A,"593,726",99.00%,PE,,,#28,TR:,,spray-,NM,A,"654,387",98.70%,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#29,TH:,,chests,,A,"658,985",98.92%,JP,,,#29,AU:,,aknzx,,A,"622,849",98.92%,RO,,,#29,TR:,,LyeRR,,A,"399,603",94.44%,IT,,,#29,JP:,,Aotoleen,,A,"559,612",94.89%,TH,,,#29,TW:,,willy0214,,B,"452,153",92.11%,NL,,,,,,,,,,,,,,#29,IT:,,Toukai Teiou,,A,"665,875",96.16%,TR,,,,,,,,,,,,,,,,,,,,,,,,,#29,TH:,,ChaiPhukChep,,A,"1,074,178",98.54%,JP,,,#29,CN:,,Ledeau_Fox,,S,"1,057,765",96.35%,RU,,,#29,AT:,,z9a,,S,"653,830",93.62%,SG,,,#29,RO:,,origin_,HD,A,"426,984",97.80%,AU,,,#29,ES:,,A L E P H,HD,A,"593,027",99.03%,AR,,,#29,KR:,,Allegrissimo,NM,A,"652,341",98.52%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#30,SG:,,Dawnwing,,A,"650,661",99.38%,AT,,,#30,FI:,,Isak-,,A,"614,192",98.27%,PE,,,#30,NZ:,,Saiyku,,A,"387,228",96.75%,GB,,,#30,CN:,,lolol234,,A,"546,981",95.31%,RU,,,#30,TR:,,Raikouhou,,S,"440,522",94.30%,IT,,,,,,,,,,,,,,#30,FR:,,FlasTEH,,A,"662,458",98.91%,US,,,,,,,,,,,,,,,,,,,,,,,,,#30,FI:,,vaadin peukkua,,S,"1,031,335",98.98%,PE,,,#30,FI:,,Mike Tyson,,S,"1,042,461",95.95%,PE,,,#30,MY:,,Rampax,,A,"650,309",95.23%,SE,,,#30,KZ:,,3uma,NM,A,"412,296",97.38%,ID,,,#30,AU:,,Xaver,NM,A,"588,672",98.46%,RO,,,#30,BR:,,Nyash,NM,A,"650,181",98.59%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#31,BR:,,-izzy,,A,"627,073",99.31%,DE,,,#31,SG:,,GSBlank,,A,"613,319",97.03%,AT,,,#31,TH:,,chests,,A,"370,795",93.48%,JP,,,#31,IT:,,Toukai Teiou,,A,"543,549",98.21%,TR,,,#31,TW:,,GAO HAO,,S,"432,651",93.44%,NL,,,,,,,,,,,,,,#31,PL:,,evil grape,,A,"650,508",98.87%,PH,,,,,,,,,,,,,,,,,,,,,,,,,#31,ES:,,ESCRUPULILLO,,A,"1,021,241",99.14%,AR,,,#31,CA:,,SparklyFairy200,,S,"1,035,873",95.68%,NO,,,#31,PH:,,Rammu,,A,"648,886",93.54%,PL,,,#31,ID:,,Thatnoobguy,HR,A,"407,378",96.97%,KZ,,,#31,NZ:,,ozbert,HDHR,A,"583,857",98.25%,GB,,,#31,TW:,,Ethan2222,NM,S,"645,385",98.74%,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#32,ID:,,lifeline,,A,"618,846",98.92%,KZ,,,#32,GB:,,MALTESER,,A,"611,108",98.32%,NZ,,,#32,JP:,,hosesan1020,,A,"370,287",94.82%,TH,,,#32,FR:,,Hifkil,,A,"538,066",96.28%,US,,,#32,DE:,,yary,,A,"429,246",93.73%,BR,,,,,,,,,,,,,,#32,CN:,,Crystal,,A,"639,693",98.37%,RU,,,,,,,,,,,,,,,,,,,,,,,,,#32,US:,,WindowLife,,A,"1,012,854",99.16%,FR,,,#32,FI:,,Xepei,,A,"1,009,169",96.23%,PE,,,#32,SE:,,Andros,,A,"641,987",95.65%,MY,,,#32,SG:,,Eagle5324,HD,A,"390,466",97.93%,AT,,,#32,AU:,,ASecretBox,HR,A,"580,965",98.85%,RO,,,#32,RU:,,gamer228666,NM,A,"640,707",98.34%,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#33,AT:,,z9a,,A,"614,293",98.99%,SG,,,#33,GB:,,Bubbleman,,A,"597,979",97.34%,NZ,,,,,,,,,,,,,,#33,IT:,,-NyX,,A,"523,555",95.20%,TR,,,#33,PH:,,Icarussy,,A,"422,393",93.66%,PL,,,,,,,,,,,,,,#33,IT:,,MeOwz,,A,"622,419",96.07%,TR,,,,,,,,,,,,,,,,,,,,,,,,,#33,RO:,,origin_,,A,"1,010,059",99.52%,AU,,,#33,ID:,,lifeline,,S,"981,133",93.83%,KZ,,,#33,IT:,,Duke,,A,"640,231",95.01%,TR,,,,,,,,,,,,,,#33,RO:,,origin_,HD,A,"526,375",99.00%,AU,,,#33,SE:,,Andros,HR,A,"636,912",96.92%,MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#34,BR:,,kagiura,,A,"605,841",98.59%,DE,,,#34,FI:,,vaadin peukkua,,A,"596,329",95.60%,PE,,,,,,,,,,,,,,#34,TH:,,-Kedama,,A,"485,904",95.97%,JP,,,#34,CN:,,lolol235,,B,"421,334",93.12%,RU,,,,,,,,,,,,,,#34,NL:,,G e n g a o z o,, S ,"612,787",97.61%,TW,,,,,,,,,,,,,,,,,,,,,,,,,#34,AR:,,jackzebra,,A,"1,003,359",98.73%,ES,,,#34,TR:,,LyeRR,,A,"969,946",97.35%,IT,,,#34,TR:,,Clutch,,A,"637,837",94.56%,IT,,,,,,,,,,,,,,#34,FI:,,Kalanluu,HD,A,"525,739",98.66%,PE,,,#34,NO:,,YokesPai,HD,A,"633,022",97.48%,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#35,TH:,,Hinamon,,A,"592,308",99.79%,JP,,,#35,AT:,,fedoragoose,,A,"539,415",93.00%,SG,,,,,,,,,,,,,,#35,TR:,,Ievi-,,A,"484,003",95.04%,IT,,,#35,CA:,,steamhappy,,A,"417,592",93.98%,NO,,,,,,,,,,,,,,#35,PH:,,Rammu,,A,"610,627",98.03%,PL,,,,,,,,,,,,,,,,,,,,,,,,,#35,BR:,,-izzy,,S,"978,410",97.97%,DE,,,#35,ES:,,A L E P H,,A,"955,500",96.57%,AR,,,#35,BR:,,Kurumiw,,A,"634,184",94.68%,DE,,,,,,,,,,,,,,#35,NZ:,,Saiyku,HR,A,"511,689",98.46%,GB,,,#35,TR:,,Raikouhou,NM,A,"622,642",98.35%,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#36,PH:,,NathanRam1918,,A,"583,314",99.55%,PL,,,#36,PH:,,Rammu,,A,"524,340",95.37%,PL,,,,,,,,,,,,,,#36,PE:,,MiguisXD,,A,"481,676",94.95%,FI,,,#36,CN:,,lolol234,,B,"411,013",91.76%,RU,,,,,,,,,,,,,,#36,NO:,,YokesPai,,A,"605,408",98.11%,CA,,,,,,,,,,,,,,,,,,,,,,,,,#36,ID:,,Stixe,,S,"883,486",99.46%,KZ,,,#36,TR:,,Raikouhou,,A,"944,245",99.28%,IT,,,#36,CN:,,lolol234,,A,"629,124",95.18%,RU,,,,,,,,,,,,,,#36,IT:,,-NyX,HD,A,"509,645",97.76%,TR,,,#36,AR:,,Bomilk,NM,S,"615,567",97.23%,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#37,DE:,,Fleh,,S,"571,268",99.20%,BR,,,#37,SG:,,hollowknees,,A,"499,197",94.89%,AT,,,,,,,,,,,,,,#37,JP:,,shouponpon,,A,"466,496",97.65%,TH,,,#37,ES:,,A L E P H,,B,"408,712",89.96%,AR,,,,,,,,,,,,,,#37,FR:,,Musty,,A,"592,264",99.07%,US,,,,,,,,,,,,,,,,,,,,,,,,,#37,JP:,,YMD,,A,"873,442",97.51%,TH,,,#37,NL:,,perthed again,,S,"942,333",98.29%,TW,,,#37,IT:,,-NyX,,S,"619,216",96.05%,TR,,,,,,,,,,,,,,#37,MY:,,mabayu,NM,A,"506,942",95.09%,SE,,,#37,GB:,,skia1,HD,A,"613,437",97.52%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#38,SE:,,Guyra_,,S,"570,433",98.94%,MY,,,#38,RO:,,Kehest,,A,"485,512",95.71%,AU,,,,,,,,,,,,,,#38,US:,,[C],,A,"465,002",97.34%,FR,,,#38,TW:,,Ruyaya,,A,"402,456",93.33%,NL,,,,,,,,,,,,,,#38,TR:,,Orkay,,A,"590,667",97.16%,IT,,,,,,,,,,,,,,,,,,,,,,,,,#38,AR:,,Seiong,,S,"865,863",99.04%,ES,,,#38,ES:,,BabyScylla,,S,"865,003",96.94%,AR,,,#38,IT:,,kusuriya,,S,"613,151",95.93%,TR,,,,,,,,,,,,,,#38,TR:,,Orkay,NM,S,"491,876",99.37%,IT,,,#38,SE:,,Lightningfox,NM,A,"603,734",98.00%,MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#39,GB:,,Mahmood,,A,"568,561",98.99%,NZ,,,#39,RO:,,AlexBelea,,A,"485,342",93.99%,AU,,,,,,,,,,,,,,#39,PE:,,P r a h,,A,"454,314",95.79%,FI,,,#39,NZ:,,5aiyku,,A,"401,563",94.23%,GB,,,,,,,,,,,,,,#39,TW:,,GAO HAO,,A,"570,374",97.03%,NL,,,,,,,,,,,,,,,,,,,,,,,,,#39,US:,,tekkito,,S,"857,224",99.48%,FR,,,#39,KZ:,,ItzZeroIce,,A,"861,781",96.54%,ID,,,#39,SG:,,hollowknees,,A,"601,777",97.54%,AT,,,,,,,,,,,,,,#39,ES:,,BabyScylla,HDHR,A,"482,886",98.10%,AR,,,#39,ES:,,A L E P H,HD,A,"588,770",99.14%,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#40,CA:,,Zylice,,A,"566,559",98.44%,NO,,,#40,PE:,,Fo_Ka,,B,"478,236",86.84%,FI,,,,,,,,,,,,,,#40,CL:,,siiphs,,A,"450,619",94.75%,KR,,,#40,RO:,,origin_,,B,"394,717",92.51%,AU,,,,,,,,,,,,,,#40,NL:,,Wind Tales,,A,"569,417",97.03%,TW,,,,,,,,,,,,,,,,,,,,,,,,,#40,FR:,,Geordie Greep,,A,"850,025",98.62%,US,,,#40,IT:,,MeOwz,,A,"858,016",97.86%,TR,,,#40,AT:,,fedoragoose,,B,"596,200",92.52%,SG,,,,,,,,,,,,,,#40,SE:,,Fejlan,NM,A,"470,415",98.26%,MY,,,#40,CN:,,Crystal,NM,S,"585,633",99.13%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#41,NO:,,NINERIK,,A,"564,090",99.03%,CA,,,#41,PE:,,[MG]-iky-,,S,"451,824",97.47%,FI,,,,,,,,,,,,,,#41,TH:,,chests,,A,"437,971",94.48%,JP,,,#41,DE:,,criller,,A,"389,713",94.95%,BR,,,,,,,,,,,,,,#41,CA:,,Wanderio,,A,"564,225",98.94%,NO,,,,,,,,,,,,,,,,,,,,,,,,,#41,GB:,,MALTESER,,A,"849,846",99.62%,NZ,,,#41,AR:,,viciobylike,,S,"856,592",96.46%,ES,,,#41,DE:,,yary,,A,"559,066",95.78%,BR,,,,,,,,,,,,,,#41,FR:,,calangi,NM,A,"465,402",97.96%,US,,,#41,CL:,,NO37,HD,A,"583,745",98.37%,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#42,PL:,,Kosiarek,,A,"557,080",98.95%,PH,,,#42,PE:,,-Gardevoir-,,A,"430,813",93.61%,FI,,,,,,,,,,,,,,#42,FI:,,Mike Tyson,,A,"409,677",95.76%,PE,,,#42,ID:,,MejiroMcQueen,,B,"388,121",92.22%,KZ,,,,,,,,,,,,,,#42,TW:,,Ruyaya,,A,"559,812",95.40%,NL,,,,,,,,,,,,,,,,,,,,,,,,,#42,JP:,,haga1115,,S,"848,024",99.04%,TH,,,#42,SE:,,trumpatino69,,A,"836,192",98.89%,MY,,,#42,AT:,,z10a,,A,"546,543",94.96%,SG,,,,,,,,,,,,,,#42,IT:,,Toukai Teiou,HR,A,"464,692",97.35%,TR,,,#42,AT:,,z9a,HR,A,"583,673",95.70%,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#43,CA:,,Wanderio,,A,"554,473",98.33%,NO,,,#43,SE:,,Grippeh,,A,"411,284",96.57%,MY,,,,,,,,,,,,,,#43,JP:,,Furamun,,A,"404,351",94.75%,TH,,,#43,NZ:,,Kyujin,,A,"384,053",94.73%,GB,,,,,,,,,,,,,,#43,NL:,,John breathe,,A,"539,884",97.14%,TW,,,,,,,,,,,,,,,,,,,,,,,,,#43,FI:,,Mike Tyson,,S,"846,356",97.85%,PE,,,#43,DE:,,Fleh,,A,"825,132",98.30%,BR,,,#43,TH:,,chests,,A,"543,642",94.36%,JP,,,,,,,,,,,,,,#43,AR:,,Amuro,HR,A,"457,703",97.67%,ES,,,#43,PE:,,SapeSape,HR,A,"570,677",93.46%,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#44,NZ:,,Kyujin,,A,"547,606",99.08%,GB,,,#44,MY:,,n0 head,,A,"386,282",95.34%,SE,,,,,,,,,,,,,,#44,TH:,,Lesperry,,A,"393,717",94.48%,JP,,,#44,KZ:,,Ternafis,,B,"380,589",92.33%,ID,,,,,,,,,,,,,,#44,NO:,,Melvr,,A,"533,532",97.05%,CA,,,,,,,,,,,,,,,,,,,,,,,,,#44,CN:,,lolol235,,A,"842,317",97.33%,RU,,,#44,GB:,,MALTESER,,A,"819,519",99.20%,NZ,,,#44,SE:,,scylla,,A,"539,986",96.10%,MY,,,,,,,,,,,,,,#44,FI:,,savilju,NM,A,"457,088",96.49%,PE,,,#44,IT:,,Toukai Teiou,HD,A,"545,539",98.28%,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#45,KZ:,,shiyumi,,A,"546,045",99.17%,ID,,,#45,MY:,,mabayu,,A,"333,357",94.47%,SE,,,,,,,,,,,,,,#45,JP:,,hosesan1020,,A,"392,177",95.37%,TH,,,#45,US:,,tekkito,,A,"378,678",94.73%,FR,,,,,,,,,,,,,,#45,AR:,,jackzebra,,A,"531,519",98.00%,ES,,,,,,,,,,,,,,,,,,,,,,,,,#45,NZ:,,ozbert,,S,"829,654",97.89%,GB,,,#45,NZ:,,HaSappy,,A,"817,023",98.41%,GB,,,#45,RU:,,Lexu2S,,S,"538,049",97.04%,CN,,,,,,,,,,,,,,#45,ES:,,marbl,NM,A,"441,979",95.92%,AR,,,#45,SG:,,Dawnwing,NM,A,"544,936",97.64%,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#46,NO:,,Melvr,,A,"539,098",99.57%,CA,,,#46,SE:,,scylla,,B,"322,583",92.20%,MY,,,,,,,,,,,,,,#46,FI:,,AllyrD,,A,"378,260",95.89%,PE,,,#46,RU:,,maxim,,A,"378,507",93.66%,CN,,,,,,,,,,,,,,#46,CN:,,lolol233,,A,"529,257",97.66%,RU,,,,,,,,,,,,,,,,,,,,,,,,,#46,ID:,,MineFrostID,,A,"815,426",99.19%,KZ,,,#46,CN:,,z980838928,,A,"801,765",97.41%,RU,,,#46,DE:,,ZeitFrost,,A,"527,893",95.85%,BR,,,,,,,,,,,,,,#46,TR:,,spray-,HD,A,"440,581",96.89%,IT,,,#46,GB:,,fudge,HDHR,A,"544,031",97.54%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#47,JP:,,Homutan,,A,"534,702",98.82%,TH,,,#47,SE:,,Andros,,A,"312,471",93.38%,MY,,,,,,,,,,,,,,#47,IT:,,Duke,,A,"360,172",95.58%,TR,,,#47,PH:,,ZaNy_,,A,"372,410",95.48%,PL,,,,,,,,,,,,,,#47,TW:,,Spinesnight,,A,"521,231",96.35%,NL,,,,,,,,,,,,,,,,,,,,,,,,,#47,RU:,,gamer228666,,A,"813,325",98.16%,CN,,,#47,RU:,,gamer228666,,A,"797,321",97.85%,CN,,,#47,TR:,,Ievi-,,A,"508,161",96.72%,IT,,,,,,,,,,,,,,#47,PE:,,SapeSape,HR,A,"437,883",95.60%,FI,,,#47,NO:,,antonyw,NM,A,"543,598",98.70%,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
